product,category,day,signal,hold,corr_fwd_mid,gross_directional_pnl_proxy,best_executable_threshold_pct,best_executable_taker_pnl,best_executable_units_traded,best_top1_volume_threshold_pct,best_top1_volume_limited_pnl,best_top1_volume_units_traded,best_top3_depth_threshold_pct,best_top3_depth_limited_pnl,best_top3_depth_units_traded,samples
PEBBLES_M,PEBBLES,3,imbalance,25,0.020022755430616566,4379.0,90,0.0,0,60,0.0,0,60,0.0,0,9975
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,imbalance,50,-0.00017321360602770195,4311.8,95,0.0,0,60,0.0,0,60,0.0,0,9950
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,imbalance,5,0.008684870813447699,4288.0,95,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_XL,PEBBLES,2,imbalance,5,-0.011981900923794128,4172.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_M,PEBBLES,3,imbalance,10,0.014128238382707374,4109.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,3,imbalance,5,-0.0033498420610659965,4069.0,95,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_L,PEBBLES,4,imbalance,1,-0.003203751021110094,4035.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,4,imbalance,5,-0.016660868896713848,4012.0,95,0.0,0,60,0.0,0,60,0.0,0,9995
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,2,imbalance,25,-0.0006955303540900805,3960.0,95,0.0,0,60,0.0,0,60,0.0,0,9975
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,4,imbalance,25,-0.010560313183106806,3949.8,95,0.0,0,60,0.0,0,60,0.0,0,9975
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,imbalance,25,-0.0063175688794079865,3665.4,95,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_XL,PEBBLES,4,imbalance,50,-0.010277908390405792,3622.4,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_L,PEBBLES,3,imbalance,1,-0.013352156644852063,3565.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PANEL_2X4,PANEL,2,imbalance,5,0.006403562061227353,3531.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2,imbalance,1,-0.024368857251306792,3510.0,95,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_M,PEBBLES,3,imbalance,50,0.006921629953052612,3508.8,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_L,PEBBLES,3,imbalance,10,-0.009402051686472238,3465.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_COTTON,SLEEP_POD,3,imbalance,5,0.0009009999345529836,3290.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_XL,PEBBLES,4,imbalance,25,-0.009516396725100781,3241.6000000000004,90,0.0,0,60,0.0,0,60,0.0,0,9975
PANEL_2X4,PANEL,4,imbalance,10,-0.00048040516760555134,3153.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,2,imbalance,10,0.004457369564858934,3076.5,95,0.0,0,60,0.0,0,60,0.0,0,9990
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2,imbalance,50,-0.022342539252629287,3030.0,95,0.0,0,60,0.0,0,60,0.0,0,9950
SLEEP_POD_COTTON,SLEEP_POD,3,imbalance,25,-0.0006018506258654404,3004.6,90,0.0,0,60,0.0,0,60,0.0,0,9975
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,4,imbalance,10,-0.020198146217210264,2944.5,95,0.0,0,60,0.0,0,60,0.0,0,9990
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,imbalance,10,-0.006465383744603498,2725.5,95,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_COTTON,SLEEP_POD,3,imbalance,10,-0.008119451218799052,2627.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,imbalance,5,0.0004540190341094119,2467.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,imbalance,10,0.00978670790550282,2427.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2,imbalance,5,-0.01183192092569099,2375.0,95,0.0,0,60,0.0,0,60,0.0,0,9995
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,imbalance,10,0.009062706919755394,2330.0,95,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_COTTON,SLEEP_POD,3,imbalance,50,-0.006773589648008429,2328.6000000000004,90,0.0,0,60,0.0,0,60,0.0,0,9950
TRANSLATOR_VOID_BLUE,TRANSLATOR,4,imbalance,5,-0.00844717464222485,2269.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,3,imbalance,10,-0.006669879506644941,2219.5,95,0.0,0,60,0.0,0,60,0.0,0,9990
PANEL_2X4,PANEL,4,imbalance,50,-0.0013168279805203756,2180.1,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_L,PEBBLES,3,imbalance,25,-0.016815875604836418,2119.0,90,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_L,PEBBLES,3,imbalance,5,-0.016766029994636233,2103.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PANEL_2X4,PANEL,2,imbalance,10,0.0030496616966695666,2083.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_SUEDE,SLEEP_POD,3,imbalance,10,-0.002602975303750604,2014.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
PANEL_2X4,PANEL,4,imbalance,25,-0.005223580862508432,1943.0,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_SUEDE,SLEEP_POD,3,imbalance,50,-0.00620592065387451,1898.6000000000001,90,0.0,0,60,0.0,0,60,0.0,0,9950
PANEL_2X4,PANEL,3,imbalance,25,-0.008294771684544663,1867.0,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_POLYESTER,SLEEP_POD,3,imbalance,50,-0.014012270121846214,1785.2,90,0.0,0,60,0.0,0,60,0.0,0,9950
PANEL_2X4,PANEL,2,imbalance,1,0.0001659814588841559,1765.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_L,PEBBLES,3,imbalance,50,-0.012335271981155554,1760.6999999999998,90,0.0,0,60,0.0,0,60,0.0,0,9950
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2,imbalance,25,-0.02131157513856278,1674.1999999999998,95,0.0,0,60,0.0,0,60,0.0,0,9975
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,imbalance,25,0.005880839083007805,1655.3999999999999,95,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_SUEDE,SLEEP_POD,3,imbalance,5,-0.007083104395047064,1651.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PANEL_2X4,PANEL,2,imbalance,50,0.010411803208663787,1637.4,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_S,PEBBLES,2,imbalance,1,0.0010984124173126848,1605.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PANEL_2X4,PANEL,2,imbalance,25,0.015111861220383254,1549.0,90,0.0,0,60,0.0,0,60,0.0,0,9975
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,imbalance,50,0.0021634629851631977,1518.8999999999999,95,0.0,0,60,0.0,0,60,0.0,0,9950
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,2,imbalance,5,0.0054919935149558225,1501.0,95,0.0,0,60,0.0,0,60,0.0,0,9995
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,3,imbalance,25,-0.0030136953835408413,1480.0,95,0.0,0,60,0.0,0,60,0.0,0,9975
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2,imbalance,10,-0.023745058756595477,1477.0,95,0.0,0,60,0.0,0,60,0.0,0,9990
PANEL_2X4,PANEL,3,imbalance,10,-0.013239999666600144,1462.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
PANEL_2X4,PANEL,3,imbalance,50,-0.012849380347309623,1434.9,90,0.0,0,60,0.0,0,60,0.0,0,9950
TRANSLATOR_VOID_BLUE,TRANSLATOR,4,imbalance,50,-0.00100517457267485,1426.8000000000002,90,0.0,0,60,0.0,0,60,0.0,0,9950
SLEEP_POD_SUEDE,SLEEP_POD,3,imbalance,25,-0.011074201425601437,1250.0,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_SUEDE,SLEEP_POD,4,imbalance,1,-0.003811159743860959,1225.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
SLEEP_POD_SUEDE,SLEEP_POD,3,imbalance,1,-0.006623563682344475,1045.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
TRANSLATOR_VOID_BLUE,TRANSLATOR,4,imbalance,25,-0.007590400247893414,1022.8,90,0.0,0,60,0.0,0,60,0.0,0,9975
PANEL_2X4,PANEL,3,imbalance,5,-0.012997325247926569,986.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,3,imbalance,50,0.01208271149908915,967.9000000000001,95,0.0,0,60,0.0,0,60,0.0,0,9950
PANEL_2X4,PANEL,4,imbalance,1,-0.01964639265622159,875.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
TRANSLATOR_VOID_BLUE,TRANSLATOR,4,imbalance,10,-0.019523965687335037,849.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
PEBBLES_S,PEBBLES,3,imbalance,25,0.011520995669781087,816.4,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_POLYESTER,SLEEP_POD,3,imbalance,25,-0.0111891708237552,810.8,90,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_L,PEBBLES,4,imbalance,25,0.030768821716487052,510.79999999999995,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_SUEDE,SLEEP_POD,4,imbalance,50,0.015561052513505619,499.09999999999997,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_S,PEBBLES,3,imbalance,50,0.011652277141676675,444.0,90,0.0,0,60,0.0,0,60,0.0,0,9950
MICROCHIP_SQUARE,MICROCHIP,3,imbalance,5,-0.011121064470758684,416.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
SLEEP_POD_SUEDE,SLEEP_POD,4,imbalance,10,0.005694740502564008,284.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,imbalance,25,0.0043256117034296765,184.20000000000002,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_SUEDE,SLEEP_POD,4,imbalance,25,0.015834938491745044,59.6,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,imbalance,50,-0.004852399014351381,-224.0,90,0.0,0,60,0.0,0,60,0.0,0,9950
SLEEP_POD_POLYESTER,SLEEP_POD,4,imbalance,10,0.016303445727629946,-266.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,imbalance,50,0.00841762351855499,-307.7,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_S,PEBBLES,2,imbalance,5,0.002594123313687256,-416.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_XS,PEBBLES,2,imbalance,10,0.005918007909142789,-450.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_POLYESTER,SLEEP_POD,4,imbalance,25,0.014547325504131322,-511.8,90,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_L,PEBBLES,2,imbalance,50,0.00577024891769783,-582.8,90,0.0,0,60,0.0,0,60,0.0,0,9950
SLEEP_POD_POLYESTER,SLEEP_POD,4,imbalance,1,-0.008585732075954026,-620.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_M,PEBBLES,4,imbalance,50,-0.0094571621475022,-682.0,90,0.0,0,60,0.0,0,60,0.0,0,9950
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,2,imbalance,1,-0.0038795332067462053,-770.0,95,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_S,PEBBLES,4,imbalance,50,0.001351963070305537,-799.7,90,0.0,0,60,0.0,0,60,0.0,0,9950
SLEEP_POD_POLYESTER,SLEEP_POD,3,imbalance,1,-0.010927251660856473,-885.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_XS,PEBBLES,2,imbalance,5,0.001002344797852456,-894.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
SLEEP_POD_POLYESTER,SLEEP_POD,3,imbalance,10,-0.016772424741507027,-922.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_POLYESTER,SLEEP_POD,4,imbalance,50,0.013095455874100631,-1066.6,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_L,PEBBLES,4,imbalance,5,0.005947809296764743,-1141.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,imbalance,5,-0.016490405503798447,-1167.0,95,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_M,PEBBLES,2,imbalance,5,-0.009530856438602736,-1182.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,imbalance,1,-0.014932753271980638,-1215.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_S,PEBBLES,4,imbalance,1,-0.017730856605168994,-1235.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_L,PEBBLES,2,imbalance,25,-0.0022779558975101,-1242.0,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,imbalance,5,-0.012974877659485032,-1314.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_L,PEBBLES,4,imbalance,10,0.011286557099553323,-1317.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_POLYESTER,SLEEP_POD,3,imbalance,5,-0.012019781224963968,-1330.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
TRANSLATOR_VOID_BLUE,TRANSLATOR,3,imbalance,5,-0.00873970230414759,-1333.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_S,PEBBLES,3,imbalance,5,-0.01076616706298857,-1354.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
SLEEP_POD_SUEDE,SLEEP_POD,4,imbalance,5,0.0008451423882143204,-1362.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_S,PEBBLES,2,imbalance,10,-0.0009415781616360402,-1398.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
TRANSLATOR_VOID_BLUE,TRANSLATOR,3,imbalance,50,-0.014087590426801596,-1580.2,90,0.0,0,60,0.0,0,60,0.0,0,9950
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,imbalance,25,-0.004506861358780631,-1580.2,90,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_S,PEBBLES,4,imbalance,25,-0.0032203968082418796,-1598.8,90,0.0,0,60,0.0,0,60,0.0,0,9975
TRANSLATOR_VOID_BLUE,TRANSLATOR,3,imbalance,25,-0.02178373861893147,-1601.8000000000002,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_COTTON,SLEEP_POD,4,imbalance,1,-0.002563126456043027,-1700.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_S,PEBBLES,2,imbalance,50,-0.005516945821330669,-1744.7,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_L,PEBBLES,2,imbalance,5,-0.0031014604737337396,-1748.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
SLEEP_POD_COTTON,SLEEP_POD,4,imbalance,25,0.003325863854581206,-1817.2,90,0.0,0,60,0.0,0,60,0.0,0,9975
TRANSLATOR_VOID_BLUE,TRANSLATOR,3,imbalance,10,-0.011070570697880752,-1969.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,imbalance,10,-0.010756675076843903,-1973.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
PEBBLES_M,PEBBLES,2,imbalance,50,-0.012239531577660105,-1977.1000000000001,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_M,PEBBLES,2,imbalance,25,-0.011634143707335287,-2021.6,90,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_XS,PEBBLES,2,imbalance,50,0.013592722016796918,-2104.7999999999997,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_S,PEBBLES,3,imbalance,10,-0.014589922844569033,-2139.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_COTTON,SLEEP_POD,3,imbalance,1,-0.0013217026234225993,-2140.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_S,PEBBLES,2,imbalance,25,-0.006336879710437828,-2172.4,90,0.0,0,60,0.0,0,60,0.0,0,9975
SLEEP_POD_COTTON,SLEEP_POD,4,imbalance,50,-0.001853895918258881,-2227.7000000000003,90,0.0,0,60,0.0,0,60,0.0,0,9950
SLEEP_POD_COTTON,SLEEP_POD,4,imbalance,10,-0.013774595619637174,-2271.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
PEBBLES_L,PEBBLES,4,imbalance,50,0.011267652253465965,-2472.2,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_XL,PEBBLES,3,imbalance,10,-0.0016150095246420262,-2582.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
PEBBLES_M,PEBBLES,4,imbalance,25,-0.02125119840129842,-2624.8,90,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_XS,PEBBLES,2,imbalance,25,0.013974020513862062,-2672.4,90,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_L,PEBBLES,2,imbalance,10,-0.0004388531725539229,-2705.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
PEBBLES_S,PEBBLES,4,imbalance,10,-0.009786770632358529,-2937.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
SLEEP_POD_COTTON,SLEEP_POD,4,imbalance,5,-0.009515059297583133,-3016.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_XL,PEBBLES,3,imbalance,5,-0.00058536479942425,-3200.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
SLEEP_POD_POLYESTER,SLEEP_POD,4,imbalance,5,0.0036416882207996,-3240.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_S,PEBBLES,4,imbalance,5,-0.006701508016944952,-3279.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
PEBBLES_M,PEBBLES,2,imbalance,10,-0.004388478263570134,-3364.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,4,imbalance,1,-0.036992628771966206,-3400.0,95,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_XS,PEBBLES,2,imbalance,1,0.0026803266299987153,-3565.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_M,PEBBLES,4,imbalance,10,-0.019038951586846736,-3637.0,90,0.0,0,60,0.0,0,60,0.0,0,9990
MICROCHIP_SQUARE,MICROCHIP,4,imbalance,50,0.007857833561528471,-3679.4,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_XL,PEBBLES,3,imbalance,50,-0.007211670695204269,-3714.9,90,0.0,0,60,0.0,0,60,0.0,0,9950
PEBBLES_XL,PEBBLES,3,imbalance,1,-0.010146727214384676,-3940.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_M,PEBBLES,2,imbalance,1,-0.02622238052902768,-3980.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
MICROCHIP_SQUARE,MICROCHIP,4,imbalance,25,0.002097931982895232,-4442.200000000001,90,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_XL,PEBBLES,3,imbalance,25,-0.01350411392900951,-5015.400000000001,90,0.0,0,60,0.0,0,60,0.0,0,9975
PEBBLES_L,PEBBLES,2,imbalance,1,-0.017979933653152723,-5180.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
TRANSLATOR_VOID_BLUE,TRANSLATOR,3,imbalance,1,-0.026267910840532222,-5225.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
MICROCHIP_SQUARE,MICROCHIP,4,imbalance,1,-0.016505310864731882,-5300.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_M,PEBBLES,4,imbalance,5,-0.01802081711612106,-5501.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,imbalance,1,-0.024854969828656766,-5540.0,95,0.0,0,60,0.0,0,60,0.0,0,9999
PEBBLES_S,PEBBLES,3,imbalance,1,-0.01407809387313802,-7535.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
MICROCHIP_SQUARE,MICROCHIP,4,imbalance,5,-0.01620274895705709,-7609.0,90,0.0,0,60,0.0,0,60,0.0,0,9995
MICROCHIP_SQUARE,MICROCHIP,4,imbalance,10,-0.014217995400018927,-7801.5,90,0.0,0,60,0.0,0,60,0.0,0,9990
PEBBLES_M,PEBBLES,4,imbalance,1,-0.02062949083593087,-8775.0,90,0.0,0,60,0.0,0,60,0.0,0,9999
SLEEP_POD_COTTON,SLEEP_POD,2,imbalance,10,0.014670618005899258,3822.5,90,-390.0,40,60,0.0,0,60,0.0,0,9990
SLEEP_POD_COTTON,SLEEP_POD,2,imbalance,25,0.020358114619165864,3741.2,90,-390.0,40,60,0.0,0,60,0.0,0,9975
SLEEP_POD_COTTON,SLEEP_POD,2,imbalance,50,0.013506195493679117,2905.8999999999996,90,-390.0,40,60,0.0,0,60,0.0,0,9950
SLEEP_POD_COTTON,SLEEP_POD,2,imbalance,5,0.006036239030359308,2612.0,90,-390.0,40,60,0.0,0,60,0.0,0,9995
