product,category,anchor_type,anchor,side,horizon,full_proxy,portal_proxy,avg_pnl,hit_rate,count,portal_count
MICROCHIP_SQUARE,MICROCHIP,round_10000,10000.0,two_sided,100,-244326.5,242427.5,-8.8271,0.4664,27679,9900
MICROCHIP_SQUARE,MICROCHIP,round_10000,10000.0,sell_high,100,-244326.5,242427.5,-8.8271,0.4664,27679,9900
MICROCHIP_SQUARE,MICROCHIP,mean,13594.7483,two_sided,100,431945.5,230341.5,16.6114,0.5249,26003,9011
MICROCHIP_SQUARE,MICROCHIP,mean,13594.7483,sell_high,100,115497.0,230341.5,7.5286,0.4974,15341,9011
PEBBLES_XL,PEBBLES,round_500,13500.0,buy_low,100,751584.5,209703.5,69.798,0.5944,10768,1464
MICROCHIP_SQUARE,MICROCHIP,round_500,14500.0,sell_high,100,300404.5,201600.0,43.143,0.5544,6963,3540
PEBBLES_M,PEBBLES,round_500,10500.0,two_sided,100,344812.0,193763.5,14.6685,0.5552,23507,7560
MICROCHIP_SQUARE,MICROCHIP,round_500,14500.0,two_sided,100,711387.5,192013.5,36.5808,0.561,19447,3651
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_25,10200.0,two_sided,100,394221.5,191139.5,19.0897,0.5806,20651,7032
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_50,10200.0,two_sided,100,394221.5,191139.5,19.0897,0.5806,20651,7032
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_100,10200.0,two_sided,100,394221.5,191139.5,19.0897,0.5806,20651,7032
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_5,10190.0,two_sided,100,391234.0,190310.0,18.968,0.5793,20626,6940
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_10,10190.0,two_sided,100,391234.0,190310.0,18.968,0.5793,20626,6940
UV_VISOR_YELLOW,UV_VISOR,10000,10000.0,two_sided,100,48040.5,189992.5,2.1944,0.5024,21892,5247
UV_VISOR_YELLOW,UV_VISOR,round_10000,10000.0,two_sided,100,48040.5,189992.5,2.1944,0.5024,21892,5247
UV_VISOR_YELLOW,UV_VISOR,10000,10000.0,sell_high,100,45900.5,189992.5,2.1009,0.5014,21848,5247
UV_VISOR_YELLOW,UV_VISOR,round_10000,10000.0,sell_high,100,45900.5,189992.5,2.1009,0.5014,21848,5247
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_1,10192.0,two_sided,100,390912.0,189285.0,18.9239,0.5794,20657,6967
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,median,10191.5,two_sided,100,390553.0,189180.0,18.9057,0.5792,20658,6964
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,mean,10226.6618,two_sided,100,402300.0,184197.5,19.3311,0.5842,20811,7236
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,10000,10000.0,two_sided,100,292922.0,182690.0,12.7524,0.555,22970,6473
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_500,10000.0,two_sided,100,292922.0,182690.0,12.7524,0.555,22970,6473
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_1000,10000.0,two_sided,100,292922.0,182690.0,12.7524,0.555,22970,6473
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_10000,10000.0,two_sided,100,292922.0,182690.0,12.7524,0.555,22970,6473
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_250,10250.0,two_sided,100,414873.0,178415.0,19.753,0.5895,21003,7420
PEBBLES_XL,PEBBLES,round_100,13400.0,buy_low,100,697619.5,176739.5,70.1619,0.5989,9943,1232
PEBBLES_XL,PEBBLES,round_25,13375.0,buy_low,100,673276.5,168563.0,69.1462,0.5988,9737,1183
PEBBLES_XL,PEBBLES,round_10,13370.0,buy_low,100,667931.0,166825.0,68.795,0.5985,9709,1175
PEBBLES_XL,PEBBLES,round_5,13365.0,buy_low,100,666994.5,166449.5,68.8902,0.5993,9682,1170
PEBBLES_XL,PEBBLES,round_1,13366.0,buy_low,100,666798.5,166449.5,68.8344,0.5991,9687,1170
PEBBLES_XL,PEBBLES,median,13366.5,buy_low,100,666875.5,166420.0,68.821,0.5991,9690,1171
MICROCHIP_RECTANGLE,MICROCHIP,round_250,8500.0,two_sided,100,305127.5,159619.0,13.16,0.533,23186,5213
MICROCHIP_RECTANGLE,MICROCHIP,round_500,8500.0,two_sided,100,305127.5,159619.0,13.16,0.533,23186,5213
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,mean,10084.6397,two_sided,100,293754.5,159353.0,14.9455,0.5744,19655,6008
PEBBLES_M,PEBBLES,round_500,10500.0,sell_high,100,159495.5,158378.0,17.8187,0.5542,8951,7022
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,10000,10000.0,sell_high,100,113941.0,158044.5,5.3463,0.5199,21312,8237
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,round_10000,10000.0,sell_high,100,113941.0,158044.5,5.3463,0.5199,21312,8237
PEBBLES_XL,PEBBLES,round_50,13350.0,buy_low,100,654166.5,157858.0,68.3988,0.5994,9564,1142
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,10000,10000.0,two_sided,100,177700.0,157172.5,7.1197,0.5251,24959,8250
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,round_10000,10000.0,two_sided,100,177700.0,157172.5,7.1197,0.5251,24959,8250
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_25,9950.0,two_sided,100,234033.0,155740.5,14.7543,0.5782,15862,6598
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_50,9950.0,two_sided,100,234033.0,155740.5,14.7543,0.5782,15862,6598
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,median,9959.5,two_sided,100,238338.5,154928.0,14.8525,0.5794,16047,6541
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,10000,10000.0,two_sided,100,273625.0,154814.5,16.0371,0.5819,17062,6320
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_100,10000.0,two_sided,100,273625.0,154814.5,16.0371,0.5819,17062,6320
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_250,10000.0,two_sided,100,273625.0,154814.5,16.0371,0.5819,17062,6320
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_500,10000.0,two_sided,100,273625.0,154814.5,16.0371,0.5819,17062,6320
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_1000,10000.0,two_sided,100,273625.0,154814.5,16.0371,0.5819,17062,6320
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_10000,10000.0,two_sided,100,273625.0,154814.5,16.0371,0.5819,17062,6320
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_1,9960.0,two_sided,100,237614.5,154501.0,14.8222,0.5794,16031,6528
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_5,9960.0,two_sided,100,237614.5,154501.0,14.8222,0.5794,16031,6528
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_10,9960.0,two_sided,100,237614.5,154501.0,14.8222,0.5794,16031,6528
MICROCHIP_CIRCLE,MICROCHIP,10000,10000.0,buy_low,100,29732.0,152857.5,1.149,0.4942,25876,6236
MICROCHIP_CIRCLE,MICROCHIP,round_10000,10000.0,buy_low,100,29732.0,152857.5,1.149,0.4942,25876,6236
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_25,9950.0,sell_high,100,99997.0,148211.5,10.9959,0.5611,9094,6505
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_50,9950.0,sell_high,100,99997.0,148211.5,10.9959,0.5611,9094,6505
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,median,9959.5,sell_high,100,96674.5,146072.5,10.8562,0.5606,8905,6424
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_1,9960.0,sell_high,100,95666.0,145512.0,10.7696,0.5603,8883,6409
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_5,9960.0,sell_high,100,95666.0,145512.0,10.7696,0.5603,8883,6409
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_10,9960.0,sell_high,100,95666.0,145512.0,10.7696,0.5603,8883,6409
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,round_50,9300.0,two_sided,100,374645.0,144995.0,18.1137,0.5535,20683,5810
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,round_100,9300.0,two_sided,100,374645.0,144995.0,18.1137,0.5535,20683,5810
MICROCHIP_RECTANGLE,MICROCHIP,round_1000,9000.0,two_sided,100,301040.5,143560.5,12.4649,0.534,24151,8839
MICROCHIP_RECTANGLE,MICROCHIP,round_1000,9000.0,buy_low,100,66678.0,143560.5,4.1264,0.5082,16159,8839
MICROCHIP_RECTANGLE,MICROCHIP,round_10,8600.0,two_sided,100,251838.0,138732.5,10.3272,0.5236,24386,5590
MICROCHIP_RECTANGLE,MICROCHIP,round_25,8600.0,two_sided,100,251838.0,138732.5,10.3272,0.5236,24386,5590
MICROCHIP_RECTANGLE,MICROCHIP,round_50,8600.0,two_sided,100,251838.0,138732.5,10.3272,0.5236,24386,5590
MICROCHIP_RECTANGLE,MICROCHIP,round_100,8600.0,two_sided,100,251838.0,138732.5,10.3272,0.5236,24386,5590
MICROCHIP_RECTANGLE,MICROCHIP,median,8604.0,two_sided,100,251452.5,138634.0,10.3042,0.5236,24403,5596
MICROCHIP_RECTANGLE,MICROCHIP,round_1,8604.0,two_sided,100,251452.5,138634.0,10.3042,0.5236,24403,5596
MICROCHIP_RECTANGLE,MICROCHIP,round_5,8605.0,two_sided,100,250852.0,138210.5,10.2758,0.5236,24412,5602
MICROCHIP_CIRCLE,MICROCHIP,10000,10000.0,two_sided,100,14890.0,138015.5,0.5175,0.496,28773,9133
MICROCHIP_CIRCLE,MICROCHIP,round_10000,10000.0,two_sided,100,14890.0,138015.5,0.5175,0.496,28773,9133
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,10000,10000.0,sell_high,100,146921.5,136900.5,8.0478,0.5325,18256,4658
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_500,10000.0,sell_high,100,146921.5,136900.5,8.0478,0.5325,18256,4658
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_1000,10000.0,sell_high,100,146921.5,136900.5,8.0478,0.5325,18256,4658
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_10000,10000.0,sell_high,100,146921.5,136900.5,8.0478,0.5325,18256,4658
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,10000,10000.0,sell_high,100,89559.0,136786.5,11.0553,0.5581,8101,6037
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_100,10000.0,sell_high,100,89559.0,136786.5,11.0553,0.5581,8101,6037
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_250,10000.0,sell_high,100,89559.0,136786.5,11.0553,0.5581,8101,6037
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_500,10000.0,sell_high,100,89559.0,136786.5,11.0553,0.5581,8101,6037
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_1000,10000.0,sell_high,100,89559.0,136786.5,11.0553,0.5581,8101,6037
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,round_10000,10000.0,sell_high,100,89559.0,136786.5,11.0553,0.5581,8101,6037
MICROCHIP_SQUARE,MICROCHIP,mean,13594.7483,two_sided,50,236105.5,134277.0,9.0451,0.5192,26103,9011
MICROCHIP_SQUARE,MICROCHIP,mean,13594.7483,sell_high,50,70768.5,134277.0,4.598,0.5025,15391,9011
SLEEP_POD_LAMB_WOOL,SLEEP_POD,round_1000,11000.0,two_sided,100,342985.5,132554.0,14.4178,0.5486,23789,6032
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,median,9280.0,two_sided,100,347989.0,129903.0,16.8812,0.5477,20614,6175
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,round_1,9280.0,two_sided,100,347989.0,129903.0,16.8812,0.5477,20614,6175
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,round_5,9280.0,two_sided,100,347989.0,129903.0,16.8812,0.5477,20614,6175
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,round_10,9280.0,two_sided,100,347989.0,129903.0,16.8812,0.5477,20614,6175
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,round_25,9275.0,two_sided,100,343865.0,129765.0,16.945,0.5484,20293,6091
PANEL_1X2,PANEL,10000,10000.0,two_sided,100,81664.5,129604.5,2.9684,0.5091,27511,8852
PANEL_1X2,PANEL,10000,10000.0,buy_low,100,81664.5,129604.5,2.9684,0.5091,27511,8852
PANEL_1X2,PANEL,round_10000,10000.0,two_sided,100,81664.5,129604.5,2.9684,0.5091,27511,8852
PANEL_1X2,PANEL,round_10000,10000.0,buy_low,100,81664.5,129604.5,2.9684,0.5091,27511,8852
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,mean,9271.895,two_sided,100,343427.0,129516.0,16.9234,0.5483,20293,6094
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,mean,10084.6397,sell_high,100,88046.0,129167.0,12.7695,0.5687,6895,5353
TRANSLATOR_SPACE_GRAY,TRANSLATOR,round_1000,9000.0,sell_high,100,119078.0,128127.5,5.8209,0.5414,20457,2391
MICROCHIP_RECTANGLE,MICROCHIP,round_250,8500.0,buy_low,100,141357.5,126105.5,14.3656,0.5428,9840,4339
MICROCHIP_RECTANGLE,MICROCHIP,round_500,8500.0,buy_low,100,141357.5,126105.5,14.3656,0.5428,9840,4339
PEBBLES_XL,PEBBLES,round_250,13250.0,buy_low,100,556151.0,125154.0,62.8348,0.5954,8851,993
PEBBLES_XL,PEBBLES,round_500,13500.0,two_sided,100,795704.0,124553.0,42.2797,0.5515,18820,7946
PEBBLES_XL,PEBBLES,mean,13225.5893,buy_low,100,533191.5,123679.5,61.5055,0.5945,8669,955
MICROCHIP_SQUARE,MICROCHIP,round_1000,14000.0,two_sided,50,288097.0,123130.0,12.1519,0.5283,23708,6333
MICROCHIP_SQUARE,MICROCHIP,round_1000,14000.0,sell_high,50,99794.5,123130.0,8.2075,0.5116,12159,6333
UV_VISOR_YELLOW,UV_VISOR,mean,10957.4608,sell_high,100,162331.5,121794.0,11.052,0.5413,14688,2656
MICROCHIP_SQUARE,MICROCHIP,round_250,14250.0,sell_high,50,133279.0,121639.0,14.5058,0.5235,9188,4630
MICROCHIP_SQUARE,MICROCHIP,round_250,14250.0,two_sided,50,338765.5,121527.5,15.9788,0.536,21201,4739
MICROCHIP_SQUARE,MICROCHIP,10000,10000.0,two_sided,50,-134390.0,119687.0,-4.8291,0.4789,27829,9950
MICROCHIP_SQUARE,MICROCHIP,10000,10000.0,sell_high,50,-134390.0,119687.0,-4.8291,0.4789,27829,9950
MICROCHIP_SQUARE,MICROCHIP,round_10000,10000.0,two_sided,50,-134390.0,119687.0,-4.8291,0.4789,27829,9950
MICROCHIP_SQUARE,MICROCHIP,round_10000,10000.0,sell_high,50,-134390.0,119687.0,-4.8291,0.4789,27829,9950
UV_VISOR_MAGENTA,UV_VISOR,round_50,11300.0,two_sided,100,349004.0,119413.5,17.508,0.5555,19934,5660
UV_VISOR_MAGENTA,UV_VISOR,round_100,11300.0,two_sided,100,349004.0,119413.5,17.508,0.5555,19934,5660
MICROCHIP_RECTANGLE,MICROCHIP,mean,8732.4394,two_sided,100,224997.0,117923.5,8.7903,0.5195,25596,6649
SLEEP_POD_SUEDE,SLEEP_POD,round_500,12000.0,two_sided,100,375102.5,117528.0,22.4478,0.5958,16710,2981
SLEEP_POD_SUEDE,SLEEP_POD,round_1000,12000.0,two_sided,100,375102.5,117528.0,22.4478,0.5958,16710,2981
UV_VISOR_MAGENTA,UV_VISOR,round_500,11500.0,two_sided,100,365342.0,116504.0,19.6304,0.5559,18611,4673
MICROCHIP_SQUARE,MICROCHIP,median,14291.0,sell_high,50,130560.5,116402.5,14.8213,0.5199,8809,4407
MICROCHIP_SQUARE,MICROCHIP,round_1,14291.0,sell_high,50,130560.5,116402.5,14.8213,0.5199,8809,4407
MICROCHIP_SQUARE,MICROCHIP,round_5,14290.0,sell_high,50,130675.5,116226.0,14.8209,0.5199,8817,4413
MICROCHIP_SQUARE,MICROCHIP,round_10,14290.0,sell_high,50,130675.5,116226.0,14.8209,0.5199,8817,4413
MICROCHIP_SQUARE,MICROCHIP,round_25,14300.0,sell_high,50,129858.5,115113.0,14.8342,0.5191,8754,4373
MICROCHIP_SQUARE,MICROCHIP,round_50,14300.0,sell_high,50,129858.5,115113.0,14.8342,0.5191,8754,4373
MICROCHIP_SQUARE,MICROCHIP,round_100,14300.0,sell_high,50,129858.5,115113.0,14.8342,0.5191,8754,4373
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,round_10,9800.0,two_sided,100,268435.0,114650.0,12.3164,0.5403,21795,5877
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,round_25,9800.0,two_sided,100,268435.0,114650.0,12.3164,0.5403,21795,5877
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,round_50,9800.0,two_sided,100,268435.0,114650.0,12.3164,0.5403,21795,5877
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,round_100,9800.0,two_sided,100,268435.0,114650.0,12.3164,0.5403,21795,5877
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,median,9803.0,two_sided,100,265154.5,114026.0,12.1787,0.5394,21772,5856
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,round_1,9803.0,two_sided,100,265154.5,114026.0,12.1787,0.5394,21772,5856
MICROCHIP_SQUARE,MICROCHIP,median,14291.0,two_sided,50,337474.0,113799.0,16.137,0.5348,20913,4541
MICROCHIP_SQUARE,MICROCHIP,round_1,14291.0,two_sided,50,337474.0,113799.0,16.137,0.5348,20913,4541
MICROCHIP_SQUARE,MICROCHIP,round_5,14290.0,two_sided,50,337567.5,113775.5,16.1369,0.5348,20919,4546
MICROCHIP_SQUARE,MICROCHIP,round_10,14290.0,two_sided,50,337567.5,113775.5,16.1369,0.5348,20919,4546
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,round_5,9805.0,two_sided,100,264617.0,113536.5,12.1579,0.5394,21765,5864
MICROCHIP_SQUARE,MICROCHIP,round_25,14300.0,two_sided,50,337302.0,112372.5,16.1582,0.5346,20875,4508
MICROCHIP_SQUARE,MICROCHIP,round_50,14300.0,two_sided,50,337302.0,112372.5,16.1582,0.5346,20875,4508
MICROCHIP_SQUARE,MICROCHIP,round_100,14300.0,two_sided,50,337302.0,112372.5,16.1582,0.5346,20875,4508
UV_VISOR_MAGENTA,UV_VISOR,round_10,11280.0,two_sided,100,340820.0,112123.5,16.9183,0.5551,20145,5895
UV_VISOR_YELLOW,UV_VISOR,round_500,11000.0,sell_high,100,191712.0,111760.5,14.0438,0.5529,13651,2511
UV_VISOR_YELLOW,UV_VISOR,round_1000,11000.0,sell_high,100,191712.0,111760.5,14.0438,0.5529,13651,2511
UV_VISOR_MAGENTA,UV_VISOR,median,11276.0,two_sided,100,339850.5,111643.5,16.7993,0.5549,20230,5954
UV_VISOR_MAGENTA,UV_VISOR,round_1,11276.0,two_sided,100,339850.5,111643.5,16.7993,0.5549,20230,5954
MICROCHIP_RECTANGLE,MICROCHIP,mean,8732.4394,buy_low,100,80647.5,111088.5,5.9934,0.5127,13456,6577
UV_VISOR_MAGENTA,UV_VISOR,round_5,11275.0,two_sided,100,338153.5,110728.5,16.7039,0.5547,20244,5963
UV_VISOR_MAGENTA,UV_VISOR,round_25,11275.0,two_sided,100,338153.5,110728.5,16.7039,0.5547,20244,5963
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,mean,9813.7419,two_sided,100,258774.5,109071.5,11.8878,0.5372,21768,5909
UV_VISOR_MAGENTA,UV_VISOR,round_250,11250.0,two_sided,100,334310.5,108952.5,16.031,0.5528,20854,6327
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,round_250,9250.0,two_sided,100,315434.0,108335.0,15.363,0.5438,20532,6628
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,round_250,9750.0,two_sided,100,277466.5,106480.0,12.9241,0.545,21469,5891
MICROCHIP_RECTANGLE,MICROCHIP,median,8604.0,buy_low,100,89077.5,106418.5,7.7398,0.5194,11509,5132
MICROCHIP_RECTANGLE,MICROCHIP,round_1,8604.0,buy_low,100,89077.5,106418.5,7.7398,0.5194,11509,5132
MICROCHIP_RECTANGLE,MICROCHIP,round_5,8605.0,buy_low,100,88598.0,106116.0,7.6901,0.5194,11521,5141
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_5,10490.0,two_sided,100,278019.0,105943.5,12.1698,0.5298,22845,7558
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_10,10490.0,two_sided,100,278019.0,105943.5,12.1698,0.5298,22845,7558
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_5,10490.0,sell_high,100,184984.0,105943.5,17.1488,0.5553,10787,7558
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_10,10490.0,sell_high,100,184984.0,105943.5,17.1488,0.5553,10787,7558
MICROCHIP_RECTANGLE,MICROCHIP,round_10,8600.0,buy_low,100,89128.5,105625.0,7.7706,0.5193,11470,5106
MICROCHIP_RECTANGLE,MICROCHIP,round_25,8600.0,buy_low,100,89128.5,105625.0,7.7706,0.5193,11470,5106
MICROCHIP_RECTANGLE,MICROCHIP,round_50,8600.0,buy_low,100,89128.5,105625.0,7.7706,0.5193,11470,5106
MICROCHIP_RECTANGLE,MICROCHIP,round_100,8600.0,buy_low,100,89128.5,105625.0,7.7706,0.5193,11470,5106
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_5,10190.0,sell_high,100,225212.0,105578.0,21.2424,0.58,10602,2331
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_10,10190.0,sell_high,100,225212.0,105578.0,21.2424,0.58,10602,2331
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_1,10192.0,sell_high,100,224472.0,105191.5,21.2709,0.5803,10553,2318
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,median,10191.5,sell_high,100,224245.0,105135.5,21.2353,0.58,10560,2319
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,median,10492.0,two_sided,100,277241.0,104995.5,12.1437,0.5298,22830,7548
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_1,10492.0,two_sided,100,277241.0,104995.5,12.1437,0.5298,22830,7548
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,median,10492.0,sell_high,100,183572.5,104995.5,17.0781,0.5551,10749,7548
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_1,10492.0,sell_high,100,183572.5,104995.5,17.0781,0.5551,10749,7548
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_25,10200.0,sell_high,100,222015.0,104807.5,21.5319,0.5813,10311,2261
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_50,10200.0,sell_high,100,222015.0,104807.5,21.5319,0.5813,10311,2261
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,round_100,10200.0,sell_high,100,222015.0,104807.5,21.5319,0.5813,10311,2261
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_25,10500.0,two_sided,100,274605.5,104253.0,12.0876,0.5296,22718,7474
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_50,10500.0,two_sided,100,274605.5,104253.0,12.0876,0.5296,22718,7474
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_100,10500.0,two_sided,100,274605.5,104253.0,12.0876,0.5296,22718,7474
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_250,10500.0,two_sided,100,274605.5,104253.0,12.0876,0.5296,22718,7474
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_500,10500.0,two_sided,100,274605.5,104253.0,12.0876,0.5296,22718,7474
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_25,10500.0,sell_high,100,179729.5,104253.0,16.9941,0.5549,10576,7474
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_50,10500.0,sell_high,100,179729.5,104253.0,16.9941,0.5549,10576,7474
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,round_100,10500.0,sell_high,100,179729.5,104253.0,16.9941,0.5549,10576,7474
