product,fill_count,buy_qty,sell_qty,avg_fill_qty,avg_fill_price,max_abs_inventory,end_window_trade_qty,avg_markout_10,avg_markout_50,strategy,scope,category,component
GALAXY_SOUNDS_PLANETARY_RINGS,268,319,321,2.388059701492537,10747.623134328358,20,0,7.727611940298507,0.6921641791044776,round5_candidate_21.py,full,GALAXY_SOUNDS,long_horizon_non_pebbles
MICROCHIP_OVAL,223,198,222,1.883408071748879,8160.802690582959,25,0,2.0336322869955157,1.8986486486486487,round5_candidate_21.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_SQUARE,214,204,206,1.9158878504672898,13894.742990654206,20,0,12.55373831775701,21.497663551401867,round5_candidate_21.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,209,200,196,1.894736842105263,9724.43062200957,20,0,1.1818181818181819,-3.4808612440191387,round5_candidate_21.py,full,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_EVENING_BREATH,252,295,287,2.3095238095238093,9236.031746031746,18,0,7.047808764940239,12.348,round5_candidate_21.py,full,OXYGEN_SHAKE,long_horizon_non_pebbles
ROBOT_IRONING,236,271,276,2.3177966101694913,8606.614406779661,16,0,0.3601694915254237,2.4639830508474576,round5_candidate_21.py,full,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,263,304,310,2.334600760456274,9769.38783269962,15,0,3.429657794676806,6.807251908396947,round5_candidate_21.py,full,ROBOT,long_horizon_non_pebbles
SLEEP_POD_SUEDE,246,287,281,2.3089430894308944,11523.581300813008,11,0,5.936734693877551,-1.0491803278688525,round5_candidate_21.py,full,SLEEP_POD,long_horizon_non_pebbles
UV_VISOR_AMBER,248,302,287,2.375,7852.447580645161,21,0,3.374493927125506,9.564777327935223,round5_candidate_21.py,full,UV_VISOR,long_horizon_non_pebbles
MICROCHIP_RECTANGLE,9,7,15,2.4444444444444446,7731.555555555556,10,0,13.0,18.0,round5_candidate_22.py,portal,MICROCHIP,unresolved_non_pebbles
PANEL_2X4,10,14,4,1.8,10995.3,10,0,8.0,19.4,round5_candidate_22.py,portal,PANEL,unresolved_non_pebbles
ROBOT_MOPPING,8,12,5,2.125,11802.375,10,0,-2.857142857142857,17.857142857142858,round5_candidate_22.py,portal,ROBOT,unresolved_non_pebbles
SLEEP_POD_COTTON,13,19,13,2.4615384615384617,12341.461538461539,10,0,10.73076923076923,15.923076923076923,round5_candidate_22.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_LAMB_WOOL,11,16,15,2.8181818181818183,10553.272727272728,9,0,-3.55,-37.55,round5_candidate_22.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_NYLON,10,11,16,2.7,9820.6,7,0,15.666666666666666,18.333333333333332,round5_candidate_22.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_POLYESTER,9,15,8,2.5555555555555554,12920.666666666666,10,0,24.5625,6.5625,round5_candidate_22.py,portal,SLEEP_POD,unresolved_non_pebbles
TRANSLATOR_GRAPHITE_MIST,11,20,10,2.727272727272727,11239.545454545454,10,0,21.0,77.77272727272727,round5_candidate_22.py,portal,TRANSLATOR,unresolved_non_pebbles
TRANSLATOR_VOID_BLUE,11,14,13,2.4545454545454546,10733.90909090909,8,0,-22.95,-10.3,round5_candidate_22.py,portal,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_ORANGE,4,10,3,3.25,10418.25,10,0,15.333333333333334,23.833333333333332,round5_candidate_22.py,portal,UV_VISOR,unresolved_non_pebbles
MICROCHIP_RECTANGLE,181,172,178,1.9337016574585635,8636.524861878454,14,0,-0.5303867403314917,-11.116022099447514,round5_candidate_22.py,full,MICROCHIP,unresolved_non_pebbles
PANEL_2X4,235,274,269,2.3106382978723405,11252.617021276596,16,0,5.7,4.562231759656652,round5_candidate_22.py,full,PANEL,unresolved_non_pebbles
ROBOT_MOPPING,220,259,262,2.368181818181818,11132.186363636363,20,0,-1.5022727272727272,4.207762557077626,round5_candidate_22.py,full,ROBOT,unresolved_non_pebbles
SLEEP_POD_COTTON,271,325,310,2.3431734317343174,11491.50553505535,20,0,6.795202952029521,9.105947955390334,round5_candidate_22.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_LAMB_WOOL,232,275,269,2.3448275862068964,10651.344827586207,19,0,5.183982683982684,1.7391304347826086,round5_candidate_22.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_NYLON,216,257,250,2.3472222222222223,9642.12962962963,24,0,3.2418604651162792,8.642523364485982,round5_candidate_22.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_POLYESTER,266,321,313,2.3834586466165413,11947.263157894737,12,0,7.092105263157895,8.577651515151516,round5_candidate_22.py,full,SLEEP_POD,unresolved_non_pebbles
TRANSLATOR_GRAPHITE_MIST,265,301,308,2.29811320754717,10136.120754716982,13,0,-0.2,5.994339622641509,round5_candidate_22.py,full,TRANSLATOR,unresolved_non_pebbles
TRANSLATOR_VOID_BLUE,259,306,303,2.3513513513513513,10900.938223938225,16,0,0.5658914728682171,8.04669260700389,round5_candidate_22.py,full,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_ORANGE,235,284,281,2.404255319148936,10423.412765957446,23,0,6.834042553191489,5.4361702127659575,round5_candidate_22.py,full,UV_VISOR,unresolved_non_pebbles
GALAXY_SOUNDS_PLANETARY_RINGS,9,8,18,2.888888888888889,11135.222222222223,10,0,15.0625,25.0625,round5_candidate_23.py,portal,GALAXY_SOUNDS,long_horizon_non_pebbles
MICROCHIP_OVAL,9,7,15,2.4444444444444446,7310.777777777777,10,0,9.444444444444445,54.875,round5_candidate_23.py,portal,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_SQUARE,11,10,14,2.1818181818181817,15753.0,8,0,34.59090909090909,52.4,round5_candidate_23.py,portal,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,8,4,14,2.25,9325.25,10,0,24.4375,17.875,round5_candidate_23.py,portal,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_EVENING_BREATH,11,20,10,2.727272727272727,9380.454545454546,10,0,10.454545454545455,7.7272727272727275,round5_candidate_23.py,portal,OXYGEN_SHAKE,long_horizon_non_pebbles
PEBBLES_L,1,10,0,10.0,11022.0,10,0,-75.0,-95.0,round5_candidate_23.py,portal,PEBBLES,pebbles
PEBBLES_M,1,0,10,10.0,11059.0,10,0,-22.0,-137.0,round5_candidate_23.py,portal,PEBBLES,pebbles
PEBBLES_S,17,69,59,7.529411764705882,8681.235294117647,10,0,-5.382352941176471,88.85714285714286,round5_candidate_23.py,portal,PEBBLES,pebbles
PEBBLES_XL,1,10,0,10.0,12062.0,10,0,92.0,271.5,round5_candidate_23.py,portal,PEBBLES,pebbles
PEBBLES_XS,1,10,0,10.0,6866.0,10,0,-21.5,-125.5,round5_candidate_23.py,portal,PEBBLES,pebbles
ROBOT_IRONING,8,14,8,2.75,7756.5,10,0,15.75,33.25,round5_candidate_23.py,portal,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,7,7,13,2.857142857142857,9090.0,7,0,10.714285714285714,18.928571428571427,round5_candidate_23.py,portal,ROBOT,long_horizon_non_pebbles
SLEEP_POD_SUEDE,11,17,11,2.5454545454545454,12339.272727272728,10,0,3.4545454545454546,26.0,round5_candidate_23.py,portal,SLEEP_POD,long_horizon_non_pebbles
UV_VISOR_AMBER,6,10,5,2.5,7009.833333333333,5,0,0.08333333333333333,12.75,round5_candidate_23.py,portal,UV_VISOR,long_horizon_non_pebbles
GALAXY_SOUNDS_PLANETARY_RINGS,268,319,321,2.388059701492537,10747.623134328358,20,0,7.727611940298507,0.6921641791044776,round5_candidate_23.py,full,GALAXY_SOUNDS,long_horizon_non_pebbles
MICROCHIP_OVAL,223,198,222,1.883408071748879,8160.802690582959,25,0,2.0336322869955157,1.8986486486486487,round5_candidate_23.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_SQUARE,214,204,206,1.9158878504672898,13894.742990654206,20,0,12.55373831775701,21.497663551401867,round5_candidate_23.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,209,200,196,1.894736842105263,9724.43062200957,20,0,1.1818181818181819,-3.4808612440191387,round5_candidate_23.py,full,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_EVENING_BREATH,252,295,287,2.3095238095238093,9236.031746031746,18,0,7.047808764940239,12.348,round5_candidate_23.py,full,OXYGEN_SHAKE,long_horizon_non_pebbles
PEBBLES_L,34,160,130,8.529411764705882,10427.617647058823,30,0,-17.602941176470587,-25.735294117647058,round5_candidate_23.py,full,PEBBLES,pebbles
PEBBLES_M,45,193,203,8.8,10000.955555555556,20,0,-13.277777777777779,1.6111111111111112,round5_candidate_23.py,full,PEBBLES,pebbles
PEBBLES_S,89,354,384,8.292134831460674,8626.707865168539,30,0,-2.3820224719101124,16.97752808988764,round5_candidate_23.py,full,PEBBLES,pebbles
PEBBLES_XL,59,223,233,7.728813559322034,11395.610169491525,20,0,-14.389830508474576,-14.042372881355933,round5_candidate_23.py,full,PEBBLES,pebbles
PEBBLES_XS,74,294,304,8.08108108108108,8036.027027027027,20,0,-10.66891891891892,-2.222972972972973,round5_candidate_23.py,full,PEBBLES,pebbles
ROBOT_IRONING,236,271,276,2.3177966101694913,8606.614406779661,16,0,0.3601694915254237,2.4639830508474576,round5_candidate_23.py,full,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,263,304,310,2.334600760456274,9769.38783269962,15,0,3.429657794676806,6.807251908396947,round5_candidate_23.py,full,ROBOT,long_horizon_non_pebbles
SLEEP_POD_SUEDE,246,287,281,2.3089430894308944,11523.581300813008,11,0,5.936734693877551,-1.0491803278688525,round5_candidate_23.py,full,SLEEP_POD,long_horizon_non_pebbles
UV_VISOR_AMBER,248,302,287,2.375,7852.447580645161,21,0,3.374493927125506,9.564777327935223,round5_candidate_23.py,full,UV_VISOR,long_horizon_non_pebbles
MICROCHIP_RECTANGLE,9,7,15,2.4444444444444446,7731.555555555556,10,0,13.0,18.0,round5_candidate_24.py,portal,MICROCHIP,unresolved_non_pebbles
PANEL_2X4,7,11,2,1.8571428571428572,11013.42857142857,9,0,-1.2142857142857142,21.0,round5_candidate_24.py,portal,PANEL,unresolved_non_pebbles
PEBBLES_L,1,10,0,10.0,11022.0,10,0,-75.0,-95.0,round5_candidate_24.py,portal,PEBBLES,pebbles
PEBBLES_M,1,0,10,10.0,11059.0,10,0,-22.0,-137.0,round5_candidate_24.py,portal,PEBBLES,pebbles
PEBBLES_S,17,69,59,7.529411764705882,8681.235294117647,10,0,-5.382352941176471,88.85714285714286,round5_candidate_24.py,portal,PEBBLES,pebbles
PEBBLES_XL,1,10,0,10.0,12062.0,10,0,92.0,271.5,round5_candidate_24.py,portal,PEBBLES,pebbles
PEBBLES_XS,1,10,0,10.0,6866.0,10,0,-21.5,-125.5,round5_candidate_24.py,portal,PEBBLES,pebbles
ROBOT_MOPPING,7,11,4,2.142857142857143,11777.142857142857,10,0,-11.833333333333334,-7.916666666666667,round5_candidate_24.py,portal,ROBOT,unresolved_non_pebbles
SLEEP_POD_COTTON,13,19,13,2.4615384615384617,12341.461538461539,10,0,10.73076923076923,15.923076923076923,round5_candidate_24.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_LAMB_WOOL,10,13,15,2.8,10572.8,9,0,2.2222222222222223,-41.55555555555556,round5_candidate_24.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_NYLON,8,10,13,2.875,9809.25,7,0,21.6875,28.4375,round5_candidate_24.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_POLYESTER,10,15,8,2.3,12901.1,10,0,16.666666666666668,32.166666666666664,round5_candidate_24.py,portal,SLEEP_POD,unresolved_non_pebbles
TRANSLATOR_GRAPHITE_MIST,8,16,6,2.75,11239.5,10,0,27.75,84.75,round5_candidate_24.py,portal,TRANSLATOR,unresolved_non_pebbles
TRANSLATOR_VOID_BLUE,10,13,13,2.6,10736.6,7,0,-26.333333333333332,0.9444444444444444,round5_candidate_24.py,portal,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_ORANGE,4,10,3,3.25,10418.25,10,0,15.333333333333334,23.833333333333332,round5_candidate_24.py,portal,UV_VISOR,unresolved_non_pebbles
MICROCHIP_RECTANGLE,163,153,162,1.9325153374233128,8600.03680981595,16,0,1.861963190184049,-8.865030674846626,round5_candidate_24.py,full,MICROCHIP,unresolved_non_pebbles
PANEL_2X4,194,226,221,2.304123711340206,11237.08762886598,16,0,7.298969072164948,4.896373056994818,round5_candidate_24.py,full,PANEL,unresolved_non_pebbles
PEBBLES_L,34,160,130,8.529411764705882,10427.617647058823,30,0,-17.602941176470587,-25.735294117647058,round5_candidate_24.py,full,PEBBLES,pebbles
PEBBLES_M,45,193,203,8.8,10000.955555555556,20,0,-13.277777777777779,1.6111111111111112,round5_candidate_24.py,full,PEBBLES,pebbles
PEBBLES_S,89,354,384,8.292134831460674,8626.707865168539,30,0,-2.3820224719101124,16.97752808988764,round5_candidate_24.py,full,PEBBLES,pebbles
PEBBLES_XL,59,223,233,7.728813559322034,11395.610169491525,20,0,-14.389830508474576,-14.042372881355933,round5_candidate_24.py,full,PEBBLES,pebbles
PEBBLES_XS,74,294,304,8.08108108108108,8036.027027027027,20,0,-10.66891891891892,-2.222972972972973,round5_candidate_24.py,full,PEBBLES,pebbles
ROBOT_MOPPING,177,207,213,2.3728813559322033,11100.802259887005,24,0,-2.0028248587570623,-0.635593220338983,round5_candidate_24.py,full,ROBOT,unresolved_non_pebbles
SLEEP_POD_COTTON,262,313,301,2.3435114503816794,11499.996183206107,20,0,7.057251908396947,7.85,round5_candidate_24.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_LAMB_WOOL,193,229,224,2.3471502590673574,10670.927461139896,21,0,5.796875,-0.078125,round5_candidate_24.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_NYLON,168,195,190,2.2916666666666665,9616.119047619048,20,0,3.357142857142857,4.868263473053892,round5_candidate_24.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_POLYESTER,254,306,298,2.377952755905512,11975.523622047243,12,0,5.850393700787402,5.498015873015873,round5_candidate_24.py,full,SLEEP_POD,unresolved_non_pebbles
TRANSLATOR_GRAPHITE_MIST,232,264,263,2.271551724137931,10139.284482758621,21,0,1.6120689655172413,5.220779220779221,round5_candidate_24.py,full,TRANSLATOR,unresolved_non_pebbles
TRANSLATOR_VOID_BLUE,237,276,274,2.320675105485232,10875.966244725738,17,0,0.1504237288135593,7.159574468085107,round5_candidate_24.py,full,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_ORANGE,219,270,267,2.452054794520548,10427.917808219177,23,0,7.901826484018265,5.525114155251141,round5_candidate_24.py,full,UV_VISOR,unresolved_non_pebbles
MICROCHIP_SQUARE,11,10,14,2.1818181818181817,15753.0,8,0,34.59090909090909,52.4,round5_candidate_25.py,portal,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,4,0,7,1.75,9440.5,7,0,27.875,32.625,round5_candidate_25.py,portal,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_EVENING_BREATH,11,20,10,2.727272727272727,9380.454545454546,10,0,10.454545454545455,7.7272727272727275,round5_candidate_25.py,portal,OXYGEN_SHAKE,long_horizon_non_pebbles
PEBBLES_L,1,10,0,10.0,11022.0,10,0,-75.0,-95.0,round5_candidate_25.py,portal,PEBBLES,pebbles
PEBBLES_M,1,0,10,10.0,11059.0,10,0,-22.0,-137.0,round5_candidate_25.py,portal,PEBBLES,pebbles
PEBBLES_S,17,69,59,7.529411764705882,8681.235294117647,10,0,-5.382352941176471,88.85714285714286,round5_candidate_25.py,portal,PEBBLES,pebbles
PEBBLES_XL,1,10,0,10.0,12062.0,10,0,92.0,271.5,round5_candidate_25.py,portal,PEBBLES,pebbles
PEBBLES_XS,1,10,0,10.0,6866.0,10,0,-21.5,-125.5,round5_candidate_25.py,portal,PEBBLES,pebbles
ROBOT_IRONING,8,14,8,2.75,7756.5,10,0,15.75,33.25,round5_candidate_25.py,portal,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,7,7,13,2.857142857142857,9090.0,7,0,10.714285714285714,18.928571428571427,round5_candidate_25.py,portal,ROBOT,long_horizon_non_pebbles
SLEEP_POD_COTTON,13,19,13,2.4615384615384617,12341.461538461539,10,0,10.73076923076923,15.923076923076923,round5_candidate_25.py,portal,SLEEP_POD,unresolved_non_pebbles
TRANSLATOR_GRAPHITE_MIST,10,16,6,2.2,11247.2,10,0,10.85,55.75,round5_candidate_25.py,portal,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_AMBER,6,7,8,2.5,7011.166666666667,5,0,5.5,10.5,round5_candidate_25.py,portal,UV_VISOR,long_horizon_non_pebbles
UV_VISOR_ORANGE,3,10,0,3.3333333333333335,10314.666666666666,10,0,15.333333333333334,23.833333333333332,round5_candidate_25.py,portal,UV_VISOR,unresolved_non_pebbles
MICROCHIP_SQUARE,199,185,189,1.879396984924623,13847.085427135678,20,0,11.349246231155778,20.997487437185928,round5_candidate_25.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,185,176,172,1.8810810810810812,9738.340540540541,19,0,2.1972972972972973,-0.1837837837837838,round5_candidate_25.py,full,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_EVENING_BREATH,225,263,250,2.28,9247.666666666666,20,0,6.714285714285714,11.98206278026906,round5_candidate_25.py,full,OXYGEN_SHAKE,long_horizon_non_pebbles
PEBBLES_L,34,160,130,8.529411764705882,10427.617647058823,30,0,-17.602941176470587,-25.735294117647058,round5_candidate_25.py,full,PEBBLES,pebbles
PEBBLES_M,45,193,203,8.8,10000.955555555556,20,0,-13.277777777777779,1.6111111111111112,round5_candidate_25.py,full,PEBBLES,pebbles
PEBBLES_S,89,354,384,8.292134831460674,8626.707865168539,30,0,-2.3820224719101124,16.97752808988764,round5_candidate_25.py,full,PEBBLES,pebbles
PEBBLES_XL,59,223,233,7.728813559322034,11395.610169491525,20,0,-14.389830508474576,-14.042372881355933,round5_candidate_25.py,full,PEBBLES,pebbles
PEBBLES_XS,74,294,304,8.08108108108108,8036.027027027027,20,0,-10.66891891891892,-2.222972972972973,round5_candidate_25.py,full,PEBBLES,pebbles
ROBOT_IRONING,205,228,234,2.2536585365853656,8567.034146341464,18,0,-0.5682926829268292,1.7975609756097561,round5_candidate_25.py,full,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,238,271,281,2.319327731092437,9765.105042016807,16,0,3.764705882352941,5.670886075949367,round5_candidate_25.py,full,ROBOT,long_horizon_non_pebbles
SLEEP_POD_COTTON,269,317,299,2.2899628252788102,11516.82527881041,20,0,5.29182156133829,6.391385767790262,round5_candidate_25.py,full,SLEEP_POD,unresolved_non_pebbles
TRANSLATOR_GRAPHITE_MIST,211,241,240,2.279620853080569,10120.071090047393,21,0,0.981042654028436,2.637440758293839,round5_candidate_25.py,full,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_AMBER,228,279,264,2.3815789473684212,7817.074561403509,21,0,4.63215859030837,10.982378854625551,round5_candidate_25.py,full,UV_VISOR,long_horizon_non_pebbles
UV_VISOR_ORANGE,218,262,259,2.389908256880734,10399.58256880734,23,0,7.114678899082569,6.10091743119266,round5_candidate_25.py,full,UV_VISOR,unresolved_non_pebbles
