product,category,model,from_regime,to_regime,count
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,kmeans3,2,2.0,2
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,kmeans3,0,0.0,3981
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,kmeans3,0,1.0,72
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,kmeans3,0,2.0,74
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,kmeans3,1,0.0,71
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,kmeans3,1,2.0,1
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,kmeans3,2,0.0,74
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,kmeans3,2,2.0,2
MICROCHIP_CIRCLE,MICROCHIP,kmeans3,0,0.0,32
MICROCHIP_CIRCLE,MICROCHIP,kmeans3,0,1.0,299
MICROCHIP_CIRCLE,MICROCHIP,kmeans3,0,2.0,1
MICROCHIP_CIRCLE,MICROCHIP,kmeans3,1,0.0,297
MICROCHIP_CIRCLE,MICROCHIP,kmeans3,1,1.0,3619
MICROCHIP_CIRCLE,MICROCHIP,kmeans3,1,2.0,13
MICROCHIP_CIRCLE,MICROCHIP,kmeans3,2,0.0,2
MICROCHIP_CIRCLE,MICROCHIP,kmeans3,2,1.0,12
MICROCHIP_OVAL,MICROCHIP,kmeans3,0,0.0,3274
MICROCHIP_OVAL,MICROCHIP,kmeans3,0,1.0,438
MICROCHIP_OVAL,MICROCHIP,kmeans3,0,2.0,2
MICROCHIP_OVAL,MICROCHIP,kmeans3,1,0.0,435
MICROCHIP_OVAL,MICROCHIP,kmeans3,1,1.0,120
MICROCHIP_OVAL,MICROCHIP,kmeans3,1,2.0,2
MICROCHIP_OVAL,MICROCHIP,kmeans3,2,0.0,4
MICROCHIP_RECTANGLE,MICROCHIP,kmeans3,0,0.0,68
MICROCHIP_RECTANGLE,MICROCHIP,kmeans3,0,1.0,440
MICROCHIP_RECTANGLE,MICROCHIP,kmeans3,0,2.0,1
MICROCHIP_RECTANGLE,MICROCHIP,kmeans3,1,0.0,441
MICROCHIP_RECTANGLE,MICROCHIP,kmeans3,1,1.0,3308
MICROCHIP_RECTANGLE,MICROCHIP,kmeans3,1,2.0,8
MICROCHIP_RECTANGLE,MICROCHIP,kmeans3,2,0.0,1
MICROCHIP_RECTANGLE,MICROCHIP,kmeans3,2,1.0,8
MICROCHIP_SQUARE,MICROCHIP,kmeans3,0,0.0,4028
MICROCHIP_SQUARE,MICROCHIP,kmeans3,0,1.0,59
MICROCHIP_SQUARE,MICROCHIP,kmeans3,0,2.0,64
MICROCHIP_SQUARE,MICROCHIP,kmeans3,1,0.0,60
MICROCHIP_SQUARE,MICROCHIP,kmeans3,2,0.0,63
MICROCHIP_SQUARE,MICROCHIP,kmeans3,2,1.0,1
MICROCHIP_TRIANGLE,MICROCHIP,kmeans3,0,0.0,3361
MICROCHIP_TRIANGLE,MICROCHIP,kmeans3,0,1.0,182
MICROCHIP_TRIANGLE,MICROCHIP,kmeans3,0,2.0,208
MICROCHIP_TRIANGLE,MICROCHIP,kmeans3,1,0.0,190
MICROCHIP_TRIANGLE,MICROCHIP,kmeans3,1,1.0,38
MICROCHIP_TRIANGLE,MICROCHIP,kmeans3,1,2.0,32
MICROCHIP_TRIANGLE,MICROCHIP,kmeans3,2,0.0,200
MICROCHIP_TRIANGLE,MICROCHIP,kmeans3,2,1.0,40
MICROCHIP_TRIANGLE,MICROCHIP,kmeans3,2,2.0,24
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,kmeans3,0,0.0,3981
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,kmeans3,0,1.0,74
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,kmeans3,0,2.0,72
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,kmeans3,1,0.0,74
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,kmeans3,1,1.0,2
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,kmeans3,2,0.0,71
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,kmeans3,2,1.0,1
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,kmeans3,0,0.0,3981
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,kmeans3,0,1.0,72
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,kmeans3,0,2.0,74
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,kmeans3,1,0.0,71
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,kmeans3,1,2.0,1
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,kmeans3,2,0.0,74
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,kmeans3,2,2.0,2
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,kmeans3,0,0.0,3981
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,kmeans3,0,1.0,72
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,kmeans3,0,2.0,74
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,kmeans3,1,0.0,71
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,kmeans3,1,2.0,1
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,kmeans3,2,0.0,74
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,kmeans3,2,2.0,2
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,kmeans3,0,0.0,3981
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,kmeans3,0,1.0,74
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,kmeans3,0,2.0,72
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,kmeans3,1,0.0,74
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,kmeans3,1,1.0,2
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,kmeans3,2,0.0,71
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,kmeans3,2,1.0,1
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,kmeans3,0,0.0,3981
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,kmeans3,0,1.0,74
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,kmeans3,0,2.0,72
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,kmeans3,1,0.0,74
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,kmeans3,1,1.0,2
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,kmeans3,2,0.0,71
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,kmeans3,2,1.0,1
PANEL_1X2,PANEL,kmeans3,0,0.0,3981
PANEL_1X2,PANEL,kmeans3,0,1.0,74
PANEL_1X2,PANEL,kmeans3,0,2.0,72
PANEL_1X2,PANEL,kmeans3,1,0.0,74
PANEL_1X2,PANEL,kmeans3,1,1.0,2
PANEL_1X2,PANEL,kmeans3,2,0.0,71
PANEL_1X2,PANEL,kmeans3,2,1.0,1
PANEL_1X4,PANEL,kmeans3,0,0.0,3543
PANEL_1X4,PANEL,kmeans3,0,1.0,17
PANEL_1X4,PANEL,kmeans3,0,2.0,325
PANEL_1X4,PANEL,kmeans3,1,0.0,14
PANEL_1X4,PANEL,kmeans3,1,2.0,3
PANEL_1X4,PANEL,kmeans3,2,0.0,327
PANEL_1X4,PANEL,kmeans3,2,2.0,46
PANEL_2X2,PANEL,kmeans3,0,0.0,29
PANEL_2X2,PANEL,kmeans3,0,1.0,223
PANEL_2X2,PANEL,kmeans3,0,2.0,38
PANEL_2X2,PANEL,kmeans3,1,0.0,235
PANEL_2X2,PANEL,kmeans3,1,1.0,3269
PANEL_2X2,PANEL,kmeans3,1,2.0,212
PANEL_2X2,PANEL,kmeans3,2,0.0,27
PANEL_2X2,PANEL,kmeans3,2,1.0,223
PANEL_2X2,PANEL,kmeans3,2,2.0,19
PANEL_2X4,PANEL,kmeans3,0,0.0,2
PANEL_2X4,PANEL,kmeans3,0,1.0,74
PANEL_2X4,PANEL,kmeans3,1,0.0,74
PANEL_2X4,PANEL,kmeans3,1,1.0,3981
PANEL_2X4,PANEL,kmeans3,1,2.0,72
PANEL_2X4,PANEL,kmeans3,2,0.0,1
PANEL_2X4,PANEL,kmeans3,2,1.0,71
PANEL_4X4,PANEL,kmeans3,0,0.0,3638
PANEL_4X4,PANEL,kmeans3,0,1.0,161
PANEL_4X4,PANEL,kmeans3,0,2.0,143
PANEL_4X4,PANEL,kmeans3,1,0.0,158
PANEL_4X4,PANEL,kmeans3,1,1.0,12
PANEL_4X4,PANEL,kmeans3,1,2.0,7
PANEL_4X4,PANEL,kmeans3,2,0.0,145
PANEL_4X4,PANEL,kmeans3,2,1.0,5
PANEL_4X4,PANEL,kmeans3,2,2.0,6
PEBBLES_L,PEBBLES,kmeans3,0,0.0,4024
PEBBLES_L,PEBBLES,kmeans3,0,1.0,66
PEBBLES_L,PEBBLES,kmeans3,0,2.0,58
PEBBLES_L,PEBBLES,kmeans3,1,0.0,66
PEBBLES_L,PEBBLES,kmeans3,1,1.0,1
PEBBLES_L,PEBBLES,kmeans3,1,2.0,1
PEBBLES_L,PEBBLES,kmeans3,2,0.0,58
PEBBLES_L,PEBBLES,kmeans3,2,1.0,1
PEBBLES_M,PEBBLES,kmeans3,0,0.0,4024
PEBBLES_M,PEBBLES,kmeans3,0,1.0,66
PEBBLES_M,PEBBLES,kmeans3,0,2.0,58
PEBBLES_M,PEBBLES,kmeans3,1,0.0,66
PEBBLES_M,PEBBLES,kmeans3,1,1.0,1
PEBBLES_M,PEBBLES,kmeans3,1,2.0,1
PEBBLES_M,PEBBLES,kmeans3,2,0.0,58
PEBBLES_M,PEBBLES,kmeans3,2,1.0,1
PEBBLES_S,PEBBLES,kmeans3,0,0.0,4024
PEBBLES_S,PEBBLES,kmeans3,0,1.0,66
PEBBLES_S,PEBBLES,kmeans3,0,2.0,58
PEBBLES_S,PEBBLES,kmeans3,1,0.0,66
PEBBLES_S,PEBBLES,kmeans3,1,1.0,1
PEBBLES_S,PEBBLES,kmeans3,1,2.0,1
PEBBLES_S,PEBBLES,kmeans3,2,0.0,58
PEBBLES_S,PEBBLES,kmeans3,2,1.0,1
PEBBLES_XL,PEBBLES,kmeans3,0,0.0,4024
PEBBLES_XL,PEBBLES,kmeans3,0,1.0,66
PEBBLES_XL,PEBBLES,kmeans3,0,2.0,58
PEBBLES_XL,PEBBLES,kmeans3,1,0.0,66
PEBBLES_XL,PEBBLES,kmeans3,1,1.0,1
PEBBLES_XL,PEBBLES,kmeans3,1,2.0,1
PEBBLES_XL,PEBBLES,kmeans3,2,0.0,58
PEBBLES_XL,PEBBLES,kmeans3,2,1.0,1
PEBBLES_XS,PEBBLES,kmeans3,0,0.0,17
PEBBLES_XS,PEBBLES,kmeans3,0,1.0,168
PEBBLES_XS,PEBBLES,kmeans3,0,2.0,18
PEBBLES_XS,PEBBLES,kmeans3,1,0.0,164
PEBBLES_XS,PEBBLES,kmeans3,1,1.0,3540
PEBBLES_XS,PEBBLES,kmeans3,1,2.0,168
PEBBLES_XS,PEBBLES,kmeans3,2,0.0,23
PEBBLES_XS,PEBBLES,kmeans3,2,1.0,163
PEBBLES_XS,PEBBLES,kmeans3,2,2.0,14
ROBOT_DISHES,ROBOT,kmeans3,0,0.0,108
ROBOT_DISHES,ROBOT,kmeans3,0,1.0,7
ROBOT_DISHES,ROBOT,kmeans3,0,2.0,408
ROBOT_DISHES,ROBOT,kmeans3,1,0.0,2
ROBOT_DISHES,ROBOT,kmeans3,1,1.0,19
ROBOT_DISHES,ROBOT,kmeans3,1,2.0,178
ROBOT_DISHES,ROBOT,kmeans3,2,0.0,414
ROBOT_DISHES,ROBOT,kmeans3,2,1.0,173
ROBOT_DISHES,ROBOT,kmeans3,2,2.0,2966
ROBOT_IRONING,ROBOT,kmeans3,0,0.0,4009
ROBOT_IRONING,ROBOT,kmeans3,0,1.0,60
ROBOT_IRONING,ROBOT,kmeans3,0,2.0,72
ROBOT_IRONING,ROBOT,kmeans3,1,0.0,59
ROBOT_IRONING,ROBOT,kmeans3,1,2.0,1
ROBOT_IRONING,ROBOT,kmeans3,2,0.0,72
ROBOT_IRONING,ROBOT,kmeans3,2,2.0,2
ROBOT_LAUNDRY,ROBOT,kmeans3,0,0.0,199
ROBOT_LAUNDRY,ROBOT,kmeans3,0,1.0,2
ROBOT_LAUNDRY,ROBOT,kmeans3,0,2.0,675
ROBOT_LAUNDRY,ROBOT,kmeans3,1,0.0,3
ROBOT_LAUNDRY,ROBOT,kmeans3,1,2.0,5
ROBOT_LAUNDRY,ROBOT,kmeans3,2,0.0,674
ROBOT_LAUNDRY,ROBOT,kmeans3,2,1.0,7
ROBOT_LAUNDRY,ROBOT,kmeans3,2,2.0,2710
ROBOT_MOPPING,ROBOT,kmeans3,0,0.0,80
ROBOT_MOPPING,ROBOT,kmeans3,0,1.0,429
ROBOT_MOPPING,ROBOT,kmeans3,0,2.0,2
ROBOT_MOPPING,ROBOT,kmeans3,1,0.0,430
ROBOT_MOPPING,ROBOT,kmeans3,1,1.0,3304
ROBOT_MOPPING,ROBOT,kmeans3,1,2.0,14
ROBOT_MOPPING,ROBOT,kmeans3,2,0.0,1
ROBOT_MOPPING,ROBOT,kmeans3,2,1.0,15
ROBOT_VACUUMING,ROBOT,kmeans3,0,0.0,2840
ROBOT_VACUUMING,ROBOT,kmeans3,0,1.0,11
ROBOT_VACUUMING,ROBOT,kmeans3,0,2.0,615
ROBOT_VACUUMING,ROBOT,kmeans3,1,0.0,11
ROBOT_VACUUMING,ROBOT,kmeans3,1,2.0,2
ROBOT_VACUUMING,ROBOT,kmeans3,2,0.0,616
ROBOT_VACUUMING,ROBOT,kmeans3,2,1.0,2
ROBOT_VACUUMING,ROBOT,kmeans3,2,2.0,178
SLEEP_POD_COTTON,SLEEP_POD,kmeans3,0,0.0,3981
SLEEP_POD_COTTON,SLEEP_POD,kmeans3,0,1.0,72
SLEEP_POD_COTTON,SLEEP_POD,kmeans3,0,2.0,74
SLEEP_POD_COTTON,SLEEP_POD,kmeans3,1,0.0,71
SLEEP_POD_COTTON,SLEEP_POD,kmeans3,1,2.0,1
SLEEP_POD_COTTON,SLEEP_POD,kmeans3,2,0.0,74
SLEEP_POD_COTTON,SLEEP_POD,kmeans3,2,2.0,2
SLEEP_POD_LAMB_WOOL,SLEEP_POD,kmeans3,0,0.0,3975
SLEEP_POD_LAMB_WOOL,SLEEP_POD,kmeans3,0,1.0,76
SLEEP_POD_LAMB_WOOL,SLEEP_POD,kmeans3,0,2.0,73
SLEEP_POD_LAMB_WOOL,SLEEP_POD,kmeans3,1,0.0,76
SLEEP_POD_LAMB_WOOL,SLEEP_POD,kmeans3,1,1.0,2
SLEEP_POD_LAMB_WOOL,SLEEP_POD,kmeans3,2,0.0,72
SLEEP_POD_LAMB_WOOL,SLEEP_POD,kmeans3,2,1.0,1
SLEEP_POD_NYLON,SLEEP_POD,kmeans3,0,0.0,3759
SLEEP_POD_NYLON,SLEEP_POD,kmeans3,0,1.0,229
SLEEP_POD_NYLON,SLEEP_POD,kmeans3,0,2.0,13
SLEEP_POD_NYLON,SLEEP_POD,kmeans3,1,0.0,229
SLEEP_POD_NYLON,SLEEP_POD,kmeans3,1,1.0,32
SLEEP_POD_NYLON,SLEEP_POD,kmeans3,2,0.0,13
SLEEP_POD_POLYESTER,SLEEP_POD,kmeans3,0,0.0,3973
SLEEP_POD_POLYESTER,SLEEP_POD,kmeans3,0,1.0,74
SLEEP_POD_POLYESTER,SLEEP_POD,kmeans3,0,2.0,76
SLEEP_POD_POLYESTER,SLEEP_POD,kmeans3,1,0.0,73
SLEEP_POD_POLYESTER,SLEEP_POD,kmeans3,1,2.0,1
SLEEP_POD_POLYESTER,SLEEP_POD,kmeans3,2,0.0,76
SLEEP_POD_POLYESTER,SLEEP_POD,kmeans3,2,2.0,2
SLEEP_POD_SUEDE,SLEEP_POD,kmeans3,0,0.0,3942
SLEEP_POD_SUEDE,SLEEP_POD,kmeans3,0,1.0,82
SLEEP_POD_SUEDE,SLEEP_POD,kmeans3,0,2.0,83
SLEEP_POD_SUEDE,SLEEP_POD,kmeans3,1,0.0,81
SLEEP_POD_SUEDE,SLEEP_POD,kmeans3,1,1.0,2
SLEEP_POD_SUEDE,SLEEP_POD,kmeans3,1,2.0,1
SLEEP_POD_SUEDE,SLEEP_POD,kmeans3,2,0.0,83
SLEEP_POD_SUEDE,SLEEP_POD,kmeans3,2,1.0,1
SNACKPACK_CHOCOLATE,SNACKPACK,kmeans3,0,0.0,3981
SNACKPACK_CHOCOLATE,SNACKPACK,kmeans3,0,1.0,74
SNACKPACK_CHOCOLATE,SNACKPACK,kmeans3,0,2.0,72
SNACKPACK_CHOCOLATE,SNACKPACK,kmeans3,1,0.0,74
SNACKPACK_CHOCOLATE,SNACKPACK,kmeans3,1,1.0,2
SNACKPACK_CHOCOLATE,SNACKPACK,kmeans3,2,0.0,71
SNACKPACK_CHOCOLATE,SNACKPACK,kmeans3,2,1.0,1
SNACKPACK_PISTACHIO,SNACKPACK,kmeans3,0,0.0,3981
SNACKPACK_PISTACHIO,SNACKPACK,kmeans3,0,1.0,74
SNACKPACK_PISTACHIO,SNACKPACK,kmeans3,0,2.0,72
SNACKPACK_PISTACHIO,SNACKPACK,kmeans3,1,0.0,74
SNACKPACK_PISTACHIO,SNACKPACK,kmeans3,1,1.0,2
SNACKPACK_PISTACHIO,SNACKPACK,kmeans3,2,0.0,71
SNACKPACK_PISTACHIO,SNACKPACK,kmeans3,2,1.0,1
SNACKPACK_RASPBERRY,SNACKPACK,kmeans3,0,0.0,3981
SNACKPACK_RASPBERRY,SNACKPACK,kmeans3,0,1.0,74
SNACKPACK_RASPBERRY,SNACKPACK,kmeans3,0,2.0,72
SNACKPACK_RASPBERRY,SNACKPACK,kmeans3,1,0.0,74
SNACKPACK_RASPBERRY,SNACKPACK,kmeans3,1,1.0,2
SNACKPACK_RASPBERRY,SNACKPACK,kmeans3,2,0.0,71
SNACKPACK_RASPBERRY,SNACKPACK,kmeans3,2,1.0,1
SNACKPACK_STRAWBERRY,SNACKPACK,kmeans3,0,0.0,3981
SNACKPACK_STRAWBERRY,SNACKPACK,kmeans3,0,1.0,74
SNACKPACK_STRAWBERRY,SNACKPACK,kmeans3,0,2.0,72
SNACKPACK_STRAWBERRY,SNACKPACK,kmeans3,1,0.0,74
SNACKPACK_STRAWBERRY,SNACKPACK,kmeans3,1,1.0,2
SNACKPACK_STRAWBERRY,SNACKPACK,kmeans3,2,0.0,71
SNACKPACK_STRAWBERRY,SNACKPACK,kmeans3,2,1.0,1
SNACKPACK_VANILLA,SNACKPACK,kmeans3,0,0.0,3981
SNACKPACK_VANILLA,SNACKPACK,kmeans3,0,1.0,74
SNACKPACK_VANILLA,SNACKPACK,kmeans3,0,2.0,72
SNACKPACK_VANILLA,SNACKPACK,kmeans3,1,0.0,74
SNACKPACK_VANILLA,SNACKPACK,kmeans3,1,1.0,2
SNACKPACK_VANILLA,SNACKPACK,kmeans3,2,0.0,71
SNACKPACK_VANILLA,SNACKPACK,kmeans3,2,1.0,1
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,kmeans3,0,0.0,3233
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,kmeans3,0,1.0,243
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,kmeans3,0,2.0,222
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,kmeans3,1,0.0,244
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,kmeans3,1,1.0,31
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,kmeans3,1,2.0,22
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,kmeans3,2,0.0,220
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,kmeans3,2,1.0,23
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,kmeans3,2,2.0,37
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,kmeans3,0,0.0,3782
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,kmeans3,0,1.0,70
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,kmeans3,0,2.0,171
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,kmeans3,1,0.0,71
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,kmeans3,1,2.0,1
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,kmeans3,2,0.0,169
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,kmeans3,2,1.0,2
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,kmeans3,2,2.0,9
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,kmeans3,0,0.0,3
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,kmeans3,0,1.0,128
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,kmeans3,0,2.0,5
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,kmeans3,1,0.0,126
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,kmeans3,1,1.0,3751
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,kmeans3,1,2.0,127
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,kmeans3,2,0.0,7
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,kmeans3,2,1.0,124
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,kmeans3,2,2.0,4
TRANSLATOR_SPACE_GRAY,TRANSLATOR,kmeans3,0,0.0,3203
TRANSLATOR_SPACE_GRAY,TRANSLATOR,kmeans3,0,1.0,231
TRANSLATOR_SPACE_GRAY,TRANSLATOR,kmeans3,0,2.0,247
TRANSLATOR_SPACE_GRAY,TRANSLATOR,kmeans3,1,0.0,232
TRANSLATOR_SPACE_GRAY,TRANSLATOR,kmeans3,1,1.0,32
TRANSLATOR_SPACE_GRAY,TRANSLATOR,kmeans3,1,2.0,29
TRANSLATOR_SPACE_GRAY,TRANSLATOR,kmeans3,2,0.0,245
TRANSLATOR_SPACE_GRAY,TRANSLATOR,kmeans3,2,1.0,30
TRANSLATOR_SPACE_GRAY,TRANSLATOR,kmeans3,2,2.0,26
TRANSLATOR_VOID_BLUE,TRANSLATOR,kmeans3,0,0.0,3
TRANSLATOR_VOID_BLUE,TRANSLATOR,kmeans3,0,1.0,82
TRANSLATOR_VOID_BLUE,TRANSLATOR,kmeans3,0,2.0,2
TRANSLATOR_VOID_BLUE,TRANSLATOR,kmeans3,1,0.0,82
TRANSLATOR_VOID_BLUE,TRANSLATOR,kmeans3,1,1.0,3938
TRANSLATOR_VOID_BLUE,TRANSLATOR,kmeans3,1,2.0,83
TRANSLATOR_VOID_BLUE,TRANSLATOR,kmeans3,2,0.0,3
TRANSLATOR_VOID_BLUE,TRANSLATOR,kmeans3,2,1.0,82
UV_VISOR_AMBER,UV_VISOR,kmeans3,0,0.0,3975
UV_VISOR_AMBER,UV_VISOR,kmeans3,0,1.0,76
UV_VISOR_AMBER,UV_VISOR,kmeans3,0,2.0,73
UV_VISOR_AMBER,UV_VISOR,kmeans3,1,0.0,76
UV_VISOR_AMBER,UV_VISOR,kmeans3,1,1.0,2
UV_VISOR_AMBER,UV_VISOR,kmeans3,2,0.0,72
UV_VISOR_AMBER,UV_VISOR,kmeans3,2,1.0,1
UV_VISOR_MAGENTA,UV_VISOR,kmeans3,0,0.0,3981
UV_VISOR_MAGENTA,UV_VISOR,kmeans3,0,1.0,74
UV_VISOR_MAGENTA,UV_VISOR,kmeans3,0,2.0,72
UV_VISOR_MAGENTA,UV_VISOR,kmeans3,1,0.0,74
UV_VISOR_MAGENTA,UV_VISOR,kmeans3,1,1.0,2
UV_VISOR_MAGENTA,UV_VISOR,kmeans3,2,0.0,71
UV_VISOR_MAGENTA,UV_VISOR,kmeans3,2,1.0,1
UV_VISOR_ORANGE,UV_VISOR,kmeans3,0,0.0,3981
UV_VISOR_ORANGE,UV_VISOR,kmeans3,0,1.0,72
UV_VISOR_ORANGE,UV_VISOR,kmeans3,0,2.0,74
UV_VISOR_ORANGE,UV_VISOR,kmeans3,1,0.0,71
UV_VISOR_ORANGE,UV_VISOR,kmeans3,1,2.0,1
UV_VISOR_ORANGE,UV_VISOR,kmeans3,2,0.0,74
UV_VISOR_ORANGE,UV_VISOR,kmeans3,2,2.0,2
UV_VISOR_RED,UV_VISOR,kmeans3,0,0.0,3981
UV_VISOR_RED,UV_VISOR,kmeans3,0,1.0,74
UV_VISOR_RED,UV_VISOR,kmeans3,0,2.0,72
