signal,feature,direction,horizon,threshold,cost_mult,train_edge,train_t,train_count,train_active_rate,train_positive_days,train_positive_blocks,train_min_day_edge,train_min_block_edge,train_score,product,category,test_day
past_momentum,past_mid_diff_5,1.0,10,17.0,0.5,-2.258036573628489,-6.093700513453662,10390,0.5202804206309464,0,3,-2.8319242786252525,-6.604508196721311,-3.170629764669526,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_5,1.0,10,42.0,0.5,-2.228848669864806,-2.844717158371326,2293,0.11482223335002503,0,8,-2.2799129804205944,-11.298245614035087,-3.1714524483665167,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2
z_revert,roll_z_500,-1.0,100,1.5,0.5,0.4082165109034268,0.25557735732435843,6420,0.327517600244873,1,12,-3.4610490378646803,-124.7445226917058,-3.2161191313226243,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2
imbalance_follow,top_imbalance,1.0,50,0.0,0.5,-3.6467964824120602,-31.496374942256953,19900,1.0,0,0,-3.6930150753768842,-4.487,-3.6930150753768842,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2
imbalance_follow,top_imbalance,1.0,50,0.0,0.5,-3.6467964824120602,-31.496374942256953,19900,1.0,0,0,-3.6930150753768842,-4.487,-3.6930150753768842,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2
microprice_follow,microprice_edge,1.0,50,0.0,0.5,-3.6467964824120602,-31.496374942256953,19900,1.0,0,0,-3.6930150753768842,-4.487,-3.6930150753768842,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2
imbalance_follow,top_imbalance,1.0,50,0.0,0.5,-3.6467964824120602,-31.496374942256953,19900,1.0,0,0,-3.6930150753768842,-4.487,-3.6930150753768842,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2
imbalance_follow,top_imbalance,1.0,50,0.0,0.5,-3.6467964824120602,-31.496374942256953,19900,1.0,0,0,-3.6930150753768842,-4.487,-3.6930150753768842,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2
microprice_follow,microprice_edge,1.0,50,0.0,0.5,-3.6467964824120602,-31.496374942256953,19900,1.0,0,0,-3.6930150753768842,-4.487,-3.6930150753768842,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_100,1.0,100,194.0,0.5,6.055555555555555,2.260523616861832,1791,0.09137755102040816,2,8,3.13252427184466,-129.26960784313727,2.422222222222222,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_momentum,past_mid_diff_100,1.0,100,194.0,1.0,2.2551647124511445,0.8419139947756819,1791,0.09137755102040816,1,7,-0.9189320388349514,-133.37254901960785,-0.1296243894770509,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_momentum,past_mid_diff_100,1.0,100,153.0,0.5,5.759784075573549,3.1085336543806736,3705,0.18903061224489795,1,9,-3.2277285447761193,-86.316,-0.6358257107680223,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_momentum,past_mid_diff_10,1.0,100,59.0,0.5,0.26962858486130703,0.10383125205363376,2127,0.10753286147623863,1,9,-1.0053648068669527,-31.454761904761906,-0.8840319436793646,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
z_revert,roll_z_50,-1.0,50,2.0,0.5,-0.867251461988304,-0.5317650410943642,2565,0.12901116587868425,0,10,-1.2332280978689818,-29.22107438016529,-1.6668538288631338,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_revert,past_mid_diff_5,-1.0,50,42.0,0.5,-1.0258337247534053,-0.5856282804588301,2129,0.10703871292106586,0,10,-1.2839752906976745,-20.25793650793651,-1.796892153074377,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_revert,past_mid_diff_5,-1.0,50,32.0,0.5,-1.4285545861825042,-1.1466183433804622,4241,0.21322272498743086,0,8,-1.4380214541120382,-15.95,-2.00944328858504,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_revert,past_mid_diff_10,-1.0,50,59.0,0.5,-0.08076203833567087,-0.045972964810817724,2139,0.10759557344064387,1,11,-2.135958904109589,-23.069642857142856,-2.1803780251942078,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
z_revert,roll_z_50,-1.0,50,1.5,0.5,0.933718152866242,0.9041376314676073,6280,0.31586359521174934,1,11,-2.7966601178781927,-31.101671309192202,-2.2831151338017595,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
z_revert,roll_z_25,-1.0,50,1.5,0.5,-0.43536503683858,-0.41591079677716997,5972,0.30037219595614123,1,10,-2.4893724696356276,-15.816558441558442,-2.7070549880549177,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_revert,past_mid_diff_10,-1.0,50,46.0,0.5,0.4880607814761216,0.3909874774898766,4146,0.2085513078470825,1,11,-3.0934622467771637,-20.077479338842974,-2.825028816965297,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_revert,past_mid_diff_5,-1.0,50,23.5,0.5,-1.4194951209164193,-1.4624366047444919,7071,0.3555052790346908,0,7,-2.4331683168316833,-12.460565476190476,-2.92999160915243,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
z_revert,roll_z_25,-1.0,50,1.0,0.5,-0.08657861292665214,-0.11124301085409055,11016,0.5540690071421386,1,9,-3.1207008136094676,-16.074908088235293,-3.159661189426461,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_momentum,past_mid_diff_5,1.0,10,17.0,0.5,-2.9042044558359623,-7.881838530998865,10144,0.5079619429143716,0,3,-2.98782691898788,-11.4945,-3.4234575873632744,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
z_revert,roll_z_50,-1.0,25,0.5,0.5,-1.5485413753654507,-3.3145526627259794,15734,0.789383905277945,0,7,-2.8860993995145012,-18.060921717171716,-3.428088880892409,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
z_revert,roll_z_50,-1.0,10,1.5,0.5,-2.700633412509897,-5.872201336670233,6315,0.316351067027352,0,6,-2.763828800988875,-12.643454038997215,-3.5740188247418443,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
imbalance_follow,top_imbalance,1.0,50,0.0,0.5,-3.3625251256281405,-30.294954348389897,19900,1.0,0,0,-3.6005778894472362,-4.32825,-3.6005778894472362,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
microprice_follow,microprice_edge,1.0,50,0.0,0.5,-3.3625251256281405,-30.294954348389897,19900,1.0,0,0,-3.6005778894472362,-4.32825,-3.6005778894472362,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
microprice_follow,microprice_edge,1.0,50,0.0,0.5,-3.3625251256281405,-30.294954348389897,19900,1.0,0,0,-3.6005778894472362,-4.32825,-3.6005778894472362,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
microprice_follow,microprice_edge,1.0,50,0.0,0.5,-3.3625251256281405,-30.294954348389897,19900,1.0,0,0,-3.6005778894472362,-4.32825,-3.6005778894472362,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
microprice_follow,microprice_edge,1.0,50,0.0,0.5,-3.3625251256281405,-30.294954348389897,19900,1.0,0,0,-3.6005778894472362,-4.32825,-3.6005778894472362,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
imbalance_follow,top_imbalance,1.0,50,0.0,0.5,-3.3625251256281405,-30.294954348389897,19900,1.0,0,0,-3.6005778894472362,-4.32825,-3.6005778894472362,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
imbalance_follow,top_imbalance,1.0,50,0.0,0.5,-3.3625251256281405,-30.294954348389897,19900,1.0,0,0,-3.6005778894472362,-4.32825,-3.6005778894472362,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
imbalance_follow,top_imbalance,1.0,50,0.0,0.5,-3.3625251256281405,-30.294954348389897,19900,1.0,0,0,-3.6005778894472362,-4.32825,-3.6005778894472362,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
z_revert,roll_z_50,-1.0,10,0.5,0.5,-2.940664255805101,-10.063147923774519,15762,0.789600240456868,0,4,-3.0489267676767677,-9.10763888888889,-3.637059618837788,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3
past_momentum,past_mid_diff_25,1.0,100,95.5,0.5,16.02919254658385,5.864758255311352,1610,0.08151898734177215,2,12,4.1332,-50.25255102040816,9.61751552795031,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_50,1.0,100,136.5,0.5,13.163456090651557,5.2347801656390835,1765,0.08959390862944162,2,12,4.112107623318385,-76.4683908045977,7.8980736543909345,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_25,1.0,100,95.5,1.0,12.530745341614907,4.584537574859262,1610,0.08151898734177215,2,10,0.7088,-53.857142857142854,6.265372670807453,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_50,1.0,100,136.5,1.0,9.663739376770538,3.8429580012870463,1765,0.08959390862944162,2,12,0.6576980568011959,-80.17241379310344,5.798243626062323,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_100,1.0,100,79.0,0.5,8.612161310649023,7.438835573365868,9522,0.48581632653061224,2,13,1.7554737453981786,-33.776672694394215,5.597904851921865,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_25,1.0,100,74.0,0.5,7.547474747474747,3.959686989947068,3465,0.17544303797468355,2,13,2.746648793565684,-45.561004784689,4.905858585858586,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_50,1.0,100,105.0,0.5,8.811682892906815,4.96809278088781,3595,0.18248730964467005,2,11,5.610580092287409,-58.389462809917354,4.846425591098749,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_25,1.0,25,95.5,0.5,6.818681318681318,4.853048219831666,1638,0.08231155778894472,2,13,2.8751980982567353,-36.94021739130435,4.432142857142857,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_100,1.0,100,194.0,0.5,8.691937259218491,3.2367820906611584,1817,0.09270408163265306,2,10,7.740767045454546,-121.8125,4.345968629609246,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_25,1.0,50,95.5,0.5,9.256134969325153,4.689126991939988,1630,0.08211586901763224,2,9,1.4732,-21.81377551020408,4.165260736196319,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_100,1.0,100,153.0,0.5,7.668543956043956,4.186735612048585,3640,0.18571428571428572,1,11,-0.1667869167869168,-61.81216216216216,4.050912259037259,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_50,1.0,50,136.5,0.5,6.518245125348189,3.8354601318570847,1795,0.09065656565656566,2,11,4.543348281016442,-51.089080459770116,3.5850348189415038,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_25,1.0,50,74.0,0.5,5.463426853707415,3.9557988247795506,3493,0.1759697732997481,2,13,0.6397598398932621,-29.20266990291262,3.55122745490982,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_100,1.0,100,110.0,0.5,7.182048915551453,5.18043021044314,6501,0.33168367346938776,1,12,-0.9942064133656696,-58.574812967581046,3.315022935965202,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_50,1.0,100,76.5,0.5,6.306713863388828,4.639819639738177,6427,0.326243654822335,2,10,1.7625889046941678,-41.703216374269005,3.153356931694414,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_50,1.0,25,136.5,0.5,5.510555555555555,4.541571296200283,1800,0.0906801007556675,2,11,3.0829596412556053,-40.817460317460316,3.0308055555555553,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_25,1.0,100,54.0,0.5,4.1473269950124685,2.998602981724235,6416,0.3248607594936709,2,14,3.470836087243886,-40.36554054054054,2.903128896508728,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_10,1.0,100,46.0,0.5,4.26443401592719,2.236023543499519,3516,0.17775530839231546,2,13,3.5324615384615385,-37.347133757961785,2.7718821103526734,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_50,1.0,100,105.0,1.0,5.32990264255911,3.0051021978538124,3595,0.18248730964467005,2,10,2.1855636123928806,-61.921487603305785,2.664951321279555,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_100,1.0,100,194.0,1.0,5.189323059988993,1.9327144214119285,1817,0.09270408163265306,2,10,4.207859848484849,-125.3125,2.5946615299944966,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_10,1.0,100,59.0,0.5,4.709071472205253,1.6946303814297672,1637,0.08276036400404449,2,10,2.7146776406035666,-38.43636363636364,2.3545357361026267,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_50,1.0,25,105.0,0.5,3.8454046639231825,4.34469415556561,3645,0.1836272040302267,1,13,-0.1512508229098091,-30.775510204081634,2.3482622086402594,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_100,1.0,50,79.0,0.5,3.6692050907573543,4.572686992925822,9586,0.4865989847715736,2,12,1.647313691507799,-39.73048780487805,2.2015230544544124,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_25,1.0,25,74.0,0.5,3.6136363636363638,3.8077262153975977,3509,0.17633165829145728,2,12,0.5546148738379814,-22.48761261261261,2.1681818181818184,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_100,1.0,50,110.0,0.5,3.138668295662798,3.262438310266434,6548,0.33238578680203046,2,13,1.537265415549598,-59.88173076923077,2.0401343921808186,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4
past_momentum,past_mid_diff_25,1.0,50,65.0,0.5,5.988510487862362,5.405049284027696,4243,0.21375314861460956,2,12,1.9603936629860779,-44.72727272727273,3.5931062927174167,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_50,1.0,50,93.0,0.5,5.0062953720508165,4.563952279329335,4408,0.22262626262626262,2,12,3.0660766246362754,-39.226190476190474,3.00377722323049,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_50,1.0,50,67.0,0.5,5.413733333333333,6.221610871469298,7500,0.3787878787878788,2,11,0.866390041493776,-42.4251012145749,2.9775533333333333,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_25,1.0,50,47.0,0.5,5.1724648663543675,5.9078468406375135,7258,0.36564231738035263,2,11,2.3032240133407447,-37.74196428571429,2.8448556764949022,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_25,1.0,50,83.5,0.5,5.376031164069661,3.65090256668002,2182,0.10992443324937028,2,9,0.538111217641419,-47.70075757575758,2.4192140238313473,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_25,1.0,50,34.5,0.5,3.9397147369460073,5.276272898888924,10131,0.5103778337531486,2,12,0.4345108156380234,-31.56651376146789,2.3638288421676044,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_50,1.0,50,48.0,0.5,4.605935029055921,6.236769966124219,10497,0.5301515151515152,1,11,-0.4510365251727542,-37.04830287206266,2.082227740808002,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_25,1.0,100,47.0,0.5,5.006755820399113,3.856414643996324,7216,0.3653670886075949,2,8,0.38816155988857937,-21.81365740740741,2.0027023281596454,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
z_revert,roll_z_250,-1.0,100,0.5,0.5,3.382838283828383,3.877053708657351,15453,0.7843366155720232,2,11,1.5533884191647451,-45.43490783410138,1.8605610561056107,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_50,1.0,25,93.0,0.5,2.5338512134270808,3.3890195001912775,4409,0.22211586901763225,1,13,-0.029704170708050436,-23.8015873015873,1.6172991180195522,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
z_revert,roll_z_250,-1.0,100,0.75,0.5,3.22671815536154,3.4723759572236546,13401,0.6801847528169729,1,10,-0.6427832767026148,-44.1259328358209,0.9705758009781552,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
z_revert,roll_z_500,-1.0,100,1.0,0.5,2.2443251803624844,2.2945781895793584,11366,0.5798387919600041,1,12,-0.3893884892086331,-49.2836859688196,0.9572066190088576,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_50,1.0,25,67.0,0.5,2.5004328716036226,4.183286030713387,7508,0.3782367758186398,1,11,-0.44066390041493775,-25.24493927125506,0.9345741789670547,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_50,1.0,50,120.0,0.5,2.30382096069869,1.6175774720517095,2290,0.11565656565656565,1,11,-0.3870899915895711,-43.49346405228758,0.8800115367947083,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_50,1.0,50,93.0,1.0,1.7208484573502723,1.56896042261177,4408,0.22262626262626262,1,11,-0.1944713870029098,-42.51190476190476,0.75199526453974,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
z_revert,roll_z_500,-1.0,100,0.75,0.5,1.1462008637727839,1.271935223594901,13661,0.6969186817671666,2,12,1.0554468853445682,-50.23497409326425,0.6877205182636703,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_25,1.0,25,47.0,0.5,1.4503651143565721,2.3731411747101085,7258,0.3647236180904523,1,12,-0.22387437465258478,-15.440088757396449,0.6463446939613585,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_10,1.0,50,53.0,0.5,3.1506769374416432,2.0600417549554444,2142,0.10774647887323943,1,8,-0.9826024785510009,-15.881147540983607,0.2776682964256564,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_50,1.0,25,48.0,0.5,1.7884981440944132,3.5192262348614753,10507,0.5293198992443325,1,10,-0.6386969397828233,-22.348563968668408,0.2555521322643832,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_25,1.0,50,47.0,1.0,1.8858500964453018,2.153951690620258,7258,0.36564231738035263,1,11,-0.952473596442468,-41.06071428571428,0.08474395660244816,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_50,1.0,25,120.0,0.5,0.360589519650655,0.37223978602063384,2290,0.11536523929471033,1,11,-0.11989100817438691,-28.0327868852459,0.07843322763347332,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_25,1.0,50,65.0,1.0,2.6989158614188073,2.435895849836913,4243,0.21375314861460956,1,10,-1.3058089294287085,-48.04545454545455,0.043649001280695154,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_5,1.0,50,37.5,0.5,2.978883495145631,1.7768699149698397,2060,0.1035696329813977,1,9,-1.4057040082219938,-20.07191780821918,-0.06520643540645987,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_25,1.0,25,34.5,0.5,0.8707934471528669,1.6712798555775823,10133,0.5091959798994975,1,11,-0.8444753025193414,-16.67283950617284,-0.36553890658526467,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_momentum,past_mid_diff_25,1.0,25,83.5,0.5,0.7962878093492209,0.7426675066881459,2182,0.10964824120603014,1,10,-1.0313998082454459,-23.243589743589745,-0.6332559035708354,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2
past_revert,past_mid_diff_100,-1.0,100,133.5,0.5,16.15129749768304,9.764473543243943,3237,0.1651530612244898,2,15,13.880213505461768,-25.60241935483871,12.11347312326228,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3
past_revert,past_mid_diff_100,-1.0,100,171.5,0.5,14.669973544973544,6.192988733590961,1512,0.07714285714285714,2,15,5.516175071360609,-35.0015625,11.002480158730158,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3
z_revert,roll_z_500,-1.0,100,1.5,0.5,12.902974010116868,10.451144568284711,5733,0.2924701561065197,2,15,11.641364225534673,-45.20335429769392,9.67723050758765,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3
past_revert,past_mid_diff_100,-1.0,100,71.5,0.5,13.482539682539683,13.479074681228598,9135,0.4660714285714286,2,14,11.381521739130434,-34.956191588785046,9.437777777777779,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3
past_revert,past_mid_diff_100,-1.0,100,133.5,1.0,12.901915353722583,7.7988354123641175,3237,0.1651530612244898,2,14,10.614945382323734,-28.84032258064516,9.031340747605807,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3
z_revert,roll_z_500,-1.0,100,1.0,0.5,11.126077191052438,12.379696459920382,10908,0.5564738292011019,2,15,4.766448501550121,-49.848765432098766,8.344557893289329,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3
past_revert,past_mid_diff_100,-1.0,100,171.5,1.0,11.404761904761905,4.813511649864746,1512,0.07714285714285714,2,14,2.2331113225499526,-38.275,7.983333333333334,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3
past_revert,past_mid_diff_100,-1.0,100,98.0,0.5,13.01594616639478,10.731879579479727,6130,0.3127551020408163,2,12,12.829555621831195,-32.72210743801653,7.809567699836867,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3
z_revert,roll_z_500,-1.0,100,1.5,1.0,9.661608233036805,7.825456402453889,5733,0.2924701561065197,2,15,8.404731043421906,-48.40670859538784,7.246206174777603,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3
