product,category,horizon,split,model,feature,importance
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,d23_to_d4,ridge,past_mid_diff_10,0.2283237572809214
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,d23_to_d4,ridge,roll_z_50,-0.1372500041623441
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,d23_to_d4,ridge,roll_z_250,0.20878406332302443
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,d23_to_d4,ridge,roll_std_50,-0.11253056490023007
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,d23_to_d4,ridge,quote_update,0.1192271797769605
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,spread,0.4994343428690213
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,bid_volume_1,0.14719813494459144
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,ask_abs_volume_1,-1.6785822166168596
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,total_bid_volume,-0.18859049304970457
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,total_ask_volume,0.9681001758058883
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,top_imbalance,-0.40932613353030756
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,multi_imbalance,0.13304830636920292
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,microprice_edge,1.0093642548255923
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,weighted_mid,-1.4235318090877234
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,mid_diff_1,0.5661073348625787
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,past_mid_diff_5,0.15748507277778756
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,past_mid_diff_10,0.04376899892489325
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,roll_z_50,-0.9515375771885479
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,roll_z_250,1.1541311496731474
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,roll_std_50,0.6440119206544648
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d3,ridge,quote_update,0.22501794958583285
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,spread,0.4994343428690213
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,bid_volume_1,0.14719813494459144
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,ask_abs_volume_1,-1.6785822166168596
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,total_bid_volume,-0.18859049304970457
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,total_ask_volume,0.9681001758058883
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,top_imbalance,-0.40932613353030756
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,multi_imbalance,0.13304830636920292
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,microprice_edge,1.0093642548255923
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,weighted_mid,-1.4235318090877234
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,mid_diff_1,0.5661073348625787
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,past_mid_diff_5,0.15748507277778756
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,past_mid_diff_10,0.04376899892489325
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,roll_z_50,-0.9515375771885479
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,roll_z_250,1.1541311496731474
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,roll_std_50,0.6440119206544648
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d2_to_d4,ridge,quote_update,0.22501794958583285
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,spread,0.5126684181185258
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,bid_volume_1,0.9725632680245124
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,ask_abs_volume_1,-2.0350097717396105
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,total_bid_volume,0.12684680859225647
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,total_ask_volume,0.526927911266808
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,top_imbalance,-0.5920539629789153
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,multi_imbalance,-0.19855109024406753
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,microprice_edge,-0.03639166321973819
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,weighted_mid,-0.9677294256665839
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,mid_diff_1,0.12043144853533803
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,past_mid_diff_5,-0.47092342692416655
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,past_mid_diff_10,0.7304496064271545
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,roll_z_50,-0.16298574349834752
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,roll_z_250,0.9218704451083375
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,roll_std_50,0.18053398550099023
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,d23_to_d4,ridge,quote_update,0.28345070503112296
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,spread,0.03263882926963873
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,bid_volume_1,-4.363702363843639
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,ask_abs_volume_1,3.801589192899245
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,total_bid_volume,-1.34734117078693
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,total_ask_volume,0.8252728245604041
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,top_imbalance,-0.016152290004932835
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,multi_imbalance,0.29992874116397
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,microprice_edge,3.5859314665035567
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,weighted_mid,-2.2246726130025687
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,mid_diff_1,0.8323805109240539
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,past_mid_diff_5,-0.24520178816247
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,past_mid_diff_10,-0.06085870042494343
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,roll_z_50,-2.5447167225217964
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,roll_z_250,3.2417108182664545
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,roll_std_50,0.18407913300388273
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d3,ridge,quote_update,0.6794754468876588
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,spread,0.03263882926963873
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,bid_volume_1,-4.363702363843639
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,ask_abs_volume_1,3.801589192899245
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,total_bid_volume,-1.34734117078693
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,total_ask_volume,0.8252728245604041
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,top_imbalance,-0.016152290004932835
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,multi_imbalance,0.29992874116397
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,microprice_edge,3.5859314665035567
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,weighted_mid,-2.2246726130025687
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,mid_diff_1,0.8323805109240539
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,past_mid_diff_5,-0.24520178816247
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,past_mid_diff_10,-0.06085870042494343
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,roll_z_50,-2.5447167225217964
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,roll_z_250,3.2417108182664545
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,roll_std_50,0.18407913300388273
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d2_to_d4,ridge,quote_update,0.6794754468876588
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,spread,0.7602015636387294
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,bid_volume_1,0.05506561196371297
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,ask_abs_volume_1,-0.8820322799211558
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,total_bid_volume,-1.4379095641500312
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,total_ask_volume,1.9183861296993605
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,top_imbalance,0.4850234964879449
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,multi_imbalance,-0.07476159900926835
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,microprice_edge,-0.1587104985204169
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,weighted_mid,-2.767909412539524
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,mid_diff_1,-0.3721971395464775
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,past_mid_diff_5,-0.3778986309738826
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,past_mid_diff_10,1.6661259525055627
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,roll_z_50,-1.3008065493334244
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,roll_z_250,1.90405669141542
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,roll_std_50,-0.655658651680991
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,d23_to_d4,ridge,quote_update,-0.015383810893553168
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,spread,0.005279043855870651
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,bid_volume_1,0.012979169232937541
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,ask_abs_volume_1,0.01755049269865508
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,total_bid_volume,0.05418062502038105
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,total_ask_volume,0.023679206292929026
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,top_imbalance,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,multi_imbalance,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,microprice_edge,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,weighted_mid,0.18879560446577195
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,mid_diff_1,0.09901355581455544
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,past_mid_diff_5,0.10538010792282779
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,past_mid_diff_10,0.061975440949842905
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,roll_z_50,0.14079103145818936
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,roll_z_250,0.16829465988084577
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,roll_std_50,0.12208106240719353
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,all_sample,random_forest_depth5,quote_update,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,spread,-0.6719751657853248
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,bid_volume_1,3.0873312494942278
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,ask_abs_volume_1,-3.2873686728844884
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,total_bid_volume,-0.4377038736832335
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,total_ask_volume,-0.5811584862314725
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,top_imbalance,5.519140483645363
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,multi_imbalance,-0.8269092160902398
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,microprice_edge,-9.484285038379715
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,weighted_mid,-3.6406619499581283
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,mid_diff_1,0.7722699597131831
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,past_mid_diff_5,-1.4801542017924418
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,past_mid_diff_10,1.974140202082661
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,roll_z_50,-7.280282393516522
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,roll_z_250,7.734394398159052
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,roll_std_50,2.7423462918174395
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d3,ridge,quote_update,-0.5723626026282733
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,spread,-0.6719751657853248
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,bid_volume_1,3.0873312494942278
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,ask_abs_volume_1,-3.2873686728844884
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,total_bid_volume,-0.4377038736832335
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,total_ask_volume,-0.5811584862314725
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,top_imbalance,5.519140483645363
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,multi_imbalance,-0.8269092160902398
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,microprice_edge,-9.484285038379715
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,weighted_mid,-3.6406619499581283
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,mid_diff_1,0.7722699597131831
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,past_mid_diff_5,-1.4801542017924418
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,past_mid_diff_10,1.974140202082661
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,roll_z_50,-7.280282393516522
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,roll_z_250,7.734394398159052
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,roll_std_50,2.7423462918174395
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d2_to_d4,ridge,quote_update,-0.5723626026282733
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,spread,-0.8727808192515729
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,bid_volume_1,1.2297293932254345
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,ask_abs_volume_1,-0.4286701844261764
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,total_bid_volume,-1.0828376289617383
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,total_ask_volume,-0.8597550472131175
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,top_imbalance,4.562390379461132
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,multi_imbalance,-2.306313277213847
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,microprice_edge,-8.40540287879136
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,weighted_mid,-3.418772947292197
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,mid_diff_1,0.3866535405737519
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,past_mid_diff_5,-1.3532663144854469
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,past_mid_diff_10,3.3410032557179887
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,roll_z_50,-3.4239452731551254
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,roll_z_250,4.361145237980426
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,roll_std_50,-0.6317938492508858
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,d23_to_d4,ridge,quote_update,0.01750998914589899
