product,category,test_day,signal,feature,horizon,threshold,cost_mult,direction,train_edge,train_score,train_positive_blocks,test_edge,test_t,test_count,test_active_rate,test_positive_blocks,test_min_block_edge
MICROCHIP_CIRCLE,MICROCHIP,3,past_revert,past_mid_diff_10,100,48.0,0.5,-1.0,6.2863550519357885,4.0861307837582626,13,-2.4962243797195254,-0.8763784305323007,927,0.09373104145601618,7,-60.1474358974359
MICROCHIP_CIRCLE,MICROCHIP,4,z_revert,roll_z_50,100,2.0,0.5,-1.0,5.460815047021944,3.8225705329153605,14,1.602229054573405,0.5650229488823616,1301,0.13153371752097867,12,-74.8070652173913
MICROCHIP_OVAL,MICROCHIP,2,past_revert,past_mid_diff_50,100,143.5,0.5,-1.0,14.047706422018349,9.833394495412843,14,8.093821949347658,2.571477063873557,1303,0.13228426395939086,13,-77.98228346456693
MICROCHIP_OVAL,MICROCHIP,3,past_revert,past_mid_diff_100,50,204.0,0.5,-1.0,13.816069057104913,9.67124833997344,14,2.0322033898305083,1.0124261423006309,1475,0.14974619289340102,11,-66.4683908045977
MICROCHIP_OVAL,MICROCHIP,4,past_revert,past_mid_diff_50,100,143.5,0.5,-1.0,11.814710308502633,7.0888261851015795,12,7.538392857142857,1.602995477399379,280,0.028426395939086295,9,-78.84375
MICROCHIP_RECTANGLE,MICROCHIP,2,z_revert,roll_z_250,50,2.0,0.5,-1.0,12.999915397631133,9.099940778341793,14,5.7578347578347575,2.4091688517075367,1404,0.1418038581961418,12,-71.98355263157895
MICROCHIP_RECTANGLE,MICROCHIP,3,past_revert,past_mid_diff_100,100,209.0,0.5,-1.0,13.64903381642512,8.871871980676328,13,-6.846342794759825,-1.7097411888568836,916,0.09346938775510204,12,-150.14716312056737
MICROCHIP_RECTANGLE,MICROCHIP,4,z_revert,roll_z_250,100,2.0,0.5,-1.0,23.962644717800288,16.7738513024602,14,-1.9649811557788945,-0.750704942918346,1592,0.161607958582885,12,-116.88809523809523
MICROCHIP_SQUARE,MICROCHIP,2,z_revert,roll_z_250,100,2.0,0.5,-1.0,20.82378472222222,14.576649305555554,14,-6.2939302481556005,-1.2861746287447897,1491,0.15135519236625725,12,-249.10714285714286
MICROCHIP_SQUARE,MICROCHIP,3,past_momentum,past_mid_diff_100,50,341.5,0.5,1.0,20.441116405718176,12.264669843430905,12,-10.772245037645447,-2.597667883034812,1461,0.1483248730964467,11,-165.20045045045046
MICROCHIP_SQUARE,MICROCHIP,4,past_momentum,past_mid_diff_50,50,135.0,0.5,1.0,7.550937031484258,4.240713054601928,12,-3.0512769353551477,-1.2212793034419875,3759,0.3796969696969697,9,-85.79323308270676
MICROCHIP_TRIANGLE,MICROCHIP,2,past_momentum,past_mid_diff_25,50,92.0,0.5,1.0,10.116724506139883,3.7510932491968196,11,-9.830274214949137,-4.616525093568581,2261,0.22780856423173804,6,-52.21
MICROCHIP_TRIANGLE,MICROCHIP,3,past_revert,past_mid_diff_100,100,238.0,0.5,-1.0,30.476355611601512,21.333448928121058,14,-29.407923299565848,-6.871196821726866,1382,0.1410204081632653,6,-98.85915492957747
MICROCHIP_TRIANGLE,MICROCHIP,4,past_momentum,past_mid_diff_50,50,94.5,0.5,1.0,5.091934200053064,2.51567559738143,13,-6.878151986183075,-4.106072305090418,2895,0.2924242424242424,6,-60.89093959731544
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,2,past_revert,past_mid_diff_100,100,156.0,0.5,-1.0,13.064335290977041,6.532167645488521,10,36.98973214285714,12.721215733116596,1120,0.11428571428571428,12,-102.45121951219512
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,3,past_revert,past_mid_diff_100,100,156.0,0.5,-1.0,19.337626494940203,10.635694572217112,11,29.13064713064713,10.649270277018227,819,0.08357142857142857,12,-112.05
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,4,z_revert,roll_z_500,100,2.0,0.5,-1.0,30.338463027487418,24.270770421989933,16,-10.187792642140469,-4.160778179634072,1495,0.1525354555657586,10,-119.85
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,2,past_momentum,past_mid_diff_25,100,80.0,0.5,1.0,9.137323943661972,4.764350415469919,11,-13.65521327014218,-5.113234925271813,1266,0.12820253164556963,6,-79.68055555555556
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,3,z_revert,roll_z_500,100,1.0,0.5,-1.0,6.595602158682068,4.6169215110774475,14,-4.600805729632945,-3.9641870315095287,5585,0.5698398122640547,9,-71.68942731277534
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,4,past_revert,past_mid_diff_10,50,50.0,0.5,-1.0,6.413388324873097,4.489371827411167,14,-6.5256991685563115,-3.419834369425264,1323,0.13309859154929576,9,-63.69387755102041
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,2,past_momentum,past_mid_diff_50,50,141.0,0.5,1.0,12.742458352093651,6.371229176046826,10,-2.508732212160414,-0.8519307465410202,773,0.07808080808080808,12,-101.0
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,3,past_momentum,past_mid_diff_50,100,141.0,0.5,1.0,14.450211366838891,7.225105683419446,10,-3.2403395784543325,-0.754005642661843,854,0.0867005076142132,7,-134.27941176470588
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,4,past_revert,past_mid_diff_100,100,201.5,0.5,-1.0,7.1714659685863875,3.2271596858638745,9,-12.647806406685238,-3.4288719802083443,1436,0.14653061224489797,11,-275.15384615384613
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,2,past_momentum,past_mid_diff_10,50,52.0,0.5,1.0,1.4684490623416118,0.7342245311708059,10,6.22137216189536,2.844481697576322,1013,0.10191146881287726,11,-36.45108695652174
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,3,past_momentum,past_mid_diff_100,100,170.5,0.5,1.0,18.705977182539684,9.352988591269842,10,-32.27988565488565,-8.887636070997106,962,0.09816326530612245,4,-160.86363636363637
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,4,z_revert,roll_z_500,100,2.0,0.5,-1.0,19.05307315233786,12.073642200632499,14,-28.908458864426418,-12.27550090558884,1726,0.17610447913478217,9,-139.93844221105527
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,2,past_revert,past_mid_diff_100,50,157.0,0.5,-1.0,12.706423401688781,9.529817551266586,15,-3.0227981293842556,-1.9442042594101345,1283,0.13025380710659898,12,-33.21153846153846
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,3,past_revert,past_mid_diff_100,100,121.0,0.5,-1.0,8.445951417004048,5.489868421052631,13,-6.058756287151349,-3.059884595724492,2187,0.22316326530612246,11,-95.53311965811966
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,4,z_revert,roll_z_50,100,2.0,0.5,-1.0,6.312879362670714,2.967344899301568,13,3.3887306753458097,1.4329146082287356,1229,0.12425437266201597,13,-62.49367088607595
PANEL_1X2,PANEL,2,z_revert,roll_z_250,100,2.0,0.5,-1.0,8.953474372205022,5.819758341933264,13,-0.01593689632968448,-0.005407317642747801,1553,0.1576489696477515,12,-105.69911504424779
PANEL_1X2,PANEL,3,z_revert,roll_z_250,100,2.0,0.5,-1.0,4.834836339345357,2.643223090310262,11,7.863233287858117,3.9766998590774647,1466,0.14881737894629987,9,-69.73722627737226
PANEL_1X2,PANEL,4,z_revert,roll_z_250,100,2.0,0.5,-1.0,3.8101192447830408,2.27013465054014,12,10.06263011797363,4.506467313630937,1441,0.1462795655263425,12,-60.13157894736842
PANEL_1X4,PANEL,2,past_momentum,past_mid_diff_100,100,93.0,0.5,1.0,23.744917027956348,16.621441919569442,14,7.310894836442282,3.6420852571244624,3699,0.3774489795918367,11,-101.87147335423198
PANEL_1X4,PANEL,3,past_momentum,past_mid_diff_25,100,77.0,0.5,1.0,15.111496913580247,8.311323302469136,11,18.291889483065955,6.455440848377505,1122,0.11362025316455696,10,-58.27205882352941
PANEL_1X4,PANEL,4,past_momentum,past_mid_diff_100,100,168.0,0.5,1.0,27.129049445865302,17.633882139812446,13,-5.273771790808241,-1.6946439817113867,631,0.06438775510204081,8,-82.66666666666667
PANEL_2X2,PANEL,2,past_revert,past_mid_diff_50,50,112.0,0.5,-1.0,7.181044109436069,4.667678671133445,13,1.690132122213047,0.7579750506262304,1211,0.12232323232323232,9,-56.317129629629626
PANEL_2X2,PANEL,3,past_revert,past_mid_diff_100,100,155.0,0.5,-1.0,9.009219422249538,5.4055316533497235,12,-8.754592211609111,-2.9654871760657877,1361,0.13887755102040816,13,-141.24734042553192
PANEL_2X2,PANEL,4,z_revert,roll_z_500,100,1.0,0.5,-1.0,6.4635237275162645,3.8781142365097585,12,-0.24031543995572774,-0.22896146237957052,5421,0.5531068258340985,12,-66.85677749360613
PANEL_2X4,PANEL,2,z_revert,roll_z_500,100,2.0,0.5,-1.0,18.231102507374633,11.850216629793511,13,-24.74547803617571,-7.917376811689142,1548,0.15794306703397612,10,-147.65845070422534
PANEL_2X4,PANEL,3,past_momentum,past_mid_diff_50,100,131.5,0.5,1.0,23.536513859275054,14.121908315565031,12,-8.319051959890611,-2.455033329302282,1097,0.11137055837563452,6,-113.15277777777777
PANEL_2X4,PANEL,4,z_revert,roll_z_500,100,0.5,0.5,-1.0,8.303261450126852,5.893962565453017,15,-7.964449980835569,-6.225883484021393,7827,0.7985919804101622,10,-69.09324758842443
PANEL_4X4,PANEL,2,past_revert,past_mid_diff_100,100,167.0,0.5,-1.0,10.037091121495328,6.524109228971963,13,9.253297129557797,3.291626669082443,1289,0.13153061224489795,11,-111.22151898734177
PANEL_4X4,PANEL,3,past_revert,past_mid_diff_100,100,167.0,0.5,-1.0,10.039720695970695,6.5258184523809515,13,8.79345165238678,2.4745973337459253,817,0.08336734693877551,14,-107.29814814814814
PANEL_4X4,PANEL,4,z_revert,roll_z_500,100,1.5,0.5,-1.0,9.948138085344414,6.466289755473869,13,-3.692962962962963,-2.176889773166282,3375,0.3443526170798898,11,-55.480232558139534
PEBBLES_L,PEBBLES,2,past_momentum,past_mid_diff_50,100,170.0,0.5,1.0,19.164535490605427,11.498721294363255,12,13.0075,3.0986590654602035,1100,0.1116751269035533,13,-136.28571428571428
PEBBLES_L,PEBBLES,3,past_momentum,past_mid_diff_100,100,237.0,0.5,1.0,11.788374433819829,7.357572851773272,13,40.23382204246714,7.850595857335642,989,0.10091836734693878,8,-200.65540540540542
PEBBLES_L,PEBBLES,4,past_momentum,past_mid_diff_50,100,170.0,0.5,1.0,24.806969846762236,14.884181908057343,12,0.8489425981873112,0.17342771825682637,993,0.10081218274111675,9,-151.4659090909091
PEBBLES_M,PEBBLES,2,past_revert,past_mid_diff_100,100,241.5,0.5,-1.0,27.907794192562406,20.930845644421805,15,-15.282242063492063,-3.161021266751197,1008,0.10285714285714286,9,-144.4375
PEBBLES_M,PEBBLES,3,z_revert,roll_z_500,100,2.0,0.5,-1.0,20.91593886462882,14.641157205240173,14,33.58339298496779,9.264680547301886,1397,0.1425364758698092,13,-200.1755319148936
PEBBLES_M,PEBBLES,4,z_revert,roll_z_500,100,2.0,0.5,-1.0,32.20553089791738,22.543871628542163,14,10.278719723183391,3.0203840318138577,1445,0.1474339353127232,14,-112.9314024390244
PEBBLES_S,PEBBLES,2,z_revert,roll_z_500,100,2.0,0.5,-1.0,29.830140946873872,20.620416842112878,15,-22.913156288156287,-6.002726789935165,1638,0.16712580348943984,11,-206.60655737704917
PEBBLES_S,PEBBLES,3,past_momentum,past_mid_diff_50,100,175.0,0.5,1.0,35.95190023752969,23.3687351543943,13,-51.040239726027394,-10.338319435732817,876,0.08893401015228426,4,-151.38839285714286
PEBBLES_S,PEBBLES,4,z_revert,roll_z_250,10,2.0,0.5,-1.0,0.30274645325572935,-1.0443760217654114,11,-3.4170890658942796,-2.663085353604715,1381,0.13891962579217382,6,-19.25
PEBBLES_XL,PEBBLES,2,z_revert,roll_z_250,100,2.0,0.5,-1.0,122.8707003729797,104.44009531703276,17,-19.10468227424749,-2.6799505822939835,1495,0.1517612425134504,11,-276.9375
PEBBLES_XL,PEBBLES,3,z_revert,roll_z_500,100,2.0,0.5,-1.0,59.49924896733008,44.62443672549756,15,104.07595927956147,13.314571259846357,1277,0.13029282726252422,15,-206.5
PEBBLES_XL,PEBBLES,4,z_revert,roll_z_500,100,2.0,0.5,-1.0,71.86634615384615,50.30644230769231,14,77.98432835820896,9.539579536022933,1340,0.13672074278134885,16,-229.0566037735849
PEBBLES_XS,PEBBLES,2,past_revert,past_mid_diff_50,100,131.5,0.5,-1.0,14.99986982556626,9.749915386618069,13,-1.2605350378787878,-0.3809238247256311,2112,0.21441624365482234,12,-174.7826086956522
PEBBLES_XS,PEBBLES,3,z_revert,roll_z_500,100,2.0,0.5,-1.0,41.82674418604651,33.46139534883721,16,-21.116946399566864,-5.6635393471807065,1847,0.18845015814712784,9,-192.30020920502093
PEBBLES_XS,PEBBLES,4,z_revert,roll_z_100,25,2.0,0.5,-1.0,3.4062278211497516,1.9107157842543785,12,8.09319526627219,4.265526929262047,1352,0.135797509039775,16,-66.73958333333333
ROBOT_DISHES,ROBOT,2,past_revert,past_mid_diff_10,25,67.0,0.5,-1.0,23.781686260102866,21.461335456332552,19,3.494281045751634,1.1824493671997511,306,0.03070747616658304,13,-38.22222222222222
ROBOT_DISHES,ROBOT,3,past_revert,past_mid_diff_10,25,67.0,0.5,-1.0,25.00254813137033,23.752420724801812,19,-1.1312664907651715,-0.44768453263644836,379,0.038033115905669844,7,-22.375
ROBOT_DISHES,ROBOT,4,past_revert,past_mid_diff_25,50,100.0,0.5,-1.0,11.202470461868957,7.281605800214822,13,13.830675021361435,9.856287629715633,3511,0.35375314861460955,15,-46.3719512195122
ROBOT_IRONING,ROBOT,2,past_momentum,past_mid_diff_50,100,100.0,0.5,1.0,11.9686301369863,7.779609589041096,13,11.405345757724374,4.672350588717576,2039,0.20700507614213198,11,-68.11538461538461
ROBOT_IRONING,ROBOT,3,past_momentum,past_mid_diff_100,100,150.0,0.5,1.0,20.565248226950356,9.25436170212766,9,7.4630791505791505,3.2864021491963573,1036,0.10571428571428572,10,-142.0
ROBOT_IRONING,ROBOT,4,past_momentum,past_mid_diff_100,100,150.0,0.5,1.0,17.88769751693002,8.04946388261851,9,7.468052738336714,2.080048670555033,493,0.05030612244897959,7,-110.5625
ROBOT_LAUNDRY,ROBOT,2,past_revert,past_mid_diff_100,100,161.0,0.5,-1.0,21.51592140921409,16.136941056910565,15,33.646517739816034,12.284643298703704,761,0.0776530612244898,16,-29.682692307692307
ROBOT_LAUNDRY,ROBOT,3,past_revert,past_mid_diff_100,100,161.0,0.5,-1.0,16.024985883681534,12.819988706945228,16,37.259966777408636,14.243296720765782,1204,0.12285714285714286,13,-44.55555555555556
ROBOT_LAUNDRY,ROBOT,4,past_revert,past_mid_diff_100,100,161.0,0.5,-1.0,35.860559796437656,32.27450381679389,18,2.747772277227723,0.992744119171461,1010,0.10306122448979592,10,-122.68923611111111
ROBOT_MOPPING,ROBOT,2,past_revert,past_mid_diff_100,25,172.5,0.5,-1.0,5.994429347826087,4.7955434782608695,16,-1.4660385626643295,-1.1089129346603146,1141,0.11554430379746836,7,-29.57894736842105
ROBOT_MOPPING,ROBOT,3,z_revert,roll_z_100,100,2.0,0.5,-1.0,7.325508058864751,4.395304835318851,12,3.0166002656042497,1.1769345543669356,1506,0.15241372330735756,10,-104.07831325301204
ROBOT_MOPPING,ROBOT,4,z_revert,roll_z_100,100,2.0,0.5,-1.0,6.103971179624665,3.3571841487935656,11,5.258539244186046,1.7667534694333606,1376,0.13925716020645684,12,-79.39622641509433
ROBOT_VACUUMING,ROBOT,2,z_revert,roll_z_250,100,2.0,0.5,-1.0,11.752894109635683,8.814670582226762,15,-13.52372933251684,-6.308312398882959,1633,0.16576997259161508,8,-98.4364406779661
ROBOT_VACUUMING,ROBOT,3,z_revert,roll_z_500,25,2.0,0.5,-1.0,4.0147686832740215,2.609599644128114,13,2.103919239904988,1.855808078188117,1263,0.1278857837181045,14,-19.994565217391305
ROBOT_VACUUMING,ROBOT,4,past_momentum,past_mid_diff_50,100,106.5,0.5,1.0,10.319469026548672,5.67570796460177,11,-15.39516129032258,-4.791718407330608,713,0.07238578680203046,10,-136.46153846153845
SLEEP_POD_COTTON,SLEEP_POD,2,past_revert,past_mid_diff_25,100,95.0,0.5,-1.0,7.697867298578199,5.388507109004739,14,-24.757062146892654,-6.368763756120817,885,0.08962025316455696,7,-97.28076923076924
SLEEP_POD_COTTON,SLEEP_POD,3,past_momentum,past_mid_diff_100,100,82.0,0.5,1.0,11.025965029619721,7.1668772692528195,13,-3.6577759777829204,-2.2256606662280336,4321,0.4409183673469388,8,-70.38957055214723
SLEEP_POD_COTTON,SLEEP_POD,4,past_momentum,past_mid_diff_100,100,152.0,0.5,1.0,8.63999178532311,4.6978241564152174,13,3.2740780911062908,1.34953589017883,2305,0.23520408163265305,11,-102.40441176470588
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,past_revert,past_mid_diff_100,100,191.5,0.5,-1.0,20.056675062972293,13.03683879093199,13,-40.19357764876633,-10.511401961202345,1378,0.14061224489795918,9,-175.8279569892473
SLEEP_POD_LAMB_WOOL,SLEEP_POD,3,past_momentum,past_mid_diff_10,25,57.0,0.5,1.0,2.241290018832392,1.120645009416196,10,-0.5599173553719008,-0.3418697844803361,968,0.09713998996487706,11,-20.28472222222222
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,past_momentum,past_mid_diff_50,100,130.0,0.5,1.0,17.449010445299614,9.850387862271791,12,-26.332614322691978,-8.250313447134879,1159,0.11766497461928933,7,-112.75909090909092
SLEEP_POD_NYLON,SLEEP_POD,2,z_revert,roll_z_100,100,2.0,0.5,-1.0,15.875850340136054,11.90688775510204,15,-6.971153846153846,-2.7744751477933365,1430,0.14472219410990791,9,-81.27142857142857
SLEEP_POD_NYLON,SLEEP_POD,3,z_revert,roll_z_500,100,0.5,0.5,-1.0,8.571607536580476,6.000125275606334,14,-2.8657736980142374,-2.8155457036465488,8007,0.8169574533210897,11,-59.73759305210918
SLEEP_POD_NYLON,SLEEP_POD,4,z_revert,roll_z_500,100,2.0,0.5,-1.0,11.851166605905943,6.518141633248268,11,6.155410590943975,2.440853945257589,1303,0.13294561779410263,13,-41.2765625
SLEEP_POD_POLYESTER,SLEEP_POD,2,z_revert,roll_z_250,100,2.0,0.5,-1.0,16.96714384270438,7.556581510720269,15,-15.827665140614782,-4.993259334877324,1529,0.15521266876459242,11,-170.29135338345864
SLEEP_POD_POLYESTER,SLEEP_POD,3,past_revert,past_mid_diff_100,100,148.5,0.5,-1.0,13.580944008655667,9.506660806058967,14,-16.922363060208237,-7.049485273203736,2209,0.22540816326530613,9,-103.63636363636364
SLEEP_POD_POLYESTER,SLEEP_POD,4,past_momentum,past_mid_diff_5,100,44.0,0.5,1.0,6.225728155339806,4.046723300970874,13,-9.610929853181077,-2.856863746007813,1226,0.12390096008084892,7,-55.48706896551724
SLEEP_POD_SUEDE,SLEEP_POD,2,z_revert,roll_z_100,100,2.0,0.5,-1.0,8.837078651685394,5.744101123595506,13,3.3605733432613554,1.1739474366272145,1343,0.13591741726545897,10,-77.71428571428571
SLEEP_POD_SUEDE,SLEEP_POD,3,past_revert,past_mid_diff_10,100,59.0,0.5,-1.0,6.0573080967402735,3.9077676947452185,14,4.9788669064748206,1.3853932679402212,1112,0.11243680485338726,10,-30.71031746031746
SLEEP_POD_SUEDE,SLEEP_POD,4,z_revert,roll_z_100,100,2.0,0.5,-1.0,5.246509129967777,2.8855800214822773,11,10.749463519313304,3.668484859285234,1398,0.1414836555004554,11,-63.471518987341774
SNACKPACK_CHOCOLATE,SNACKPACK,2,past_momentum,past_mid_diff_50,100,74.0,0.5,1.0,6.714019189765459,1.9698189881059425,11,-22.66983215547703,-12.346246577933455,1132,0.1149238578680203,5,-81.08157894736843
SNACKPACK_CHOCOLATE,SNACKPACK,3,past_revert,past_mid_diff_100,100,107.0,0.5,-1.0,15.832081545064378,7.32931385399298,11,-13.471929824561403,-7.103943330021309,1140,0.11632653061224489,9,-76.21551724137932
SNACKPACK_CHOCOLATE,SNACKPACK,4,z_revert,roll_z_500,100,1.0,0.5,-1.0,3.8954434308285526,2.5320382300385593,13,-4.959917012448133,-6.558053731725757,6025,0.6147331904907662,9,-34.36077844311377
SNACKPACK_PISTACHIO,SNACKPACK,2,z_revert,roll_z_500,100,2.0,0.5,-1.0,9.51667916041979,6.661675412293853,14,-16.159076015727393,-10.417988649601838,1526,0.15569839812264055,12,-85.49860335195531
SNACKPACK_PISTACHIO,SNACKPACK,3,z_revert,roll_z_50,50,2.0,0.5,-1.0,-0.29376709652207894,-2.0443238410716393,11,0.9329368334700574,0.9145531524099251,1219,0.1226234785232874,12,-20.654411764705884
SNACKPACK_PISTACHIO,SNACKPACK,4,z_revert,roll_z_50,50,2.0,0.5,-1.0,-0.5147469111199681,-2.14012539354448,10,1.3215130023640662,1.383633492145446,1269,0.12765315360627705,13,-16.2734375
SNACKPACK_RASPBERRY,SNACKPACK,2,past_revert,past_mid_diff_100,100,125.0,0.5,-1.0,17.714574898785425,13.285931174089068,15,-14.369992144540456,-6.164913231392721,1273,0.12989795918367347,7,-73.81967213114754
SNACKPACK_RASPBERRY,SNACKPACK,3,z_revert,roll_z_500,50,2.0,0.5,-1.0,3.2181397738951696,1.9308838643371018,12,8.194391634980988,5.428004709150819,1052,0.1067911887118059,16,-36.31798245614035
SNACKPACK_RASPBERRY,SNACKPACK,4,z_revert,roll_z_500,50,2.0,0.5,-1.0,3.3904726181545386,2.034283570892723,12,6.877586206896551,4.432312547358804,1305,0.13247386052177443,12,-33.04073033707865
SNACKPACK_STRAWBERRY,SNACKPACK,2,z_revert,roll_z_500,100,2.0,0.5,-1.0,13.576154163231656,9.50330791426216,14,-1.3377164849262349,-0.604529362486495,1559,0.1590654014896439,9,-90.74346405228758
SNACKPACK_STRAWBERRY,SNACKPACK,3,z_revert,roll_z_500,100,2.0,0.5,-1.0,5.361275191104934,1.8790486297367253,12,13.929990966576332,7.058730789335318,1107,0.11294765840220386,16,-47.29330708661417
SNACKPACK_STRAWBERRY,SNACKPACK,4,z_revert,roll_z_500,50,2.0,0.5,-1.0,4.060427413411938,2.842299189388357,14,4.365617892342684,2.7761990019243936,1319,0.13389503603695058,14,-41.44964028776978
SNACKPACK_VANILLA,SNACKPACK,2,past_momentum,past_mid_diff_50,100,58.5,0.5,1.0,5.0167806484295845,1.8638049985173104,15,-16.841814159292035,-11.846699278516608,2034,0.206497461928934,5,-84.4423076923077
SNACKPACK_VANILLA,SNACKPACK,3,past_revert,past_mid_diff_50,100,74.0,0.5,-1.0,8.384480903711673,4.654860727657467,12,-24.971098265895954,-13.74965324140052,1211,0.12294416243654822,6,-116.75735294117646
SNACKPACK_VANILLA,SNACKPACK,4,past_momentum,past_mid_diff_25,50,52.5,0.5,1.0,0.4620760769935839,0.018880445431331994,12,-4.03713768115942,-2.951654878562977,828,0.0834256926952141,6,-32.35294117647059
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,2,z_revert,roll_z_500,100,2.0,0.5,-1.0,15.3221945614707,9.19331673688242,12,18.72300170068027,7.495554597804328,1176,0.11998775635139272,15,-67.30952380952381
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,3,z_revert,roll_z_500,100,2.0,0.5,-1.0,10.615567911040507,6.9001191421763295,13,27.81284475965327,10.89735513740014,1269,0.12947658402203857,14,-74.0736301369863
