product,category,horizon,buy_taker_expected_edge_after_spread,sell_taker_expected_edge_after_spread,avg_half_spread
MICROCHIP_CIRCLE,MICROCHIP,5,-4.07091991829248,-4.191246748374187,4.131083333333334
MICROCHIP_CIRCLE,MICROCHIP,10,-4.0166188688688695,-4.245547797797798,4.131083333333334
MICROCHIP_CIRCLE,MICROCHIP,25,-3.810899540517962,-4.451267126148705,4.131083333333334
MICROCHIP_CIRCLE,MICROCHIP,50,-3.5133948911222785,-4.748771775544389,4.131083333333334
MICROCHIP_CIRCLE,MICROCHIP,100,-2.8528846801346806,-5.409281986531987,4.131083333333334
MICROCHIP_OVAL,MICROCHIP,1,-3.8737482198219824,-3.5760184468446847,3.7248833333333335
MICROCHIP_OVAL,MICROCHIP,5,-4.4787936218109055,-2.9709730448557616,3.7248833333333335
MICROCHIP_OVAL,MICROCHIP,10,-5.236194644644645,-2.2135720220220225,3.7248833333333335
MICROCHIP_OVAL,MICROCHIP,25,-7.49388918128655,0.044122514619882924,3.7248833333333335
MICROCHIP_OVAL,MICROCHIP,50,-11.287697403685092,3.837930737018425,3.7248833333333335
MICROCHIP_OVAL,MICROCHIP,100,-18.627711616161616,11.17794494949495,3.7248833333333335
MICROCHIP_RECTANGLE,MICROCHIP,1,-3.983237368736874,-3.902529297929793,3.9428833333333335
MICROCHIP_RECTANGLE,MICROCHIP,5,-4.138497807236952,-3.747268859429715,3.9428833333333335
MICROCHIP_RECTANGLE,MICROCHIP,10,-4.3188759926593265,-3.566890674007341,3.9428833333333335
MICROCHIP_RECTANGLE,MICROCHIP,25,-4.838689515455306,-3.047077151211362,3.9428833333333335
MICROCHIP_RECTANGLE,MICROCHIP,50,-5.762129564489112,-2.123637102177555,3.9428833333333335
MICROCHIP_RECTANGLE,MICROCHIP,100,-7.468287373737374,-0.417479292929293,3.9428833333333335
MICROCHIP_SQUARE,MICROCHIP,1,-5.738854612127879,-5.979945387872121,5.8594
MICROCHIP_SQUARE,MICROCHIP,5,-5.255864899116225,-6.462935100883775,5.8594
MICROCHIP_SQUARE,MICROCHIP,10,-4.650174107440774,-7.068625892559226,5.8594
MICROCHIP_SQUARE,MICROCHIP,25,-2.892917126148705,-8.825882873851295,5.8594
MICROCHIP_SQUARE,MICROCHIP,50,-0.06308509212730318,-11.655714907872696,5.8594
MICROCHIP_SQUARE,MICROCHIP,100,5.166323905723906,-16.885123905723905,5.8594
MICROCHIP_TRIANGLE,MICROCHIP,1,-4.387056934026736,-4.248376399306597,4.317716666666667
MICROCHIP_TRIANGLE,MICROCHIP,5,-4.6633895030848755,-3.9720438302484578,4.317716666666667
MICROCHIP_TRIANGLE,MICROCHIP,10,-5.003585869202536,-3.6318474641307974,4.317716666666667
MICROCHIP_TRIANGLE,MICROCHIP,25,-5.98760806182122,-2.6478252715121133,4.317716666666667
MICROCHIP_TRIANGLE,MICROCHIP,50,-7.445991373534339,-1.189441959798995,4.317716666666667
MICROCHIP_TRIANGLE,MICROCHIP,100,-10.368171212121212,1.732737878787879,4.317716666666667
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,1,-6.068664259759309,-6.116802406907357,6.092733333333333
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,5,-5.968487877271969,-6.216978789394697,6.092733333333333
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,10,-5.851625558892225,-6.333841107774441,6.092733333333333
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,25,-5.600836925647452,-6.5846297410192145,6.092733333333333
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,50,-5.157842211055277,-7.02762445561139,6.092733333333333
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,100,-3.9949218855218853,-8.190544781144782,6.092733333333333
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,1,-5.949568600193353,-5.910898066473314,5.930233333333334
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,5,-6.03095035851259,-5.829516308154077,5.930233333333334
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,10,-6.126095862529196,-5.7343708041374715,5.930233333333334
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,25,-6.404318546365915,-5.456148120300752,5.930233333333334
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,50,-6.846380737018426,-5.014085929648242,5.930233333333334
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,100,-7.848011111111111,-4.012455555555556,5.930233333333334
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,1,-7.39735367203387,-7.6572463279661305,7.5273
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,5,-6.88137703851926,-8.173222961480741,7.5273
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,10,-6.239111811811812,-8.815488188188189,7.5273
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,25,-4.355988387635756,-10.698611612364244,7.5273
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,50,-1.144536180904523,-13.910063819095477,7.5273
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,100,5.5469760942760935,-20.601576094276094,7.5273
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,1,-6.2915661449478275,-6.302000521718838,6.296783333333333
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,5,-6.265167525429381,-6.328399141237285,6.296783333333333
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,10,-6.236289506172839,-6.357277160493827,6.296783333333333
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,25,-6.173592021720968,-6.419974644945698,6.296783333333333
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,50,-6.026364572864321,-6.5672020938023445,6.296783333333333
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,100,-5.38375303030303,-7.209813636363636,6.296783333333333
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,1,-6.406418163483015,-6.376481836516985,6.39145
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,5,-6.469589069534767,-6.313310930465232,6.39145
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,10,-6.554463013013013,-6.228436986986987,6.39145
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,25,-6.841090768588137,-5.941809231411863,6.39145
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,50,-7.336692881072027,-5.446207118927973,6.39145
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,100,-8.660658754208754,-4.122241245791246,6.39145
PANEL_1X2,PANEL,1,-5.764784323432343,-5.744982343234323,5.754883333333333
PANEL_1X2,PANEL,5,-5.811778447557112,-5.697988219109554,5.754883333333333
PANEL_1X2,PANEL,10,-5.872434217550884,-5.637332449115782,5.754883333333333
PANEL_1X2,PANEL,25,-6.049503216374268,-5.4602634502923975,5.754883333333333
PANEL_1X2,PANEL,50,-6.343493048576214,-5.166273618090452,5.754883333333333
PANEL_1X2,PANEL,100,-6.703738552188552,-4.806028114478114,5.754883333333333
PANEL_1X4,PANEL,1,-4.215302698603193,-4.161330634730139,4.188316666666666
PANEL_1X4,PANEL,5,-4.315797073536768,-4.060836259796565,4.188316666666666
PANEL_1X4,PANEL,10,-4.430225241908575,-3.9464080914247575,4.188316666666666
PANEL_1X4,PANEL,25,-4.760714327485379,-3.6159190058479527,4.188316666666666
PANEL_1X4,PANEL,50,-5.27059472361809,-3.1060386097152426,4.188316666666666
PANEL_1X4,PANEL,100,-6.462474915824915,-1.9141584175084172,4.188316666666666
PANEL_2X2,PANEL,1,-4.276935253525353,-4.238531413141314,4.257733333333333
PANEL_2X2,PANEL,5,-4.348228580957145,-4.1672380857095215,4.257733333333333
PANEL_2X2,PANEL,10,-4.425200800800801,-4.090265865865866,4.257733333333333
PANEL_2X2,PANEL,25,-4.666137677527152,-3.8493289891395155,4.257733333333333
PANEL_2X2,PANEL,50,-5.103813735343383,-3.411652931323283,4.257733333333333
PANEL_2X2,PANEL,100,-5.975797306397307,-2.53966936026936,4.257733333333333
PANEL_2X4,PANEL,1,-4.841225430876421,-4.999274569123579,4.92025
PANEL_2X4,PANEL,5,-4.523751750875438,-5.316748249124562,4.92025
PANEL_2X4,PANEL,10,-4.123603353353354,-5.716896646646647,4.92025
PANEL_2X4,PANEL,25,-2.960684419381788,-6.879815580618212,4.92025
PANEL_2X4,PANEL,50,-1.075057370184255,-8.765442629815745,4.92025
PANEL_2X4,PANEL,100,2.7312988215488216,-12.571798821548821,4.92025
PANEL_4X4,PANEL,1,-4.404402916958362,-4.346063749708304,4.375233333333333
PANEL_4X4,PANEL,5,-4.521039569784892,-4.229427096881774,4.375233333333333
PANEL_4X4,PANEL,10,-4.672664097430764,-4.077802569235902,4.375233333333333
PANEL_4X4,PANEL,25,-5.129184878863826,-3.62128178780284,4.375233333333333
PANEL_4X4,PANEL,50,-5.807879899497487,-2.942586767169179,4.375233333333333
PANEL_4X4,PANEL,100,-7.109341077441077,-1.641125589225589,4.375233333333333
PEBBLES_L,PEBBLES,1,-6.53995297029703,-6.48054702970297,6.51025
PEBBLES_L,PEBBLES,5,-6.65563936134734,-6.36486063865266,6.51025
PEBBLES_L,PEBBLES,10,-6.800857273940608,-6.2196427260593925,6.51025
PEBBLES_L,PEBBLES,25,-7.203516499582289,-5.816983500417711,6.51025
PEBBLES_L,PEBBLES,50,-7.82380108877722,-5.19669891122278,6.51025
PEBBLES_L,PEBBLES,100,-9.350266835016836,-3.670233164983165,6.51025
PEBBLES_M,PEBBLES,1,-6.537464368103477,-6.583435631896523,6.56045
PEBBLES_M,PEBBLES,5,-6.449044297148575,-6.671855702851426,6.56045
PEBBLES_M,PEBBLES,10,-6.329335552218886,-6.791564447781115,6.56045
PEBBLES_M,PEBBLES,25,-5.967033124477862,-7.153866875522139,6.56045
PEBBLES_M,PEBBLES,50,-5.398473450586265,-7.722426549413735,6.56045
PEBBLES_M,PEBBLES,100,-4.653412962962963,-8.467487037037037,6.56045
PEBBLES_S,PEBBLES,1,-5.840906513984732,-5.710626819348602,5.775766666666667
PEBBLES_S,PEBBLES,5,-6.107465849591462,-5.444067483741871,5.775766666666667
PEBBLES_S,PEBBLES,10,-6.4241150150150155,-5.127418318318318,5.775766666666667
PEBBLES_S,PEBBLES,25,-7.3840540517961575,-4.167479281537176,5.775766666666667
PEBBLES_S,PEBBLES,50,-9.178446733668341,-2.3730865996649917,5.775766666666667
PEBBLES_S,PEBBLES,100,-13.20379696969697,1.652263636363636,5.775766666666667
PEBBLES_XL,PEBBLES,1,-8.11082954462113,-8.519937122045537,8.315383333333333
PEBBLES_XL,PEBBLES,5,-7.281316299816575,-9.34945036685009,8.315383333333333
PEBBLES_XL,PEBBLES,10,-6.2839185352018685,-10.346848131464798,8.315383333333333
PEBBLES_XL,PEBBLES,25,-3.4537626148705094,-13.177004051796157,8.315383333333333
PEBBLES_XL,PEBBLES,50,1.2819533500837519,-17.91272001675042,8.315383333333333
PEBBLES_XL,PEBBLES,100,12.36798367003367,-28.998750336700336,8.315383333333333
PEBBLES_XS,PEBBLES,1,-5.005063262992966,-4.739803403673701,4.872433333333333
PEBBLES_XS,PEBBLES,5,-5.540884225446057,-4.20398244122061,4.872433333333333
PEBBLES_XS,PEBBLES,10,-6.196090323656991,-3.5487763430096764,4.872433333333333
PEBBLES_XS,PEBBLES,25,-8.026535254803676,-1.7183314118629909,4.872433333333333
PEBBLES_XS,PEBBLES,50,-10.916805192629816,1.1719385259631494,4.872433333333333
PEBBLES_XS,PEBBLES,100,-17.193308754208754,7.448442087542087,4.872433333333333
ROBOT_DISHES,ROBOT,1,-3.634579277927793,-3.7156873887388735,3.675133333333333
ROBOT_DISHES,ROBOT,5,-3.4714815074203766,-3.8787851592462896,3.675133333333333
ROBOT_DISHES,ROBOT,10,-3.257482349015682,-4.092784317650984,3.675133333333333
ROBOT_DISHES,ROBOT,25,-2.626845948203843,-4.723420718462823,3.675133333333333
ROBOT_DISHES,ROBOT,50,-1.4879641541038522,-5.862302512562814,3.675133333333333
ROBOT_DISHES,ROBOT,100,0.877711784511785,-8.227978451178451,3.675133333333333
ROBOT_IRONING,ROBOT,1,-3.2684738673867386,-3.124459465946595,3.196466666666667
ROBOT_IRONING,ROBOT,5,-3.554645756211439,-2.8382875771218945,3.196466666666667
ROBOT_IRONING,ROBOT,10,-3.9191893893893894,-2.473743943943944,3.196466666666667
ROBOT_IRONING,ROBOT,25,-5.030668838763575,-1.362264494569758,3.196466666666667
ROBOT_IRONING,ROBOT,50,-7.020218760469012,0.6272854271356785,3.196466666666667
ROBOT_IRONING,ROBOT,100,-11.112746127946128,4.719812794612794,3.196466666666667
ROBOT_LAUNDRY,ROBOT,1,-3.606485728572857,-3.5585809380938094,3.582533333333333
ROBOT_LAUNDRY,ROBOT,5,-3.700975887943972,-3.4640907787226944,3.582533333333333
ROBOT_LAUNDRY,ROBOT,10,-3.820571371371371,-3.344495295295295,3.582533333333333
ROBOT_LAUNDRY,ROBOT,25,-4.218807351712615,-2.9462593149540517,3.582533333333333
ROBOT_LAUNDRY,ROBOT,50,-4.943689112227806,-2.2213775544388605,3.582533333333333
ROBOT_LAUNDRY,ROBOT,100,-6.501573737373738,-0.663492929292929,3.582533333333333
ROBOT_MOPPING,ROBOT,1,-3.93231136446978,-4.038355302196886,3.985333333333333
ROBOT_MOPPING,ROBOT,5,-3.71834984158746,-4.252316825079206,3.985333333333333
ROBOT_MOPPING,ROBOT,10,-3.4552365699032364,-4.5154300967634295,3.985333333333333
ROBOT_MOPPING,ROBOT,25,-2.693520467836257,-5.277146198830409,3.985333333333333
ROBOT_MOPPING,ROBOT,50,-1.332402010050251,-6.638264656616416,3.985333333333333
ROBOT_MOPPING,ROBOT,100,1.249010101010101,-9.219676767676766,3.985333333333333
ROBOT_VACUUMING,ROBOT,1,-3.4337057055705573,-3.319594294429443,3.37665
ROBOT_VACUUMING,ROBOT,5,-3.6579406453226615,-3.095359354677339,3.37665
ROBOT_VACUUMING,ROBOT,10,-3.9375442275608945,-2.815755772439106,3.37665
ROBOT_VACUUMING,ROBOT,25,-4.808396031746032,-1.9449039682539684,3.37665
ROBOT_VACUUMING,ROBOT,50,-6.286599748743718,-0.46670025125628145,3.37665
ROBOT_VACUUMING,ROBOT,100,-9.178905892255893,2.425605892255892,3.37665
SLEEP_POD_COTTON,SLEEP_POD,1,-4.977945284528453,-5.072254715471547,5.0251
SLEEP_POD_COTTON,SLEEP_POD,5,-4.797669618142405,-5.2525303818575955,5.0251
SLEEP_POD_COTTON,SLEEP_POD,10,-4.568943843843844,-5.481256156156157,5.0251
SLEEP_POD_COTTON,SLEEP_POD,25,-3.920287969924812,-6.129912030075188,5.0251
SLEEP_POD_COTTON,SLEEP_POD,50,-2.8877968174204356,-7.162403182579565,5.0251
SLEEP_POD_COTTON,SLEEP_POD,100,-0.5934501683501683,-9.456749831649832,5.0251
SLEEP_POD_LAMB_WOOL,SLEEP_POD,1,-4.672847279727973,-4.727252720272027,4.70005
SLEEP_POD_LAMB_WOOL,SLEEP_POD,5,-4.5582957895614475,-4.841804210438553,4.70005
SLEEP_POD_LAMB_WOOL,SLEEP_POD,10,-4.417117067067067,-4.982982932932933,4.70005
SLEEP_POD_LAMB_WOOL,SLEEP_POD,25,-3.992113492063492,-5.407986507936508,4.70005
SLEEP_POD_LAMB_WOOL,SLEEP_POD,50,-3.289647989949749,-6.110452010050251,4.70005
SLEEP_POD_LAMB_WOOL,SLEEP_POD,100,-1.6160601010101012,-7.784039898989899,4.70005
SLEEP_POD_NYLON,SLEEP_POD,1,-4.25813091309131,-4.306535753575358,4.282333333333334
SLEEP_POD_NYLON,SLEEP_POD,5,-4.158838252459564,-4.405828414207104,4.282333333333334
SLEEP_POD_NYLON,SLEEP_POD,10,-4.032216549883217,-4.53245011678345,4.282333333333334
SLEEP_POD_NYLON,SLEEP_POD,25,-3.6190751879699254,-4.945591478696742,4.282333333333334
SLEEP_POD_NYLON,SLEEP_POD,50,-2.9438743718592972,-5.62079229480737,4.282333333333334
SLEEP_POD_NYLON,SLEEP_POD,100,-1.616710437710438,-6.9479562289562296,4.282333333333334
SLEEP_POD_POLYESTER,SLEEP_POD,1,-5.082276776010935,-5.213423223989065,5.14785
SLEEP_POD_POLYESTER,SLEEP_POD,5,-4.821803643488411,-5.473896356511589,5.14785
SLEEP_POD_POLYESTER,SLEEP_POD,10,-4.4982670837504175,-5.797432916249583,5.14785
SLEEP_POD_POLYESTER,SLEEP_POD,25,-3.5055442355889728,-6.790155764411027,5.14785
SLEEP_POD_POLYESTER,SLEEP_POD,50,-1.7381180067001676,-8.557581993299832,5.14785
SLEEP_POD_POLYESTER,SLEEP_POD,100,1.965348653198653,-12.261048653198653,5.14785
SLEEP_POD_SUEDE,SLEEP_POD,1,-4.914427302730273,-5.035039363936393,4.974733333333333
SLEEP_POD_SUEDE,SLEEP_POD,5,-4.679502384525596,-5.26996428214107,4.974733333333333
SLEEP_POD_SUEDE,SLEEP_POD,10,-4.38903096429763,-5.560435702369036,4.974733333333333
SLEEP_POD_SUEDE,SLEEP_POD,25,-3.447949707602339,-6.501516959064327,4.974733333333333
SLEEP_POD_SUEDE,SLEEP_POD,50,-1.8172961474036846,-8.132170519262981,4.974733333333333
SLEEP_POD_SUEDE,SLEEP_POD,100,1.5995595959595965,-11.549026262626263,4.974733333333333
SNACKPACK_CHOCOLATE,SNACKPACK,1,-8.246951136780345,-8.22421552988632,8.235583333333333
SNACKPACK_CHOCOLATE,SNACKPACK,5,-8.291794772386192,-8.179371894280473,8.235583333333333
SNACKPACK_CHOCOLATE,SNACKPACK,10,-8.345576659993325,-8.12559000667334,8.235583333333333
SNACKPACK_CHOCOLATE,SNACKPACK,25,-8.515449665831245,-7.955717000835421,8.235583333333333
SNACKPACK_CHOCOLATE,SNACKPACK,50,-8.786002093802344,-7.685164572864321,8.235583333333333
SNACKPACK_CHOCOLATE,SNACKPACK,100,-9.420549663299663,-7.050617003367003,8.235583333333333
SNACKPACK_PISTACHIO,SNACKPACK,1,-7.9926363152981965,-7.932997018035137,7.962816666666667
SNACKPACK_PISTACHIO,SNACKPACK,5,-8.109206528264131,-7.816426805069201,7.962816666666667
SNACKPACK_PISTACHIO,SNACKPACK,10,-8.246934117450785,-7.678699215882549,7.962816666666667
SNACKPACK_PISTACHIO,SNACKPACK,25,-8.685239390142023,-7.240393943191312,7.962816666666667
SNACKPACK_PISTACHIO,SNACKPACK,50,-9.402866917922948,-6.522766415410386,7.962816666666667
SNACKPACK_PISTACHIO,SNACKPACK,100,-10.920527104377104,-5.00510622895623,7.962816666666667
SNACKPACK_RASPBERRY,SNACKPACK,1,-8.410915634896822,-8.431551031769844,8.421233333333333
SNACKPACK_RASPBERRY,SNACKPACK,5,-8.37494352176088,-8.467523144905787,8.421233333333333
SNACKPACK_RASPBERRY,SNACKPACK,10,-8.338684117450784,-8.503782549215883,8.421233333333333
SNACKPACK_RASPBERRY,SNACKPACK,25,-8.188033667502088,-8.654432999164579,8.421233333333333
SNACKPACK_RASPBERRY,SNACKPACK,50,-7.968787772194305,-8.873678894472361,8.421233333333333
SNACKPACK_RASPBERRY,SNACKPACK,100,-7.456586868686869,-9.385879797979799,8.421233333333333
SNACKPACK_STRAWBERRY,SNACKPACK,1,-8.883530363036304,-8.942936303630361,8.913233333333332
SNACKPACK_STRAWBERRY,SNACKPACK,5,-8.759756594964148,-9.066710071702516,8.913233333333332
SNACKPACK_STRAWBERRY,SNACKPACK,10,-8.597133900567233,-9.229332766099432,8.913233333333332
SNACKPACK_STRAWBERRY,SNACKPACK,25,-8.153768003341687,-9.672698663324978,8.913233333333332
SNACKPACK_STRAWBERRY,SNACKPACK,50,-7.3954443886097145,-10.43102227805695,8.913233333333332
SNACKPACK_STRAWBERRY,SNACKPACK,100,-5.966718181818181,-11.859748484848485,8.913233333333332
SNACKPACK_VANILLA,SNACKPACK,1,-8.423398906557322,-8.445267760109344,8.434333333333333
SNACKPACK_VANILLA,SNACKPACK,5,-8.38003951975988,-8.488627146906786,8.434333333333333
SNACKPACK_VANILLA,SNACKPACK,10,-8.328143810477144,-8.540522856189522,8.434333333333333
SNACKPACK_VANILLA,SNACKPACK,25,-8.165745196324144,-8.702921470342522,8.434333333333333
SNACKPACK_VANILLA,SNACKPACK,50,-7.894299832495812,-8.974366834170853,8.434333333333333
SNACKPACK_VANILLA,SNACKPACK,100,-7.24694276094276,-9.621723905723906,8.434333333333333
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,1,-4.218470193686035,-4.147929806313965,4.1832
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,5,-4.355102617975655,-4.011297382024345,4.1832
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,10,-4.525675809142476,-3.8407241908575243,4.1832
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,25,-5.0345784461152885,-3.331821553884712,4.1832
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,50,-5.8417594639866,-2.5246405360134005,4.1832
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,100,-7.66272861952862,-0.7036713804713806,4.1832
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,1,-4.359034215088175,-4.341399118245158,4.350216666666666
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,5,-4.392837977321994,-4.307595356011339,4.350216666666666
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,10,-4.432799249249249,-4.267634084084084,4.350216666666666
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,25,-4.560208312447786,-4.140225020885547,4.350216666666666
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,50,-4.771623701842546,-3.928809631490787,4.350216666666666
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,100,-5.27892037037037,-3.4215129629629626,4.350216666666666
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,1,-4.463050700070007,-4.449049299929993,4.45605
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,5,-4.489783533433384,-4.422316466566617,4.45605
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,10,-4.5270209709709714,-4.385079029029029,4.45605
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,25,-4.676133542188806,-4.235966457811195,4.45605
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,50,-4.965899246231156,-3.9462007537688444,4.45605
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,100,-5.581083670033671,-3.3310163299663302,4.45605
TRANSLATOR_SPACE_GRAY,TRANSLATOR,1,-4.253055197186385,-4.149111469480281,4.201083333333333
TRANSLATOR_SPACE_GRAY,TRANSLATOR,5,-4.46159692346173,-3.9405697432049354,4.201083333333333
TRANSLATOR_SPACE_GRAY,TRANSLATOR,10,-4.726508758758759,-3.6756579079079077,4.201083333333333
TRANSLATOR_SPACE_GRAY,TRANSLATOR,25,-5.470456766917293,-2.9317098997493733,4.201083333333333
TRANSLATOR_SPACE_GRAY,TRANSLATOR,50,-6.4837634003350075,-1.9184032663316581,4.201083333333333
TRANSLATOR_SPACE_GRAY,TRANSLATOR,100,-8.641958754208755,0.2397920875420878,4.201083333333333
TRANSLATOR_VOID_BLUE,TRANSLATOR,1,-4.711411574490782,-4.8132550921758845,4.762333333333333
TRANSLATOR_VOID_BLUE,TRANSLATOR,5,-4.51751092212773,-5.007155744538936,4.762333333333333
TRANSLATOR_VOID_BLUE,TRANSLATOR,10,-4.2808685352018685,-5.243798131464798,4.762333333333333
