product,category,mid_start,mid_end,mid_min,mid_max,net_change,abs_net_change,return_std_1,return_skew_1,return_kurtosis_1,jump_count_5x,spread_mean,spread_median,spread_p95,quote_update_rate,avg_total_bid_volume,avg_total_ask_volume,top_imbalance_std
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,10000.0,10714.0,8760.0,11200.0,714.0,714.0,10.890280858021432,-0.1256310395397544,15.84267408173709,71,12.185466666666667,12.0,14.0,0.9894,49.56796666666666,49.567233333333334,0.11853192810370489
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,10000.0,9420.0,8277.5,10300.0,-580.0,580.0,10.983313583573056,0.012126684465951098,14.197033257207202,66,11.860466666666667,12.0,12.0,0.9715666666666667,49.56796666666666,49.567233333333334,0.11853192810370489
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,10000.0,13886.0,9616.0,14126.0,3886.0,3886.0,12.014562508420987,0.015183484822692215,0.04634611387962284,0,15.0546,15.0,17.0,0.9983666666666666,49.56796666666666,49.567233333333334,0.11853192810370489
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,10000.0,10155.0,8422.5,10817.0,155.0,155.0,9.883569991545052,0.008359187801073654,-0.02567563452502819,0,12.593566666666666,13.0,14.0,0.9981333333333333,49.56796666666666,49.567233333333334,0.11853192810370489
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,10000.0,9550.5,8631.5,11377.5,-449.5,449.5,10.100781128890054,0.020336967802042364,0.06586327751370158,0,12.7829,13.0,14.0,0.9983333333333333,49.56796666666666,49.567233333333334,0.11853192810370489
PANEL_1X2,PANEL,10000.0,9696.0,7667.0,10203.0,-304.0,304.0,9.054314775969623,-0.020946339164926657,0.051621144526280194,0,11.509766666666666,12.0,13.0,0.9981,49.56796666666666,49.567233333333334,0.11853192810370489
PANEL_1X4,PANEL,10000.0,9227.5,7899.0,11226.0,-772.5,772.5,9.483080758364467,-0.011052145339720175,0.14400312711830354,0,8.376633333333332,8.0,10.0,0.9974,29.547,29.546266666666668,0.1936083474587567
PANEL_2X2,PANEL,10000.0,9393.0,8336.0,10865.5,-607.0,607.0,9.59616813362716,0.003935126765852057,0.022560937094175948,0,8.515466666666667,9.0,10.0,0.9972,29.547,29.546266666666668,0.16943103917637062
PANEL_2X4,PANEL,10000.0,12353.5,9982.5,12663.0,2353.5,2353.5,11.289150694291168,-0.007328754069107539,0.0013138612066079247,0,9.8405,10.0,11.0,0.9973333333333333,29.547,29.546266666666668,0.08955016964661962
PANEL_4X4,PANEL,10000.0,9128.5,8997.0,11214.0,-871.5,871.5,9.957093872356895,0.0031965619897605007,0.0068002604291317326,0,8.750466666666666,9.0,10.0,0.9976333333333334,29.547,29.546266666666668,0.13738315788551747
PEBBLES_L,PEBBLES,10000.0,9126.0,8632.5,11733.5,-874.0,874.0,15.02554281038333,-0.007842814691779604,-0.017337445433574405,0,13.0205,13.0,14.0,0.9971333333333333,37.605666666666664,37.613533333333336,0.07195545841139343
PEBBLES_M,PEBBLES,10000.0,10702.0,8388.5,11505.0,702.0,702.0,15.133575807756943,0.021033111959281675,-0.011888452240463199,0,13.1209,13.0,15.0,0.9975333333333334,37.605666666666664,37.613533333333336,0.07195545841139343
PEBBLES_S,PEBBLES,10000.0,8066.5,6784.5,10687.0,-1933.5,1933.5,15.020329732243438,0.009294255533692343,-0.027666049757528288,0,11.551533333333333,12.0,13.0,0.9967666666666667,37.605666666666664,37.613533333333336,0.07195545841139343
PEBBLES_XL,PEBBLES,10000.0,16068.0,9188.0,17240.0,6068.0,6068.0,30.31421595264488,-0.00037940931007393965,-0.028721006845264352,0,16.630766666666666,17.0,21.0,0.9989666666666667,37.605666666666664,37.613533333333336,0.07195545841139343
PEBBLES_XS,PEBBLES,10000.0,6038.0,5052.5,10496.0,-3962.0,3962.0,15.052447626596496,-0.0076644009581324874,-0.044786962571027544,0,9.744866666666667,9.0,13.0,0.9975333333333334,37.605666666666664,37.613533333333336,0.1506446870308266
ROBOT_DISHES,ROBOT,10000.0,11200.0,8855.0,11400.0,1200.0,1200.0,17.77954945577403,0.050284180570456104,21.931791081533742,740,7.350266666666666,7.0,8.0,0.9488,16.050666666666668,16.049933333333332,0.22637957741705003
ROBOT_IRONING,ROBOT,10000.0,7830.0,7458.5,10102.0,-2170.0,2170.0,10.443724191982731,-0.0077623854241735245,14.832115323041549,56,6.392933333333334,6.0,8.0,0.9261,16.050666666666668,16.049933333333332,0.07130708008141343
ROBOT_LAUNDRY,ROBOT,10000.0,9254.5,8553.0,10859.0,-745.5,745.5,9.822310405959787,0.016626065675001783,-0.025260686835419044,0,7.165066666666666,7.0,8.0,0.9978333333333333,16.050666666666668,16.049933333333332,0.29697829474562853
ROBOT_MOPPING,ROBOT,10000.0,11587.5,9593.0,12389.5,1587.5,1587.5,11.145837544926561,0.008601230626690133,0.052191779702090546,0,7.970666666666666,8.0,9.0,0.9970333333333333,16.050666666666668,16.049933333333332,0.21662043283339957
ROBOT_VACUUMING,ROBOT,10000.0,8275.0,8242.5,10303.0,-1725.0,1725.0,9.235648845638506,-0.008776373247547395,0.06099008500891978,0,6.7533,7.0,8.0,0.9972666666666666,16.050666666666668,16.049933333333332,0.2845969824629777
SLEEP_POD_COTTON,SLEEP_POD,10000.0,11414.0,9838.5,13529.5,1414.0,1414.0,11.676551884168912,-0.01947888012130761,0.08631430586047673,0,10.0502,10.0,12.0,0.9974666666666666,29.547,29.546266666666668,0.08978887609218882
SLEEP_POD_LAMB_WOOL,SLEEP_POD,10000.0,10808.0,9813.5,12036.0,808.0,808.0,10.712462882120379,0.003240085366240987,0.05457763504204438,0,9.4001,10.0,10.0,0.9972666666666666,29.547,29.546266666666668,0.09012473867683891
SLEEP_POD_NYLON,SLEEP_POD,10000.0,10734.5,8546.0,11023.0,734.5,734.5,9.620981727801162,-0.00588490006057917,0.059007481862225486,0,8.564666666666668,9.0,10.0,0.9973333333333333,29.547,29.546266666666668,0.1627572154128937
SLEEP_POD_POLYESTER,SLEEP_POD,10000.0,11969.5,9686.5,13437.0,1969.5,1969.5,11.890822208857262,0.016157480081072557,0.053429064781775004,0,10.2957,11.0,12.0,0.9976333333333334,29.547,29.546266666666668,0.09066705922457871
SLEEP_POD_SUEDE,SLEEP_POD,10000.0,11800.5,9596.5,12736.5,1800.5,1800.5,11.421701898123102,-0.021566697001240937,0.05439399077263296,0,9.949466666666666,10.0,11.0,0.9967,29.547,29.546266666666668,0.09495603066673612
SNACKPACK_CHOCOLATE,SNACKPACK,10000.0,9662.0,9268.0,10315.5,-338.0,338.0,6.575629448170931,0.010351162844196448,0.06471641354397262,0,16.471166666666665,17.0,17.0,0.9978333333333333,79.99126666666666,79.99053333333333,0.13943210155097122
SNACKPACK_PISTACHIO,SNACKPACK,10000.0,9113.0,9012.5,10106.5,-887.0,887.0,5.237774061032606,-0.0008294069242805911,-0.030229601699248487,0,15.925633333333334,16.0,17.0,0.9977666666666667,79.99126666666666,79.99053333333333,0.13943210155097122
SNACKPACK_RASPBERRY,SNACKPACK,10000.0,10300.5,9682.5,10647.0,300.5,300.5,8.091811635504367,-0.00035748913790699366,-0.00982559196061894,0,16.842466666666667,17.0,18.0,0.9982666666666666,79.99126666666666,79.99053333333333,0.13943210155097122
SNACKPACK_STRAWBERRY,SNACKPACK,10000.0,10901.5,9554.0,11391.5,901.5,901.5,8.133030635219797,-0.009619990398976085,-0.03591863175372678,0,17.826466666666665,18.0,19.0,0.9984,79.99126666666666,79.99053333333333,0.13943210155097122
SNACKPACK_VANILLA,SNACKPACK,10000.0,10325.0,9675.5,10563.0,325.0,325.0,6.513084508861957,-0.002195716305677225,0.055685356209560055,0,16.868666666666666,17.0,18.0,0.9979333333333333,79.99126666666666,79.99053333333333,0.13943210155097122
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,10000.0,8963.5,8413.0,10520.5,-1036.5,1036.5,9.448883196282523,-0.009067393150021218,0.07688239514552686,0,8.3664,8.0,9.0,0.9975,29.547,29.546266666666668,0.17576180935705765
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,10000.0,9724.5,8931.0,10658.5,-275.5,275.5,9.85730031201278,-0.020540096081232837,0.04236878889982032,0,8.700433333333333,9.0,10.0,0.9976666666666667,29.547,29.546266666666668,0.13755148839929118
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,10000.0,9792.5,9168.0,11539.0,-207.5,207.5,10.130010691536492,0.023761372041702544,-0.025965601458880272,0,8.9121,9.0,10.0,0.9969,29.547,29.546266666666668,0.11645639690809759
TRANSLATOR_SPACE_GRAY,TRANSLATOR,10000.0,8429.0,8118.0,10279.5,-1571.0,1571.0,9.423803563598405,0.02224951008813774,0.008557133475702638,0,8.402166666666666,9.0,9.0,0.9975,29.547,29.546266666666668,0.17792943185213894
TRANSLATOR_VOID_BLUE,TRANSLATOR,10000.0,11564.0,9467.0,11880.5,1564.0,1564.0,10.833165737574816,-0.015946063588321586,0.0429255125212431,0,9.524666666666667,10.0,10.0,0.9972333333333333,29.547,29.546266666666668,0.09518388601730357
UV_VISOR_AMBER,UV_VISOR,10000.0,7130.0,6488.5,10035.5,-2870.0,2870.0,8.005040545986695,-0.010156054235472032,0.16417137700566453,1,10.3205,10.0,13.0,0.9978333333333333,49.56796666666666,49.567233333333334,0.11936378722147709
UV_VISOR_MAGENTA,UV_VISOR,10000.0,11531.5,9726.5,12380.0,1531.5,1531.5,11.202458468393116,0.0031987198977265047,0.0828552876287656,0,14.0916,14.0,15.0,0.9979666666666667,49.56796666666666,49.567233333333334,0.11853192810370489
UV_VISOR_ORANGE,UV_VISOR,10000.0,9340.5,9322.5,11606.5,-659.5,659.5,10.460568900706244,-0.028120258447546946,0.02543174825988892,0,13.2841,13.0,15.0,0.9981,49.56796666666666,49.567233333333334,0.11853192810370489
UV_VISOR_RED,UV_VISOR,10000.0,11722.5,9916.5,12471.0,1722.5,1722.5,11.030453044325592,-0.006037496582759394,0.004105478383999106,0,14.039433333333333,14.0,16.0,0.9980666666666667,49.56796666666666,49.567233333333334,0.11853192810370489
UV_VISOR_YELLOW,UV_VISOR,10000.0,10071.0,9733.5,12294.0,71.0,71.0,11.006158829372213,-0.001894475789201651,0.060781557748230686,0,13.909966666666667,14.0,15.0,0.9982666666666666,49.56796666666666,49.567233333333334,0.11853192810370489
