product,category,day,side_proxy,horizon,signed_markout_mean,signed_markout_t,count
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,buyer_aggressive,25,6.296153846153846,1.5755810686458183,130
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,buyer_aggressive,50,15.282945736434108,2.126710815579885,130
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,buyer_aggressive,100,23.453125,2.246809499092425,130
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,seller_aggressive,1,-1.116,-1.4032236195526506,125
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,seller_aggressive,5,-5.060483870967742,-2.4713921798562413,125
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,seller_aggressive,10,-8.129032258064516,-2.9019388832517574,125
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,seller_aggressive,25,-5.741935483870968,-1.1850018865570269,125
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,seller_aggressive,50,-6.306451612903226,-0.9254604482090544,125
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,seller_aggressive,100,-8.100806451612904,-0.7228936807174576,125
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,buyer_aggressive,1,-0.4533898305084746,-0.44468978949420696,118
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,buyer_aggressive,5,1.8559322033898304,0.9054042887893954,118
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,buyer_aggressive,10,3.8974358974358974,1.3033535160568899,118
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,buyer_aggressive,25,5.52991452991453,1.2509343663632142,118
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,buyer_aggressive,50,3.4525862068965516,0.5283710691090162,118
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,buyer_aggressive,100,-4.149122807017544,-0.42624693789355456,118
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,seller_aggressive,1,1.0267175572519085,1.0645134748347718,131
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,seller_aggressive,5,1.282442748091603,0.61364482798541,131
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,seller_aggressive,10,3.072519083969466,1.0393654007819373,131
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,seller_aggressive,25,2.7423076923076923,0.5821719158118083,131
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,seller_aggressive,50,3.0193798449612403,0.4633570057473851,131
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,seller_aggressive,100,2.503875968992248,0.27457340735352004,131
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,buyer_aggressive,1,0.1590909090909091,0.17222096735579978,110
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,buyer_aggressive,5,3.0,1.3510600514716127,110
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,buyer_aggressive,10,2.7,0.8267132385243653,110
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,buyer_aggressive,25,7.1454545454545455,1.2627078114064185,110
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,buyer_aggressive,50,11.540909090909091,1.4300022717749163,110
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,buyer_aggressive,100,5.203703703703703,0.4971419741519692,110
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,seller_aggressive,1,-0.8697478991596639,-0.9631020383688542,119
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,seller_aggressive,5,-2.8529411764705883,-1.2742084407749052,119
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,seller_aggressive,10,-3.726890756302521,-1.2005946462319426,119
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,seller_aggressive,25,-5.147058823529412,-1.0304254051339652,119
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,seller_aggressive,50,-8.815126050420169,-1.236982051281593,119
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,seller_aggressive,100,-10.298319327731093,-1.0749686492377277,119
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,buyer_aggressive,1,-0.3346153846153846,-0.3452346184733271,130
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,buyer_aggressive,5,-4.6038461538461535,-2.1467860532631344,130
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,buyer_aggressive,10,-2.3346153846153848,-0.7265854332190909,130
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,buyer_aggressive,25,-2.0692307692307694,-0.388300387522172,130
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,buyer_aggressive,50,8.868217054263566,1.2704744778775565,130
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,buyer_aggressive,100,-8.53515625,-0.9503562715735986,130
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,seller_aggressive,1,2.056,2.161788886488565,125
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,seller_aggressive,5,4.008064516129032,1.8589848131417297,125
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,seller_aggressive,10,-0.46774193548387094,-0.1475600470301064,125
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,seller_aggressive,25,5.564516129032258,1.0579038248736259,125
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,seller_aggressive,50,17.262096774193548,2.507379666466888,125
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,seller_aggressive,100,7.044354838709677,0.7841283037043275,125
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,buyer_aggressive,1,-0.8771186440677966,-1.0184327813113565,118
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,buyer_aggressive,5,-0.7923728813559322,-0.38551818158181295,118
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,buyer_aggressive,10,-3.628205128205128,-1.2497895417023293,118
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,buyer_aggressive,25,-9.384615384615385,-1.9410822197503874,118
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,buyer_aggressive,50,-20.288793103448278,-2.817182640326368,118
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,buyer_aggressive,100,-33.49122807017544,-3.3850618741462712,118
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,seller_aggressive,1,0.022900763358778626,0.02396162430155584,131
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,seller_aggressive,5,0.5152671755725191,0.2339198426460083,131
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,seller_aggressive,10,-1.0038167938931297,-0.3219791055725237,131
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,seller_aggressive,25,3.3923076923076922,0.6551459464403935,131
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,seller_aggressive,50,10.348837209302326,1.3999420992106573,131
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,seller_aggressive,100,35.29457364341085,3.744854774968247,131
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,buyer_aggressive,1,1.190909090909091,1.1830908580525357,110
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,buyer_aggressive,5,2.022727272727273,0.9035992049517059,110
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,buyer_aggressive,10,-1.1681818181818182,-0.40314280746951775,110
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,buyer_aggressive,25,-0.22272727272727272,-0.03928394900766256,110
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,buyer_aggressive,50,13.040909090909091,1.6802746618722848,110
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,buyer_aggressive,100,32.263888888888886,2.9113405415760925,110
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,seller_aggressive,1,-1.0084033613445378,-0.972934111673857,119
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,seller_aggressive,5,3.1176470588235294,1.5141297228907655,119
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,seller_aggressive,10,3.9831932773109244,1.3481132362690917,119
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,seller_aggressive,25,8.205882352941176,1.6684576930536488,119
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,seller_aggressive,50,4.336134453781512,0.5947326659610246,119
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,seller_aggressive,100,1.8865546218487395,0.17647524768154788,119
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,buyer_aggressive,1,-1.126923076923077,-1.3134468902477,130
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,buyer_aggressive,5,-2.6923076923076925,-1.2225425649427808,130
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,buyer_aggressive,10,-5.553846153846154,-1.790447518304253,130
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,buyer_aggressive,25,-9.176923076923076,-1.8393297924950056,130
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,buyer_aggressive,50,-14.569767441860465,-1.9692608977259616,130
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,buyer_aggressive,100,-9.83984375,-0.9941204196655573,130
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,seller_aggressive,1,-1.912,-1.7722175399915086,125
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,seller_aggressive,5,-0.012096774193548387,-0.005131653971361913,125
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,seller_aggressive,10,2.2338709677419355,0.6166041522358175,125
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,seller_aggressive,25,5.991935483870968,1.1068566788917076,125
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,seller_aggressive,50,8.181451612903226,1.0739751789559242,125
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,seller_aggressive,100,11.540322580645162,1.1537160899848131,125
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,buyer_aggressive,1,0.1440677966101695,0.13761971522178168,118
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,buyer_aggressive,5,0.9576271186440678,0.40842290394346364,118
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,buyer_aggressive,10,-0.782051282051282,-0.23758018427707409,118
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,buyer_aggressive,25,-3.5213675213675213,-0.7696134723418065,118
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,buyer_aggressive,50,2.6120689655172415,0.39947690183790424,118
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,buyer_aggressive,100,-4.5964912280701755,-0.4893484103558498,118
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,seller_aggressive,1,0.6145038167938931,0.6749741215772805,131
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,seller_aggressive,5,-1.8893129770992367,-0.8868651700636722,131
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,seller_aggressive,10,-1.6946564885496183,-0.5471802105198064,131
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,seller_aggressive,25,-2.580769230769231,-0.5511198694334003,131
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,seller_aggressive,50,-2.189922480620155,-0.3651464766500378,131
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,seller_aggressive,100,-1.2170542635658914,-0.14843431188006817,131
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,buyer_aggressive,1,0.4681818181818182,0.5110429571431504,110
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,buyer_aggressive,5,0.43636363636363634,0.21436398114097133,110
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,buyer_aggressive,10,-3.1863636363636365,-1.1596497212312773,110
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,buyer_aggressive,25,4.427272727272728,1.054883865316613,110
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,buyer_aggressive,50,1.809090909090909,0.2704315764716942,110
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,buyer_aggressive,100,-6.962962962962963,-0.7167750575699491,110
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,seller_aggressive,1,-0.4495798319327731,-0.5204488046309873,119
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,seller_aggressive,5,-2.0840336134453783,-1.1260722621892802,119
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,seller_aggressive,10,-0.5126050420168067,-0.19692946100734293,119
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,seller_aggressive,25,8.289915966386555,1.9007946041103505,119
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,seller_aggressive,50,7.69327731092437,1.228229185037331,119
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,seller_aggressive,100,16.95378151260504,2.0803532575176233,119
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,buyer_aggressive,1,-0.9653846153846154,-1.0951571985968214,130
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,buyer_aggressive,5,1.1884615384615385,0.6731927064904574,130
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,buyer_aggressive,10,2.2,0.867666924531606,130
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,buyer_aggressive,25,6.846153846153846,1.5206760085636202,130
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,buyer_aggressive,50,3.2829457364341086,0.47743063319808743,130
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,buyer_aggressive,100,1.6640625,0.1905836242626514,130
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,seller_aggressive,1,-0.08,-0.08948891885467358,125
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,seller_aggressive,5,-3.338709677419355,-1.8319642977596706,125
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,seller_aggressive,10,-3.4596774193548385,-1.2779741395596356,125
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,seller_aggressive,25,-4.592741935483871,-1.060520609894603,125
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,seller_aggressive,50,-6.645161290322581,-1.0052592910401406,125
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,seller_aggressive,100,-9.278225806451612,-1.0350040455783829,125
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,buyer_aggressive,1,-1.152542372881356,-1.2017156766902324,118
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,buyer_aggressive,5,-0.2542372881355932,-0.12398009720869164,118
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,buyer_aggressive,10,0.7307692307692307,0.25685363894041435,118
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,buyer_aggressive,25,-8.726495726495726,-1.8872373656703687,118
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,buyer_aggressive,50,-17.629310344827587,-2.6190789099955905,118
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,buyer_aggressive,100,-24.37280701754386,-2.328692730035581,118
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,seller_aggressive,1,-0.0916030534351145,-0.09875923119194843,131
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,seller_aggressive,5,-3.381679389312977,-1.4842101797039176,131
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,seller_aggressive,10,-3.6106870229007635,-1.1547949064869047,131
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,seller_aggressive,25,-7.4423076923076925,-1.5737592341082722,131
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,seller_aggressive,50,-9.515503875968992,-1.3703567014643374,131
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,seller_aggressive,100,-4.248062015503876,-0.4777295936081532,131
MICROCHIP_CIRCLE,MICROCHIP,2,buyer_aggressive,1,-0.5364583333333334,-0.5195003891733223,96
MICROCHIP_CIRCLE,MICROCHIP,2,buyer_aggressive,5,-2.2135416666666665,-1.032957481823749,96
MICROCHIP_CIRCLE,MICROCHIP,2,buyer_aggressive,10,-2.71875,-0.9097430219402166,96
MICROCHIP_CIRCLE,MICROCHIP,2,buyer_aggressive,25,-1.6421052631578947,-0.3296170383413289,96
MICROCHIP_CIRCLE,MICROCHIP,2,buyer_aggressive,50,-7.531914893617022,-1.0465970284554045,96
MICROCHIP_CIRCLE,MICROCHIP,2,buyer_aggressive,100,-14.601063829787234,-1.5617774848604296,96
MICROCHIP_CIRCLE,MICROCHIP,2,seller_aggressive,1,-0.7435897435897436,-0.6928759633394862,78
MICROCHIP_CIRCLE,MICROCHIP,2,seller_aggressive,5,-0.9294871794871795,-0.39442665645500113,78
MICROCHIP_CIRCLE,MICROCHIP,2,seller_aggressive,10,-2.878205128205128,-0.8482569827134251,78
MICROCHIP_CIRCLE,MICROCHIP,2,seller_aggressive,25,4.666666666666667,0.8422841642508192,78
MICROCHIP_CIRCLE,MICROCHIP,2,seller_aggressive,50,-0.9166666666666666,-0.12284813299818918,78
MICROCHIP_CIRCLE,MICROCHIP,2,seller_aggressive,100,11.538461538461538,1.1258436250392134,78
MICROCHIP_CIRCLE,MICROCHIP,3,buyer_aggressive,1,-0.6153846153846154,-0.6216218131996476,104
MICROCHIP_CIRCLE,MICROCHIP,3,buyer_aggressive,5,-0.5048076923076923,-0.26112969354090415,104
MICROCHIP_CIRCLE,MICROCHIP,3,buyer_aggressive,10,-3.0096153846153846,-1.0468368393874636,104
MICROCHIP_CIRCLE,MICROCHIP,3,buyer_aggressive,25,-2.2403846153846154,-0.5081835937287864,104
MICROCHIP_CIRCLE,MICROCHIP,3,buyer_aggressive,50,-3.320388349514563,-0.4989385773394027,104
MICROCHIP_CIRCLE,MICROCHIP,3,buyer_aggressive,100,-5.820388349514563,-0.6269078587267028,104
MICROCHIP_CIRCLE,MICROCHIP,3,seller_aggressive,1,0.2,0.2188367275676919,90
MICROCHIP_CIRCLE,MICROCHIP,3,seller_aggressive,5,-0.9833333333333333,-0.41790156912022786,90
MICROCHIP_CIRCLE,MICROCHIP,3,seller_aggressive,10,1.1777777777777778,0.35399789099015544,90
MICROCHIP_CIRCLE,MICROCHIP,3,seller_aggressive,25,-0.9055555555555556,-0.2050542023495175,90
MICROCHIP_CIRCLE,MICROCHIP,3,seller_aggressive,50,5.605555555555555,0.871070911759047,90
MICROCHIP_CIRCLE,MICROCHIP,3,seller_aggressive,100,19.151685393258425,1.9779393326658363,90
MICROCHIP_CIRCLE,MICROCHIP,4,buyer_aggressive,1,1.855,2.005528524909579,100
