day,product,category,net_change,return_std_1,spread_mean,spread_p95,quote_update_rate
3,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,-158.0,9.276069179717762,11.8828,13.0,0.9983
4,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,1390.0,12.471518946169702,12.8535,14.0,0.9956
2,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,-1570.0,12.378206353641335,11.993,14.0,0.9682
3,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,1000.0,10.07222363421723,11.7984,12.0,0.9738
4,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,-10.0,10.354730469139263,11.79,12.0,0.9727
2,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,1828.5,11.132813006551492,14.0454,15.0,0.9983
3,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,111.0,11.93216460195295,14.91,16.0,0.9987
4,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,1958.5,12.912809999136845,16.2084,18.0,0.9981
2,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,106.5,9.854201267615904,12.6696,14.0,0.998
3,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,-390.5,10.283117156032121,13.101,14.0,0.9983
4,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,440.5,9.498585633095404,12.0101,13.0,0.9981
2,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,999.5,10.669231485842818,13.4889,14.0,0.999
3,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,-1467.0,10.052924411112388,12.6717,14.0,0.9976
4,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,18.5,9.548460933490707,12.1881,13.0,0.9984
2,PANEL_1X2,PANEL,-1568.5,9.406838913297594,11.8891,13.0,0.9981
3,PANEL_1X2,PANEL,425.0,8.385168798570058,10.7469,12.0,0.9979
4,PANEL_1X2,PANEL,846.5,9.3340925492311,11.8933,13.0,0.9983
2,PANEL_1X4,PANEL,1065.0,10.146565782326583,8.8769,10.0,0.9971
3,PANEL_1X4,PANEL,-2372.0,9.698192693556788,8.5579,10.0,0.9967
4,PANEL_1X4,PANEL,497.5,8.528117931235395,7.6951,8.0,0.9984
2,PANEL_2X2,PANEL,111.5,9.862958798267313,8.7079,9.0,0.9963
3,PANEL_2X2,PANEL,-883.5,10.067278108533236,8.9785,10.0,0.9971
4,PANEL_2X2,PANEL,196.0,8.811497846588894,7.86,9.0,0.9982
2,PANEL_2X4,PANEL,738.0,10.638481492816414,9.4145,10.0,0.9964
3,PANEL_2X4,PANEL,738.0,11.226705251206232,9.7905,11.0,0.9975
4,PANEL_2X4,PANEL,894.5,11.96427606157704,10.3165,11.0,0.9981
2,PANEL_4X4,PANEL,-321.5,10.104430274704393,8.8933,10.0,0.9973
3,PANEL_4X4,PANEL,573.5,9.665625717596726,8.4874,9.0,0.9979
4,PANEL_4X4,PANEL,-1127.0,10.095181027388223,8.8707,10.0,0.9977
2,PEBBLES_L,PEBBLES,103.0,15.031198597771475,12.6451,14.0,0.9969
3,PEBBLES_L,PEBBLES,894.5,15.103138543232026,13.0568,14.0,0.9972
4,PEBBLES_L,PEBBLES,-1888.5,14.941991491520044,13.3596,15.0,0.9973
2,PEBBLES_M,PEBBLES,-985.5,15.123200857193721,12.5074,13.0,0.997
3,PEBBLES_M,PEBBLES,2039.0,15.109757826927009,13.017,15.0,0.9978
4,PEBBLES_M,PEBBLES,-364.0,15.167535585408693,13.8383,15.0,0.9978
2,PEBBLES_S,PEBBLES,-840.0,14.976837263762112,12.3986,14.0,0.9975
3,PEBBLES_S,PEBBLES,-177.0,15.173850395527191,11.8676,13.0,0.9954
4,PEBBLES_S,PEBBLES,-937.0,14.91044042537552,10.3884,12.0,0.9974
2,PEBBLES_XL,PEBBLES,3674.5,30.287850084922773,14.6479,18.0,0.9992
3,PEBBLES_XL,PEBBLES,-1552.5,30.319908960992684,16.9137,19.0,0.9992
4,PEBBLES_XL,PEBBLES,4014.0,30.334688898953793,18.3307,21.0,0.9985
2,PEBBLES_XS,PEBBLES,-1951.5,15.177691198953605,11.853,13.0,0.9977
3,PEBBLES_XS,PEBBLES,-1203.5,15.039033344391825,9.2305,11.0,0.9971
4,PEBBLES_XS,PEBBLES,-823.5,14.940965139077768,8.1511,9.0,0.9978
2,ROBOT_DISHES,ROBOT,-79.0,9.653311601141203,6.9537,8.0,0.9967
3,ROBOT_DISHES,ROBOT,218.5,10.010186726400887,7.2834,8.0,0.9956
4,ROBOT_DISHES,ROBOT,1077.0,27.47731610128463,7.8137,8.0,0.8541
2,ROBOT_IRONING,ROBOT,-490.0,12.397880474012233,6.8526,8.0,0.9325
3,ROBOT_IRONING,ROBOT,-2000.0,9.83999802397411,6.4312,8.0,0.9268
4,ROBOT_IRONING,ROBOT,330.0,8.756425976976605,5.895,6.0,0.919
2,ROBOT_LAUNDRY,ROBOT,252.0,10.325187010115094,7.4533,8.0,0.9972
3,ROBOT_LAUNDRY,ROBOT,-751.5,10.081448508696456,7.3754,8.0,0.997
4,ROBOT_LAUNDRY,ROBOT,-219.0,9.011243579229395,6.6665,7.0,0.9993
2,ROBOT_MOPPING,ROBOT,-179.5,10.543113117676274,7.629,8.0,0.9979
3,ROBOT_MOPPING,ROBOT,2352.5,11.117965134521532,7.9137,9.0,0.9966
4,ROBOT_MOPPING,ROBOT,-582.5,11.742951544665207,8.3693,9.0,0.9966
2,ROBOT_VACUUMING,ROBOT,64.0,9.753372990552657,7.1303,8.0,0.9964
3,ROBOT_VACUUMING,ROBOT,-1466.5,9.288488673138813,6.7227,8.0,0.9976
4,ROBOT_VACUUMING,ROBOT,-309.0,8.630854153743622,6.4069,7.0,0.9978
2,SLEEP_POD_COTTON,SLEEP_POD,1123.0,10.802734712293839,9.4377,10.0,0.9965
3,SLEEP_POD_COTTON,SLEEP_POD,1075.5,11.456520292485266,9.9012,11.0,0.9974
4,SLEEP_POD_COTTON,SLEEP_POD,-784.0,12.691661375839583,10.8117,12.0,0.9985
2,SLEEP_POD_LAMB_WOOL,SLEEP_POD,404.5,10.724408665381878,9.465,10.0,0.998
3,SLEEP_POD_LAMB_WOOL,SLEEP_POD,395.5,10.460590109078439,9.2244,10.0,0.9979
4,SLEEP_POD_LAMB_WOOL,SLEEP_POD,16.0,10.947861369850228,9.5109,10.0,0.9959
2,SLEEP_POD_NYLON,SLEEP_POD,-1123.0,9.544396604817676,8.4758,9.0,0.9972
3,SLEEP_POD_NYLON,SLEEP_POD,828.5,9.21488703238533,8.2383,9.0,0.9979
4,SLEEP_POD_NYLON,SLEEP_POD,1020.5,10.083183717197173,8.9799,10.0,0.9969
2,SLEEP_POD_POLYESTER,SLEEP_POD,1765.5,10.82289836439388,9.4038,10.0,0.9971
3,SLEEP_POD_POLYESTER,SLEEP_POD,1118.5,11.983239667674182,10.4341,11.0,0.9977
4,SLEEP_POD_POLYESTER,SLEEP_POD,-917.0,12.784008621880439,11.0492,12.0,0.9981
2,SLEEP_POD_SUEDE,SLEEP_POD,1099.0,10.303628182966671,9.0625,10.0,0.9958
3,SLEEP_POD_SUEDE,SLEEP_POD,1048.0,11.892543982767629,10.3474,11.0,0.9971
4,SLEEP_POD_SUEDE,SLEEP_POD,-338.0,11.990882523754626,10.4385,11.0,0.9972
2,SNACKPACK_CHOCOLATE,SNACKPACK,-84.5,6.598739444985803,16.6809,18.0,0.9984
3,SNACKPACK_CHOCOLATE,SNACKPACK,-75.0,6.580859008171465,16.5526,17.0,0.9972
4,SNACKPACK_CHOCOLATE,SNACKPACK,-181.5,6.547840895183099,16.18,17.0,0.9979
2,SNACKPACK_PISTACHIO,SNACKPACK,-489.0,5.303893363164138,16.1945,17.0,0.9984
3,SNACKPACK_PISTACHIO,SNACKPACK,-123.5,5.241132163523171,15.9062,17.0,0.9973
4,SNACKPACK_PISTACHIO,SNACKPACK,-282.0,5.167871521204814,15.6762,17.0,0.9976
2,SNACKPACK_RASPBERRY,SNACKPACK,239.5,8.11401064664633,16.8385,18.0,0.9979
3,SNACKPACK_RASPBERRY,SNACKPACK,-110.0,8.118987780531208,16.8981,18.0,0.9982
4,SNACKPACK_RASPBERRY,SNACKPACK,180.0,8.0429791663519,16.7908,18.0,0.9987
2,SNACKPACK_STRAWBERRY,SNACKPACK,436.0,8.155213078145463,17.1988,18.0,0.9984
3,SNACKPACK_STRAWBERRY,SNACKPACK,357.5,8.160442106452367,17.9541,19.0,0.9981
4,SNACKPACK_STRAWBERRY,SNACKPACK,97.5,8.083987264834882,18.3265,19.0,0.9987
2,SNACKPACK_VANILLA,SNACKPACK,52.5,6.554890598087382,16.833,18.0,0.9986
3,SNACKPACK_VANILLA,SNACKPACK,-28.0,6.48504458888913,16.7542,18.0,0.9968
4,SNACKPACK_VANILLA,SNACKPACK,303.5,6.499715612700908,17.0188,18.0,0.9984
2,TRANSLATOR_ASTRO_BLACK,TRANSLATOR,155.0,10.050368734942738,8.813,9.0,0.9969
3,TRANSLATOR_ASTRO_BLACK,TRANSLATOR,-1016.5,9.04889317749256,8.0766,9.0,0.9977
4,TRANSLATOR_ASTRO_BLACK,TRANSLATOR,-196.5,9.217506784654331,8.2096,9.0,0.9979
2,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,256.5,9.665919667176121,8.576,9.0,0.9977
3,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,-632.0,10.063603260395944,8.8449,10.0,0.9972
4,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,111.0,9.839099976895827,8.6804,9.0,0.9981
2,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,-662.5,9.801895272279522,8.6867,9.0,0.9965
3,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,1713.0,9.982138147297706,8.8242,10.0,0.9968
4,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,-1260.5,10.587830525633088,9.2254,10.0,0.9974
2,TRANSLATOR_SPACE_GRAY,TRANSLATOR,-507.0,9.661542233649415,8.6269,9.0,0.9977
3,TRANSLATOR_SPACE_GRAY,TRANSLATOR,637.5,9.582156546199258,8.5417,9.0,0.9972
4,TRANSLATOR_SPACE_GRAY,TRANSLATOR,-1689.5,9.013976835919033,8.0379,9.0,0.9976
2,TRANSLATOR_VOID_BLUE,TRANSLATOR,1082.0,10.169379275261951,9.003,10.0,0.9975
3,TRANSLATOR_VOID_BLUE,TRANSLATOR,-425.5,11.080573998690685,9.7577,10.0,0.9965
4,TRANSLATOR_VOID_BLUE,TRANSLATOR,871.0,11.219946090304392,9.8133,11.0,0.9977
2,UV_VISOR_AMBER,UV_VISOR,-1499.5,9.14691866001712,11.8268,13.0,0.9981
3,UV_VISOR_AMBER,UV_VISOR,-1109.0,7.71850471419181,10.0387,11.0,0.9978
4,UV_VISOR_AMBER,UV_VISOR,-255.0,7.00037861441207,9.096,10.0,0.9976
2,UV_VISOR_MAGENTA,UV_VISOR,1299.5,10.504073182309487,13.2634,14.0,0.9977
3,UV_VISOR_MAGENTA,UV_VISOR,254.0,11.599886475682755,14.3765,15.0,0.9981
4,UV_VISOR_MAGENTA,UV_VISOR,-49.0,11.472026737551653,14.6349,16.0,0.9981
2,UV_VISOR_ORANGE,UV_VISOR,154.5,9.978915373127053,12.6553,13.0,0.998
3,UV_VISOR_ORANGE,UV_VISOR,114.0,10.578861114860153,13.4513,14.0,0.9984
4,UV_VISOR_ORANGE,UV_VISOR,-948.0,10.807105105686695,13.7457,15.0,0.9979
2,UV_VISOR_RED,UV_VISOR,842.0,10.800978746360952,13.7181,15.0,0.9977
3,UV_VISOR_RED,UV_VISOR,182.0,10.486942543928453,13.5135,14.0,0.9978
4,UV_VISOR_RED,UV_VISOR,698.0,11.764246978627337,14.8867,16.0,0.9987
2,UV_VISOR_YELLOW,UV_VISOR,1567.5,10.776860866051083,13.7314,15.0,0.9982
3,UV_VISOR_YELLOW,UV_VISOR,466.0,11.52796413137313,14.4349,15.0,0.9987
4,UV_VISOR_YELLOW,UV_VISOR,-1985.5,10.692519111410746,13.5636,16.0,0.9979
