product,category,day,trade_count,trade_volume,avg_abs_trade_vs_mid,buyer_aggressive_rate,seller_aggressive_rate,avg_spread_at_trade
PEBBLES_XS,PEBBLES,3,230,829,4.636956521739131,0.5130434782608696,0.48695652173913045,9.273913043478261
PEBBLES_XS,PEBBLES,4,202,700,4.066831683168317,0.4900990099009901,0.5099009900990099,8.133663366336634
ROBOT_DISHES,ROBOT,2,229,562,3.4716157205240177,0.48034934497816595,0.519650655021834,6.943231441048035
ROBOT_DISHES,ROBOT,3,255,649,3.6254901960784314,0.5098039215686274,0.49019607843137253,7.250980392156863
ROBOT_DISHES,ROBOT,4,249,594,3.9076305220883536,0.4738955823293173,0.5261044176706827,7.815261044176707
ROBOT_IRONING,ROBOT,2,229,562,3.423580786026201,0.48034934497816595,0.519650655021834,6.847161572052402
ROBOT_IRONING,ROBOT,3,255,649,3.1901960784313728,0.5098039215686274,0.49019607843137253,6.3803921568627455
ROBOT_IRONING,ROBOT,4,249,594,2.9518072289156625,0.4738955823293173,0.5261044176706827,5.903614457831325
ROBOT_LAUNDRY,ROBOT,2,229,562,3.722707423580786,0.48034934497816595,0.519650655021834,7.445414847161572
ROBOT_LAUNDRY,ROBOT,3,255,649,3.664705882352941,0.5098039215686274,0.49019607843137253,7.329411764705882
ROBOT_LAUNDRY,ROBOT,4,249,594,3.3514056224899598,0.4738955823293173,0.5261044176706827,6.7028112449799195
ROBOT_MOPPING,ROBOT,2,229,562,3.8100436681222707,0.48034934497816595,0.519650655021834,7.620087336244541
ROBOT_MOPPING,ROBOT,3,255,649,3.9705882352941178,0.5098039215686274,0.49019607843137253,7.9411764705882355
ROBOT_MOPPING,ROBOT,4,249,594,4.180722891566265,0.4738955823293173,0.5261044176706827,8.36144578313253
ROBOT_VACUUMING,ROBOT,2,229,562,3.596069868995633,0.48034934497816595,0.519650655021834,7.192139737991266
ROBOT_VACUUMING,ROBOT,3,255,649,3.3215686274509806,0.5098039215686274,0.49019607843137253,6.643137254901961
ROBOT_VACUUMING,ROBOT,4,249,594,3.218875502008032,0.4738955823293173,0.5261044176706827,6.437751004016064
SLEEP_POD_COTTON,SLEEP_POD,2,229,562,4.718340611353712,0.48034934497816595,0.519650655021834,9.436681222707424
SLEEP_POD_COTTON,SLEEP_POD,3,255,649,4.923529411764706,0.5098039215686274,0.49019607843137253,9.847058823529412
SLEEP_POD_COTTON,SLEEP_POD,4,249,594,5.403614457831325,0.4738955823293173,0.5261044176706827,10.80722891566265
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,229,562,4.7663755458515285,0.48034934497816595,0.519650655021834,9.532751091703057
SLEEP_POD_LAMB_WOOL,SLEEP_POD,3,255,649,4.6,0.5098039215686274,0.49019607843137253,9.2
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,249,594,4.732931726907631,0.4738955823293173,0.5261044176706827,9.465863453815262
SLEEP_POD_NYLON,SLEEP_POD,2,229,562,4.262008733624454,0.48034934497816595,0.519650655021834,8.524017467248909
SLEEP_POD_NYLON,SLEEP_POD,3,255,649,4.107843137254902,0.5098039215686274,0.49019607843137253,8.215686274509803
SLEEP_POD_NYLON,SLEEP_POD,4,249,594,4.481927710843373,0.4738955823293173,0.5261044176706827,8.963855421686747
SLEEP_POD_POLYESTER,SLEEP_POD,2,229,562,4.692139737991266,0.48034934497816595,0.519650655021834,9.384279475982533
SLEEP_POD_POLYESTER,SLEEP_POD,3,255,649,5.154901960784314,0.5098039215686274,0.49019607843137253,10.309803921568628
SLEEP_POD_POLYESTER,SLEEP_POD,4,249,594,5.536144578313253,0.4738955823293173,0.5261044176706827,11.072289156626505
SLEEP_POD_SUEDE,SLEEP_POD,2,229,562,4.558951965065503,0.48034934497816595,0.519650655021834,9.117903930131005
SLEEP_POD_SUEDE,SLEEP_POD,3,255,649,5.125490196078432,0.5098039215686274,0.49019607843137253,10.250980392156864
SLEEP_POD_SUEDE,SLEEP_POD,4,249,594,5.253012048192771,0.4738955823293173,0.5261044176706827,10.506024096385541
SNACKPACK_CHOCOLATE,SNACKPACK,2,229,562,8.353711790393014,0.48034934497816595,0.519650655021834,16.707423580786028
SNACKPACK_CHOCOLATE,SNACKPACK,3,255,649,8.239215686274509,0.5098039215686274,0.49019607843137253,16.478431372549018
SNACKPACK_CHOCOLATE,SNACKPACK,4,249,594,8.110441767068274,0.4738955823293173,0.5261044176706827,16.220883534136547
SNACKPACK_PISTACHIO,SNACKPACK,2,229,562,8.087336244541484,0.48034934497816595,0.519650655021834,16.17467248908297
SNACKPACK_PISTACHIO,SNACKPACK,3,255,649,7.8843137254901965,0.5098039215686274,0.49019607843137253,15.768627450980393
SNACKPACK_PISTACHIO,SNACKPACK,4,249,594,7.843373493975903,0.4738955823293173,0.5261044176706827,15.686746987951807
SNACKPACK_RASPBERRY,SNACKPACK,2,229,562,8.445414847161572,0.48034934497816595,0.519650655021834,16.890829694323145
SNACKPACK_RASPBERRY,SNACKPACK,3,255,649,8.409803921568628,0.5098039215686274,0.49019607843137253,16.819607843137256
SNACKPACK_RASPBERRY,SNACKPACK,4,249,594,8.413654618473895,0.4738955823293173,0.5261044176706827,16.82730923694779
SNACKPACK_STRAWBERRY,SNACKPACK,2,229,562,8.655021834061136,0.48034934497816595,0.519650655021834,17.310043668122272
SNACKPACK_STRAWBERRY,SNACKPACK,3,255,649,8.929411764705883,0.5098039215686274,0.49019607843137253,17.858823529411765
SNACKPACK_STRAWBERRY,SNACKPACK,4,249,594,9.144578313253012,0.4738955823293173,0.5261044176706827,18.289156626506024
SNACKPACK_VANILLA,SNACKPACK,2,229,562,8.458515283842795,0.48034934497816595,0.519650655021834,16.91703056768559
SNACKPACK_VANILLA,SNACKPACK,3,255,649,8.35686274509804,0.5098039215686274,0.49019607843137253,16.71372549019608
SNACKPACK_VANILLA,SNACKPACK,4,249,594,8.514056224899598,0.4738955823293173,0.5261044176706827,17.028112449799195
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,2,229,562,4.41703056768559,0.48034934497816595,0.519650655021834,8.83406113537118
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,3,255,649,3.996078431372549,0.5098039215686274,0.49019607843137253,7.992156862745098
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,4,249,594,4.106425702811245,0.4738955823293173,0.5261044176706827,8.21285140562249
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,2,229,562,4.286026200873362,0.48034934497816595,0.519650655021834,8.572052401746724
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,3,255,649,4.401960784313726,0.5098039215686274,0.49019607843137253,8.803921568627452
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,4,249,594,4.353413654618474,0.4738955823293173,0.5261044176706827,8.706827309236948
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,2,229,562,4.334061135371179,0.48034934497816595,0.519650655021834,8.668122270742359
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,3,255,649,4.376470588235295,0.5098039215686274,0.49019607843137253,8.75294117647059
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,4,249,594,4.640562248995984,0.4738955823293173,0.5261044176706827,9.281124497991968
TRANSLATOR_SPACE_GRAY,TRANSLATOR,2,229,562,4.349344978165939,0.48034934497816595,0.519650655021834,8.698689956331878
TRANSLATOR_SPACE_GRAY,TRANSLATOR,3,255,649,4.249019607843137,0.5098039215686274,0.49019607843137253,8.498039215686275
TRANSLATOR_SPACE_GRAY,TRANSLATOR,4,249,594,4.026104417670683,0.4738955823293173,0.5261044176706827,8.052208835341366
TRANSLATOR_VOID_BLUE,TRANSLATOR,2,229,562,4.53056768558952,0.48034934497816595,0.519650655021834,9.06113537117904
TRANSLATOR_VOID_BLUE,TRANSLATOR,3,255,649,4.849019607843137,0.5098039215686274,0.49019607843137253,9.698039215686274
TRANSLATOR_VOID_BLUE,TRANSLATOR,4,249,594,4.913654618473895,0.4738955823293173,0.5261044176706827,9.82730923694779
UV_VISOR_AMBER,UV_VISOR,2,229,562,5.945414847161572,0.48034934497816595,0.519650655021834,11.890829694323145
UV_VISOR_AMBER,UV_VISOR,3,255,649,4.988235294117647,0.5098039215686274,0.49019607843137253,9.976470588235294
UV_VISOR_AMBER,UV_VISOR,4,249,594,4.572289156626506,0.4738955823293173,0.5261044176706827,9.144578313253012
UV_VISOR_MAGENTA,UV_VISOR,2,229,562,6.6593886462882095,0.48034934497816595,0.519650655021834,13.318777292576419
UV_VISOR_MAGENTA,UV_VISOR,3,255,649,7.145098039215687,0.5098039215686274,0.49019607843137253,14.290196078431373
UV_VISOR_MAGENTA,UV_VISOR,4,249,594,7.323293172690763,0.4738955823293173,0.5261044176706827,14.646586345381525
UV_VISOR_ORANGE,UV_VISOR,2,229,562,6.334061135371179,0.48034934497816595,0.519650655021834,12.668122270742359
UV_VISOR_ORANGE,UV_VISOR,3,255,649,6.676470588235294,0.5098039215686274,0.49019607843137253,13.352941176470589
UV_VISOR_ORANGE,UV_VISOR,4,249,594,6.865461847389558,0.4738955823293173,0.5261044176706827,13.730923694779117
UV_VISOR_RED,UV_VISOR,2,229,562,6.884279475982533,0.48034934497816595,0.519650655021834,13.768558951965066
UV_VISOR_RED,UV_VISOR,3,255,649,6.7176470588235295,0.5098039215686274,0.49019607843137253,13.435294117647059
UV_VISOR_RED,UV_VISOR,4,249,594,7.471887550200803,0.4738955823293173,0.5261044176706827,14.943775100401606
UV_VISOR_YELLOW,UV_VISOR,2,229,562,6.87117903930131,0.48034934497816595,0.519650655021834,13.74235807860262
UV_VISOR_YELLOW,UV_VISOR,3,255,649,7.17843137254902,0.5098039215686274,0.49019607843137253,14.35686274509804
UV_VISOR_YELLOW,UV_VISOR,4,249,594,6.807228915662651,0.4738955823293173,0.5261044176706827,13.614457831325302
