product,category,window,mean_reversion_beta,half_life,corr_deviation_next_delta
MICROCHIP_RECTANGLE,MICROCHIP,50,-0.0012690540956319513,545.8453419952262,-0.005045812518847209
MICROCHIP_RECTANGLE,MICROCHIP,100,-0.001128193453176909,614.0401745738577,-0.006274779690734552
MICROCHIP_RECTANGLE,MICROCHIP,250,-0.0005094838542040759,1360.1423994024515,-0.004427170241190089
MICROCHIP_RECTANGLE,MICROCHIP,500,-0.0005759215253486673,1203.1978867003,-0.006897105559359128
MICROCHIP_SQUARE,MICROCHIP,50,-0.0016778244589205687,412.77591615042036,-0.00656487019182092
MICROCHIP_SQUARE,MICROCHIP,100,-0.0002817577932464774,2459.7350730862436,-0.0015849680849821998
MICROCHIP_SQUARE,MICROCHIP,250,-6.512277601186227e-08,10643697.949005568,-5.855257969951669e-07
MICROCHIP_SQUARE,MICROCHIP,500,-8.480298747686446e-05,8173.270898718851,-0.0010728000275906076
MICROCHIP_TRIANGLE,MICROCHIP,50,-0.0007372439256011749,939.840418913904,-0.002923752482341516
MICROCHIP_TRIANGLE,MICROCHIP,100,0.00016436589009293483,,0.0009406975014136388
MICROCHIP_TRIANGLE,MICROCHIP,250,0.00010939427811088278,,0.00100121981593481
MICROCHIP_TRIANGLE,MICROCHIP,500,7.475922506964712e-05,,0.0009739216380644945
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,50,-0.008870972288910973,77.789462929455,-0.0314637046784154
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,100,-0.004841591157087553,142.81830770124628,-0.024259186490910193
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,250,-0.002818716618462239,245.56204895138941,-0.021447487333336665
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,500,-0.0016354557267127003,423.47842797614743,-0.01698378058579758
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,50,-0.014160474058922326,48.602035933198486,-0.04746094021247777
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,100,-0.007000405890775168,98.6683050815421,-0.0331346262155752
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,250,-0.003067110246768252,225.64681451052695,-0.02287595537225874
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,500,-0.0016700196007260143,414.7066503521203,-0.017285609983357427
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,50,-0.0007075778803009639,979.2588817629322,-0.002815660436604708
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,100,0.00011507334637398603,,0.0006568235352071724
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,250,-0.0001966833626653443,3523.831419566726,-0.0017750920397038364
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,500,-0.0005538159911604953,1251.23729885489,-0.006697355594159575
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,50,0.0015772884410696433,,0.006463627842935567
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,100,0.001265599485400852,,0.007501846929281847
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,250,0.0005648193271551988,,0.005344687207677491
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,500,0.0004662449584111562,,0.006376599373585145
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,50,-0.003115836756816588,222.11264780080955,-0.01198458056587092
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,100,-0.001939838483752564,356.9754245021224,-0.01050913288332088
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,250,-0.00079260707570871,874.1688899993139,-0.0067014563272098995
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,500,8.94326859153091e-05,,0.0011212312508193474
PANEL_1X2,PANEL,50,0.00018643185874176133,,0.0007525368617055162
PANEL_1X2,PANEL,100,0.00015290648835776725,,0.0008786030153077735
PANEL_1X2,PANEL,250,4.3770914445501874e-05,,0.00039753155531424415
PANEL_1X2,PANEL,500,0.0002053979260453355,,0.0026767527859190266
PANEL_1X4,PANEL,50,0.001000584054609288,,0.004040100860959281
PANEL_1X4,PANEL,100,0.001765701993886954,,0.010508469237639007
PANEL_1X4,PANEL,250,0.0015872067523913858,,0.01615713213253167
PANEL_1X4,PANEL,500,0.0010646040694961647,,0.01621796334178012
PANEL_2X2,PANEL,50,-0.0003623798038623997,1912.4177846474968,-0.0014454418442728593
PANEL_2X2,PANEL,100,-0.0006868659794484836,1008.7981126202895,-0.003873430391921921
PANEL_2X2,PANEL,250,-0.00058201530176866,1190.5966179054055,-0.005111176510621533
PANEL_2X2,PANEL,500,-0.00027469681130344413,2522.970580736083,-0.0033571168010843996
PANEL_2X4,PANEL,50,-0.0004245186177131876,1632.4373402976425,-0.0016891989493759319
PANEL_2X4,PANEL,100,0.00019902268803466487,,0.0011369757549053543
PANEL_2X4,PANEL,250,-2.937089617847044e-05,23599.450187724393,-0.0002681573020113086
PANEL_2X4,PANEL,500,-0.00017403355536157474,3982.489824655351,-0.0021542206826999557
PANEL_4X4,PANEL,50,-2.7361030933379164e-05,25333.025630280703,-0.00010971334267858104
PANEL_4X4,PANEL,100,0.0003318366774790931,,0.00190680706971696
PANEL_4X4,PANEL,250,-0.00024242011768780164,2858.934181555567,-0.002191534524659727
PANEL_4X4,PANEL,500,-0.00019052545563412714,3637.735152318369,-0.0023890324699250938
PEBBLES_L,PEBBLES,50,-0.001245929511682663,555.982724606715,-0.004931763804172026
PEBBLES_L,PEBBLES,100,-0.0008375504946946271,827.2419054494557,-0.004679667006560064
PEBBLES_L,PEBBLES,250,-0.00021286356912663285,3255.951255043898,-0.0018939979448156625
PEBBLES_L,PEBBLES,500,-0.0001746902776551564,3967.51693948616,-0.002193081239852372
PEBBLES_M,PEBBLES,50,-0.0011621612276755987,596.0828081454131,-0.004631299419926703
PEBBLES_M,PEBBLES,100,-0.0009047043186408964,765.8121801360485,-0.0050530728030650915
PEBBLES_M,PEBBLES,250,-0.0008505745114812947,814.5698498343552,-0.007311473670673109
PEBBLES_M,PEBBLES,500,-0.0007649410988956797,905.797896551227,-0.00898237237907275
PEBBLES_S,PEBBLES,50,0.000451888217290825,,0.0018295136281439488
PEBBLES_S,PEBBLES,100,0.00044197063261888216,,0.002554798844498883
PEBBLES_S,PEBBLES,250,6.685791070615535e-05,,0.000610853651184043
PEBBLES_S,PEBBLES,500,-0.0001934667310506398,3582.4253822582846,-0.0024366945240036735
PEBBLES_XL,PEBBLES,50,-0.000951118807001526,728.4237158617802,-0.0038133644091271784
PEBBLES_XL,PEBBLES,100,-0.0014556257958573825,475.8383497973708,-0.008078525587520521
PEBBLES_XL,PEBBLES,250,-0.0018667256634541294,370.97042957725944,-0.015210684587033639
PEBBLES_XL,PEBBLES,500,-0.0013381805727586261,517.6306644332345,-0.014584243260448706
PEBBLES_XS,PEBBLES,50,-0.0026295966823084447,263.24775830252867,-0.010222848693582004
PEBBLES_XS,PEBBLES,100,-0.0015818028742953243,437.85406896913565,-0.008660084069161033
PEBBLES_XS,PEBBLES,250,-0.001090601736215821,635.2173438342694,-0.009216853924342959
PEBBLES_XS,PEBBLES,500,-0.0009180970417611543,754.6358523632998,-0.01056533410774143
ROBOT_DISHES,ROBOT,50,-0.05422686554896011,12.432563664444729,-0.13226276053640837
ROBOT_DISHES,ROBOT,100,-0.02873773144199669,23.77150199256522,-0.09712751468981434
ROBOT_DISHES,ROBOT,250,-0.010701999944179476,64.42080940905896,-0.05818332175183842
ROBOT_DISHES,ROBOT,500,-0.005397954049797786,128.0623544101698,-0.04169122076729141
ROBOT_IRONING,ROBOT,50,-0.011956914796253605,57.62313552602665,-0.04093867613233465
ROBOT_IRONING,ROBOT,100,-0.005772389970952093,119.73284824467997,-0.028004270439704815
ROBOT_IRONING,ROBOT,250,-0.002084866610405258,332.11926655749284,-0.016299781557148358
ROBOT_IRONING,ROBOT,500,-0.0014972340215047759,462.605136710847,-0.015902127562571384
ROBOT_LAUNDRY,ROBOT,50,0.0006645067391698026,,0.0027263605973634458
ROBOT_LAUNDRY,ROBOT,100,-0.00011285423903868384,6141.621913622396,-0.0006468397618567585
ROBOT_LAUNDRY,ROBOT,250,-0.0010306679224142416,672.1756851263629,-0.008902221399815675
ROBOT_LAUNDRY,ROBOT,500,-0.0008781615248026368,788.9696471946435,-0.010074700075159483
ROBOT_MOPPING,ROBOT,50,-0.002398301430823688,288.6691602172159,-0.00931502373223652
ROBOT_MOPPING,ROBOT,100,-0.0014285349541332771,484.868758799015,-0.00784388487022908
ROBOT_MOPPING,ROBOT,250,-0.0003362778618519379,2060.8868665463265,-0.0029188456171557564
ROBOT_MOPPING,ROBOT,500,0.00012571556171707356,,0.0015928392842120848
ROBOT_VACUUMING,ROBOT,50,-0.0008526157197440435,812.6188954954112,-0.0033873365632036447
ROBOT_VACUUMING,ROBOT,100,-0.0002651497796060461,2613.8256030882008,-0.0014996036294456197
ROBOT_VACUUMING,ROBOT,250,-0.00016137701935482567,4294.857178633887,-0.001448922183418117
ROBOT_VACUUMING,ROBOT,500,-0.00027237832619907333,2544.449063957439,-0.0033787447840193667
SLEEP_POD_COTTON,SLEEP_POD,50,0.0009632741270232812,,0.0038970637488481043
SLEEP_POD_COTTON,SLEEP_POD,100,0.0006858458823011906,,0.00400683123196526
SLEEP_POD_COTTON,SLEEP_POD,250,0.0006751279171461339,,0.006386929059756141
SLEEP_POD_COTTON,SLEEP_POD,500,0.00041460957856049067,,0.005666827469577116
SLEEP_POD_LAMB_WOOL,SLEEP_POD,50,0.0028498561809019557,,0.01193002103442454
SLEEP_POD_LAMB_WOOL,SLEEP_POD,100,0.002050706397786851,,0.012471667381831936
SLEEP_POD_LAMB_WOOL,SLEEP_POD,250,0.0007978247535918067,,0.007748367070918987
SLEEP_POD_LAMB_WOOL,SLEEP_POD,500,0.00029280551381277524,,0.003975197077337563
SLEEP_POD_NYLON,SLEEP_POD,50,-0.0007664793636362881,903.9793345773817,-0.0030585711974622076
SLEEP_POD_NYLON,SLEEP_POD,100,-0.0006370653113615777,1087.6849747420779,-0.0035900579527851917
SLEEP_POD_NYLON,SLEEP_POD,250,-0.00023659519357137703,2929.3290756202737,-0.0020893455247732186
SLEEP_POD_NYLON,SLEEP_POD,500,-0.0005030350563847749,1377.5835669476671,-0.006060115325331147
SLEEP_POD_POLYESTER,SLEEP_POD,50,-0.0008907956111251902,777.774833888015,-0.0035457762125240093
SLEEP_POD_POLYESTER,SLEEP_POD,100,-0.0006990777994341266,991.1698969401353,-0.003924848444223609
SLEEP_POD_POLYESTER,SLEEP_POD,250,-0.000664273958253727,1043.1192230901445,-0.005814389344734296
SLEEP_POD_POLYESTER,SLEEP_POD,500,-0.0006182267174710295,1120.8394555602936,-0.007328018008000823
SLEEP_POD_SUEDE,SLEEP_POD,50,-0.0013020590183151102,532.0003268331462,-0.0051328302811358955
SLEEP_POD_SUEDE,SLEEP_POD,100,-0.001154960986397867,599.8010605095649,-0.006419299072474065
SLEEP_POD_SUEDE,SLEEP_POD,250,-0.0007893101779180153,877.8216851638787,-0.006824843531536554
SLEEP_POD_SUEDE,SLEEP_POD,500,-0.00018572065089599027,3731.856470193774,-0.002269262477091472
SNACKPACK_CHOCOLATE,SNACKPACK,50,-0.001640150679563213,422.26522280334456,-0.006399493151757408
SNACKPACK_CHOCOLATE,SNACKPACK,100,-0.0005654663806777377,1225.45072536547,-0.0031697596874489566
SNACKPACK_CHOCOLATE,SNACKPACK,250,-0.00041867820590840856,1655.214094843797,-0.0037177391351300936
SNACKPACK_CHOCOLATE,SNACKPACK,500,-0.0007165794920632335,966.9531587721199,-0.008540875280606004
SNACKPACK_PISTACHIO,SNACKPACK,50,-0.003097597989576336,223.4224977343006,-0.011969713164978026
SNACKPACK_PISTACHIO,SNACKPACK,100,-0.0022091901718330888,313.4095290647549,-0.011887807200319083
SNACKPACK_PISTACHIO,SNACKPACK,250,-0.0011318460301632056,612.0574884889435,-0.009514575604572032
SNACKPACK_PISTACHIO,SNACKPACK,500,-0.0006432729257585702,1077.1854177224282,-0.007527067270656125
SNACKPACK_RASPBERRY,SNACKPACK,50,-0.0030656811589015276,225.7521630120719,-0.01181505493275825
SNACKPACK_RASPBERRY,SNACKPACK,100,-0.0021359931850656357,324.16144524892155,-0.011521940254614265
SNACKPACK_RASPBERRY,SNACKPACK,250,-0.0011708193934810598,591.6722340852081,-0.009826055636422857
SNACKPACK_RASPBERRY,SNACKPACK,500,-0.0007247645849742592,956.0290062567491,-0.00836665556616313
SNACKPACK_STRAWBERRY,SNACKPACK,50,-0.002919935395249317,237.03768103568575,-0.011291686232494548
SNACKPACK_STRAWBERRY,SNACKPACK,100,-0.0020194772443716514,342.8843029558242,-0.010916462933738944
SNACKPACK_STRAWBERRY,SNACKPACK,250,-0.000891923349392679,776.7909854386901,-0.007571263959779845
SNACKPACK_STRAWBERRY,SNACKPACK,500,-0.0005557963975931096,1246.7776713911726,-0.006563266875087688
SNACKPACK_VANILLA,SNACKPACK,50,-0.0007981038623441091,868.1458325441488,-0.0031481612374740565
SNACKPACK_VANILLA,SNACKPACK,100,-0.00014586464139298156,4751.642480860509,-0.0008279924143147268
SNACKPACK_VANILLA,SNACKPACK,250,-0.00018975485819452975,3652.5094590569583,-0.0017150910276145356
SNACKPACK_VANILLA,SNACKPACK,500,-0.0004948457226465666,1400.3873010099062,-0.00603031305787045
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,50,0.00011408210530300847,,0.0004626072351147454
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,100,-0.0005279404811190902,1312.580146836451,-0.0029940087878744625
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,250,-0.0004236616493348994,1635.7400801772817,-0.0037325738860784067
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,500,-0.000415279431081433,1668.7637138885104,-0.004985879689041286
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,50,-0.0019255137691408257,359.6336962486748,-0.007536200772760237
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,100,-0.0012943506147525014,535.1706779375727,-0.007132957401914497
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,250,-0.0006183945826824515,1120.5351059636662,-0.0053785990232836575
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,500,-0.0004397668500850763,1575.8230927965415,-0.005297177080489639
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,50,-0.00116935299896038,592.414638932068,-0.004624566506179715
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,100,-0.0009129688675408615,758.8766124745647,-0.005104601107307883
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,250,-0.0008519266658929661,813.2764368984316,-0.007330043031736979
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,500,-0.0005923124745476706,1169.8924304392215,-0.00706813707492603
TRANSLATOR_SPACE_GRAY,TRANSLATOR,50,0.0007104387988863088,,0.002886979667965063
TRANSLATOR_SPACE_GRAY,TRANSLATOR,100,0.00012875905948896732,,0.0007442239271310202
TRANSLATOR_SPACE_GRAY,TRANSLATOR,250,-7.586211164509466e-05,9136.588389016953,-0.0006817619345225747
TRANSLATOR_SPACE_GRAY,TRANSLATOR,500,4.4177726248444006e-05,,0.0005705450407430496
TRANSLATOR_VOID_BLUE,TRANSLATOR,50,-0.003012441944238449,229.74803683473743,-0.011625274090532437
TRANSLATOR_VOID_BLUE,TRANSLATOR,100,-0.002405022237427906,287.8615083417638,-0.012907152449976074
TRANSLATOR_VOID_BLUE,TRANSLATOR,250,-0.0010316882572876608,671.5105636320726,-0.00855009491458638
TRANSLATOR_VOID_BLUE,TRANSLATOR,500,-0.0004810400431056024,1440.587870693519,-0.005618406537405754
UV_VISOR_AMBER,UV_VISOR,50,0.0008562247544966614,,0.003472495823814402
UV_VISOR_AMBER,UV_VISOR,100,0.0010352177983621806,,0.0060741427993538325
UV_VISOR_AMBER,UV_VISOR,250,2.259889148142479e-05,,0.00020690030326060336
UV_VISOR_AMBER,UV_VISOR,500,-0.0001771136114582326,3913.2271661181485,-0.0022488770653079785
UV_VISOR_MAGENTA,UV_VISOR,50,-0.002824487564276789,245.05961189375083,-0.010984861233464928
UV_VISOR_MAGENTA,UV_VISOR,100,-0.002087203978866725,331.7469523317156,-0.011290945702838406
UV_VISOR_MAGENTA,UV_VISOR,250,-0.001229871471670709,563.2465408953205,-0.010177043682855253
UV_VISOR_MAGENTA,UV_VISOR,500,-0.000520023651321705,1332.5681182199073,-0.006059750653921719
UV_VISOR_ORANGE,UV_VISOR,50,0.001095108066922505,,0.004485634716485808
UV_VISOR_ORANGE,UV_VISOR,100,-3.6490968178008046e-05,18994.68740580957,-0.00021031196074907359
UV_VISOR_ORANGE,UV_VISOR,250,-0.0001569684635691575,4415.4906167330655,-0.001414195699853667
UV_VISOR_ORANGE,UV_VISOR,500,-5.264876592614288e-05,13165.150626708339,-0.0006678297980576521
UV_VISOR_RED,UV_VISOR,50,-0.0004678334445489438,1481.2644056824481,-0.0018533473436777186
UV_VISOR_RED,UV_VISOR,100,0.000208709827380124,,0.0011937320659759579
UV_VISOR_RED,UV_VISOR,250,0.0004968329583201815,,0.004652559953319454
UV_VISOR_RED,UV_VISOR,500,0.0002620266437299138,,0.003505843354833143
UV_VISOR_YELLOW,UV_VISOR,50,-0.0015833312408394843,437.43108010602117,-0.0062518326475698325
UV_VISOR_YELLOW,UV_VISOR,100,-0.0014527235056070286,476.78968523269225,-0.007967007028023984
UV_VISOR_YELLOW,UV_VISOR,250,-0.00029852571319369237,2321.554504866811,-0.0025981133858572437
UV_VISOR_YELLOW,UV_VISOR,500,6.0002245771870146e-05,,0.0007669088254685731
