product,category,signal,feature,window,horizon,threshold,cost_mult,active_rate,net_edge_mean,net_edge_t,positive_days,min_day_edge,positive_blocks,min_block_edge,count,robust_score
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,100,30.5,0.5,0.7513265306122449,13.194089818461677,19.526122862748817,3,8.153909546413502,14,-30.645561889250814,22089,9.235862872923175
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,100,77.0,1.0,0.10349367088607594,14.133724722765818,7.853974177961614,3,10.873060648801129,13,-34.288770053475936,3066,9.186921069797782
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,100,21.0,0.5,0.7561759729272419,13.112295815618706,19.498542952807878,3,7.1067775763852925,14,-12.53699649737303,22345,9.178607070933094
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_500,500,100,2.0,0.5,0.14379485086555793,13.989179280983917,7.294833086384082,3,2.96704021094265,13,-71.50573979591837,4228,9.092966532639547
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,100,45.5,0.5,0.5015228426395939,14.7972334682861,18.062248068804116,3,9.688715769593957,12,-14.047560975609755,14820,8.87834008097166
ROBOT_DISHES,ROBOT,past_revert,past_mid_diff_25,25,25,100.0,1.0,0.14974874371859295,12.029082774049217,13.152512051990582,3,2.971590909090909,14,-10.783582089552239,4470,8.420357941834451
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,100,54.0,0.5,0.2528945147679325,13.69077015483182,11.978869021984345,3,10.398042273042273,12,-20.462230215827336,7492,8.214462092899092
PANEL_1X4,PANEL,past_momentum,past_mid_diff_10,10,100,49.0,0.5,0.10114593865857768,11.558980339886704,6.106117371432756,3,8.997965976331361,14,-19.548076923076923,3001,8.091286237920693
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,100,78.0,0.5,0.2512351945854484,13.241109913793103,11.279441788937998,3,4.672889214250854,12,-21.955882352941178,7424,7.944665948275862
ROBOT_DISHES,ROBOT,past_revert,past_mid_diff_25,25,50,100.0,1.0,0.1491855583543241,11.346127870328681,9.578502312446806,3,5.115909090909091,14,-23.955156950672645,4442,7.9422895092300765
PEBBLES_XL,PEBBLES,z_revert,roll_z_500,500,25,0.75,0.5,0.6610976103685703,9.888152856486444,9.197771418487234,3,1.4107905196525836,16,-40.80904404873477,19587,7.910522285189155
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,50,2.0,0.5,0.1480052786519135,11.182956104252401,7.252141555225886,3,5.308131487889273,14,-46.61206896551724,4374,7.828069272976681
UV_VISOR_AMBER,UV_VISOR,past_momentum,past_mid_diff_50,50,50,94.0,0.5,0.10151515151515152,10.420149253731344,9.877429646357697,3,6.640513552068474,15,-11.503937007874017,3015,7.815111940298507
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_500,500,100,2.0,1.0,0.14379485086555793,12.011116367076632,6.263250415503102,3,1.0695451549110087,13,-73.54719387755102,4228,7.80722563859981
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,100,45.5,1.0,0.5015228426395939,12.691497975708502,15.492015248951324,3,7.462511803588291,12,-16.083739837398372,14820,7.614898785425102
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_250,250,50,2.0,0.5,0.14675285324714676,10.667297545308557,8.203421747006304,3,5.708071608040201,14,-20.77956989247312,4359,7.46710828171599
MICROCHIP_OVAL,MICROCHIP,past_revert,past_mid_diff_50,50,100,143.0,0.5,0.10050761421319797,11.399747474747475,5.344602281439516,3,8.141228070175439,13,-92.88636363636364,2970,7.4098358585858595
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,100,30.5,1.0,0.7513265306122449,11.097854135542578,16.423774865961057,3,5.9332805907173,13,-32.68403908794788,22089,7.213605188102676
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,100,21.0,1.0,0.7561759729272419,11.014969791899754,16.37943418879164,3,4.885163127912999,13,-14.6361646234676,22345,7.159730364734839
UV_VISOR_ORANGE,UV_VISOR,past_revert,past_mid_diff_100,100,50,173.0,1.0,0.10023688663282572,11.823261309925726,8.627434080737425,3,8.019183673469387,12,-36.43571428571428,2962,7.093956785955436
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_500,500,50,2.0,0.5,0.14360640205732075,9.393025447690858,6.904688717663589,3,6.5,15,-38.7469262295082,4244,7.044769085768143
ROBOT_IRONING,ROBOT,past_momentum,past_mid_diff_50,50,100,100.0,0.5,0.13076142131979696,11.671389751552795,7.486947766267427,3,11.405345757724374,12,-36.89908256880734,3864,7.002833850931677
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,100,54.0,1.0,0.2528945147679325,11.568206086492259,10.121220863992047,3,8.173076923076923,12,-22.61390887290168,7492,6.940923651895355
ROBOT_LAUNDRY,ROBOT,z_revert,roll_z_500,500,100,0.5,0.5,0.7709077305036901,9.695791238364142,15.143988260335213,3,0.08375257997936017,14,-33.841747572815535,22667,6.7870538668549
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_250,250,100,1.5,0.5,0.3282238689811525,10.275386597938144,8.080751131598685,3,0.08505540581012279,13,-51.40190397350993,9700,6.679001288659793
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,100,78.0,1.0,0.2512351945854484,11.116177262931034,9.469323041122367,3,2.7430453879941434,12,-24.0121107266436,7424,6.669706357758621
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,50,114.5,1.0,0.2505245346869712,10.250371471025261,12.869095745027023,3,5.358695652173913,13,-46.04716981132076,7403,6.66274145616642
PEBBLES_XL,PEBBLES,z_revert,roll_z_50,50,25,2.0,1.0,0.13037661382032242,10.936762442278091,4.488216710366334,3,7.578322197475872,12,-40.56666666666667,3898,6.562057465366854
ROBOT_LAUNDRY,ROBOT,z_revert,roll_z_250,250,100,0.75,0.5,0.6773254830304876,10.025740620472599,14.574909284163805,3,1.8965310159672177,13,-39.62085561497326,20017,6.516731403307189
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,50,67.0,0.5,0.5010490693739424,9.269434688639741,16.70217785799163,3,3.4859831029185866,14,-12.383185349611542,14806,6.488604282047819
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,50,1.5,0.5,0.317023652421074,9.092779378802433,8.593524578239736,3,5.787404580152672,14,-30.405946601941746,9369,6.364945565161703
PEBBLES_M,PEBBLES,past_revert,past_mid_diff_25,25,100,124.5,0.5,0.10089451476793249,9.759200401472064,3.6660279170021166,3,0.30891238670694865,13,-36.819651741293534,2989,6.343480260956842
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,100,31.5,0.5,0.5016033755274262,9.737298115746972,11.935767797645635,3,7.299224008975318,13,-14.575422626788036,14860,6.329243775235532
PEBBLES_XL,PEBBLES,z_revert,roll_z_50,50,25,1.5,0.5,0.3135995718777176,8.841776877133105,5.60313167773929,3,4.370452388484657,14,-43.93850806451613,9376,6.189243813993174
PEBBLES_XL,PEBBLES,z_revert,roll_z_100,100,25,0.5,0.5,0.7811370028123744,8.249871415713,8.20620242048564,3,0.029311234360892557,15,-21.251623376623378,23331,6.18740356178475
PANEL_1X4,PANEL,past_momentum,past_mid_diff_10,10,100,49.0,1.0,0.10114593865857768,9.40703098967011,4.969296214783903,3,6.7607248520710055,13,-21.746794871794872,3001,6.1145701432855715
MICROCHIP_OVAL,MICROCHIP,past_revert,past_mid_diff_50,50,100,143.0,1.0,0.10050761421319797,9.391245791245792,4.402786930017541,3,6.420212765957447,13,-94.84965034965035,2970,6.104309764309765
ROBOT_IRONING,ROBOT,past_momentum,past_mid_diff_50,50,100,100.0,1.0,0.13076142131979696,10.017857142857142,6.424325425155326,3,9.68563021088769,12,-38.6605504587156,3864,6.010714285714285
SLEEP_POD_NYLON,SLEEP_POD,z_revert,roll_z_500,500,100,2.0,0.5,0.13760500629187497,10.016868512110726,7.173693493765078,3,6.155410590943975,12,-56.648529411764706,4046,6.010121107266436
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_500,500,100,1.5,0.5,0.3311906948270585,9.126771410967345,6.955729198409577,3,1.7817037037037038,13,-62.74412171507607,9738,5.932401417128775
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,50,112.0,0.5,0.10131313131313131,9.062811565304088,6.971345185310569,3,6.400678294573644,13,-46.83730158730159,3009,5.890827517447657
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_25,25,50,107.0,0.5,0.10149454240134341,8.92554599602912,5.491718278736337,3,5.845078979343864,13,-41.70247933884298,3022,5.801604897418928
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,past_revert,past_mid_diff_100,100,50,156.5,0.5,0.1001015228426396,9.645622041920216,8.053828649284881,3,1.3670212765957446,12,-23.891534391534393,2958,5.7873732251521295
PANEL_4X4,PANEL,past_revert,past_mid_diff_100,100,100,167.5,0.5,0.10061224489795918,9.57319134550372,5.4121497604240325,3,7.966975308641976,12,-56.52490039840637,2958,5.7439148073022315
UV_VISOR_ORANGE,UV_VISOR,past_revert,past_mid_diff_100,100,25,172.5,0.5,0.10086075949367089,8.771251673360107,9.044217792980238,3,6.126048462255358,13,-13.450819672131148,2988,5.701313587684069
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_250,250,50,2.0,1.0,0.14675285324714676,8.691557696719432,6.683708911918978,3,3.5993589743589745,13,-22.75448028673835,4359,5.649512502867631
TRANSLATOR_VOID_BLUE,TRANSLATOR,past_revert,past_mid_diff_50,50,50,120.0,0.5,0.10168350168350168,7.933940397350994,6.132672874563808,3,1.98502722323049,14,-59.86538461538461,3020,5.553758278145695
PEBBLES_XL,PEBBLES,z_revert,roll_z_500,500,25,0.5,0.5,0.7816254894019171,7.876036358925641,7.941149013470718,3,2.9781930472430918,14,-26.472359735973598,23158,5.5132254512479495
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,past_revert,past_mid_diff_100,100,50,164.0,0.5,0.10040609137055838,7.848752949106842,6.37855287211079,3,5.506775067750677,14,-50.264550264550266,2967,5.49412706437479
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,100,1.0,0.5,0.5543652008298473,8.411472392638037,7.4481927224476765,3,5.562684237905323,13,-93.03377265238879,16300,5.467457055214725
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_500,500,50,2.0,1.0,0.14360640205732075,7.414585296889727,5.450250032017403,3,4.602101116217991,14,-40.80122950819672,4244,5.190209707822809
ROBOT_LAUNDRY,ROBOT,z_revert,roll_z_250,250,100,0.5,0.5,0.7922715121984232,8.636008371060049,13.62330557038797,3,1.7377704031465093,12,-34.706824512534816,23414,5.181605022636029
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,50,2.0,1.0,0.1480052786519135,7.913923182441701,5.132761529120859,3,1.868166089965398,13,-49.734482758620686,4374,5.144050068587106
UV_VISOR_AMBER,UV_VISOR,past_momentum,past_mid_diff_50,50,50,94.0,1.0,0.10151515151515152,7.750746268656717,7.349484843006572,3,4.365192582025678,13,-14.066929133858268,3015,5.0379850746268655
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,100,31.5,1.0,0.5016033755274262,7.629138627187079,9.351402398091427,3,5.078160059835453,13,-16.67360208062419,14860,4.9589401076716015
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,50,77.0,0.5,0.10310663308144416,8.185342019543974,6.306252457579657,3,4.854723707664884,12,-36.115625,3070,4.911205211726385
MICROCHIP_OVAL,MICROCHIP,past_revert,past_mid_diff_100,100,50,204.0,0.5,0.10087986463620982,7.98540758134854,5.423718671648963,3,2.0322033898305083,12,-56.357142857142854,2981,4.791244548809124
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,100,15.0,0.5,0.7522025316455696,7.294404056722312,10.873877022759983,3,6.2830997904662125,13,-10.775686448184233,22284,4.7413626368695025
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_250,250,25,2.0,0.5,0.1463832359460004,6.222011929341592,6.249745667304859,3,4.117305276381909,15,-15.509166666666667,4359,4.666508947006195
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,50,67.0,1.0,0.5010490693739424,7.16540591652033,12.909921082494334,3,1.256720430107527,13,-14.444506104328523,14806,4.657513845738214
SLEEP_POD_SUEDE,SLEEP_POD,z_revert,roll_z_100,100,100,2.0,0.5,0.14138245116891002,7.082140300644237,4.14158971384278,3,3.3605733432613554,13,-65.96442687747036,4191,4.603391195418754
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,50,45.5,0.5,0.5011111111111111,6.531949203789559,11.802193326696223,3,1.8410389335590351,14,-17.077642276422765,14883,4.572364442652691
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,25,168.0,0.5,0.10048945147679325,7.558112193483373,8.825509988351904,3,1.9322503961965134,12,-73.31944444444444,2977,4.534867316090024
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,z_revert,roll_z_500,500,100,2.0,0.5,0.15756895554875353,7.507338657457371,5.904152552110873,3,1.9946839929119906,12,-61.709537572254334,4633,4.504403194474422
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,25,114.0,0.5,0.25275949367088607,6.328258547008547,11.64690662937873,3,2.503921102661597,14,-13.256880733944953,7488,4.429780982905983
TRANSLATOR_VOID_BLUE,TRANSLATOR,z_revert,roll_z_250,250,50,2.0,0.5,0.13722519610813722,6.722031403336604,6.13522908968177,3,4.247758620689655,13,-32.19383259911894,4076,4.3693204121687925
PANEL_1X4,PANEL,past_momentum,past_mid_diff_10,10,100,34.0,0.5,0.25281429052915405,6.676176509798694,5.717534526545538,3,4.387506160670281,13,-14.473988439306359,7501,4.339514731369151
PEBBLES_XL,PEBBLES,z_revert,roll_z_500,500,10,1.5,0.5,0.29484716745863243,4.950965824665676,4.813700309604643,3,3.266150516150516,17,-16.72237762237762,8749,4.208320950965825
PEBBLES_M,PEBBLES,past_revert,past_mid_diff_25,25,25,124.5,0.5,0.10093802345058626,6.47203783604381,4.443947590979141,3,3.412638469284995,13,-23.02227722772277,3013,4.206824593428477
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,50,112.0,1.0,0.10131313131313131,6.915752741774676,5.320113579460674,3,4.224321705426356,12,-48.95238095238095,3009,4.149451645064806
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_25,25,50,107.0,1.0,0.10149454240134341,6.9093315684976835,4.251569740135454,3,3.9283110571081408,12,-43.611570247933884,3022,4.14559894109861
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,z_revert,roll_z_500,500,100,0.75,0.5,0.6825153895860967,6.324895355790313,8.960379432406667,3,1.0554468853445682,13,-29.81206764027671,20068,4.111181981263703
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,50,1.5,1.0,0.317023652421074,5.831572206211976,5.512180150135511,3,2.666564885496183,14,-33.62439320388349,9369,4.082100544348384
MICROCHIP_OVAL,MICROCHIP,past_revert,past_mid_diff_25,25,100,100.0,0.5,0.10035443037974684,5.829633366969391,2.554396814431727,3,0.4311708860759494,14,-55.245652173913044,2973,4.080743356878574
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,50,30.5,0.5,0.7517428087986464,6.666741694426938,14.775756458639147,3,2.412005501702908,12,-10.108916938110749,22214,4.000045016656163
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_25,25,25,107.0,0.5,0.1012395309882747,6.141131700860357,5.0776256911109385,3,0.3359659781287971,13,-14.119834710743802,3022,3.9917356055592323
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,50,54.0,0.5,0.25246011754827874,6.036018358387655,7.6089751266859,3,3.9300897035881435,13,-16.35662824207493,7517,3.923411932951976
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,past_revert,past_mid_diff_100,100,50,164.0,1.0,0.10040609137055838,5.60010111223458,4.550432750855087,3,3.211833785004517,14,-52.56613756613756,2967,3.920070778564206
PEBBLES_M,PEBBLES,z_revert,roll_z_250,250,100,2.0,0.5,0.14908807904442867,5.822741715842033,2.6607778737782577,3,0.33579088471849866,13,-125.38492063492063,4406,3.784782115297322
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,past_revert,past_mid_diff_50,50,25,108.0,0.5,0.1019311502938707,5.20831960461285,6.137105903866981,3,4.5987776025236595,14,-12.147321428571429,3035,3.6458237232289945
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,z_revert,roll_z_250,250,100,0.5,0.5,0.7733901803539404,6.050238449422471,8.993759457887627,3,1.5533884191647451,12,-23.348891730605285,22856,3.6301430696534824
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,50,77.0,1.0,0.10310663308144416,6.0436482084690555,4.656366419744068,3,2.677807486631016,12,-38.23125,3070,3.6261889250814336
UV_VISOR_MAGENTA,UV_VISOR,z_revert,roll_z_100,100,100,2.0,0.5,0.13439935229227812,6.036332831325301,3.713367314304625,3,2.6760665220535067,12,-38.273809523809526,3984,3.6217996987951806
MICROCHIP_OVAL,MICROCHIP,past_revert,past_mid_diff_100,100,50,204.0,1.0,0.10087986463620982,5.985072123448507,4.06490580514431,3,0.1,12,-58.22789115646258,2981,3.5910432740691043
PEBBLES_XL,PEBBLES,past_revert,past_mid_diff_25,25,25,105.0,0.5,0.5019430485762144,5.506340519255156,4.399447425345766,3,1.5703282319774465,13,-50.75670498084291,14983,3.5791213375158515
UV_VISOR_MAGENTA,UV_VISOR,z_revert,roll_z_50,50,100,2.0,0.5,0.12775924240892395,5.801701398048008,3.492301192048118,3,0.5362566438876234,12,-27.535714285714285,3791,3.4810208388288046
