activity_count,days,events,horizon,mark,product,quantity,score,sign_agreement,total_signed_markout
132,3,132,500,Mark 01,VEV_5300,439.0,-0.13097949886104784,1.0,-57.5
164,3,164,500,Mark 22,VEV_5300,548.0,0.19525547445255476,1.0,107.0
126,3,126,500,Mark 22,VELVETFRUIT_EXTRACT,843.0,-1.2959667852906287,1.0,-1092.5
647,3,647,500,Mark 14,VELVETFRUIT_EXTRACT,3524.0,-0.14387060158910328,0.6666666666666666,-507.0
7,3,7,500,Mark 14,VEV_5500,27.0,-0.3333333333333333,0.6666666666666666,-9.0
30,3,30,500,Mark 14,VEV_5300,105.0,-0.46190476190476193,0.6666666666666666,-48.5
13,3,13,500,Mark 14,VEV_5400,48.0,-0.40625,1.0,-19.5
33,3,33,500,Mark 14,VEV_5200,122.0,-0.29508196721311475,0.6666666666666666,-36.0
47,3,47,500,Mark 22,VEV_5200,162.0,0.23765432098765432,0.6666666666666666,38.5
3,2,3,500,Mark 22,VEV_4000,6.0,-3.25,1.0,-19.5
3,2,3,500,Mark 38,VEV_4500,6.0,1.5833333333333333,1.0,9.5
3,2,3,500,Mark 22,VEV_4500,6.0,-1.5833333333333333,1.0,-9.5
3,2,3,500,Mark 38,VEV_5000,6.0,-0.8333333333333334,0.5,-5.0
3,2,3,500,Mark 22,VEV_5000,6.0,0.8333333333333334,0.5,5.0
3,2,3,500,Mark 38,VEV_5100,6.0,-1.0833333333333333,0.5,-6.5
3,2,3,500,Mark 22,VEV_5100,6.0,1.0833333333333333,1.0,6.5
3,2,3,500,Mark 38,VEV_5200,6.0,-0.8333333333333334,0.5,-5.0
2,2,2,500,Mark 38,VEV_5300,4.0,-0.25,0.5,-1.0
11,1,11,500,Mark 01,VEV_5200,34.0,0.07352941176470588,1.0,2.5
263,3,263,1000,Mark 01,VEV_5400,911.0,0.004939626783754116,0.6666666666666666,4.5
276,3,276,1000,Mark 22,VEV_5400,959.0,0.021897810218978103,0.6666666666666666,21.0
299,3,299,1000,Mark 01,VEV_5500,1042.0,-0.014395393474088292,0.6666666666666666,-15.0
306,3,306,1000,Mark 22,VEV_5500,1069.0,0.018709073900841908,1.0,20.0
317,3,317,1000,Mark 01,VEV_6000,1105.0,0.0,1.0,0.0
317,3,317,1000,Mark 22,VEV_6000,1105.0,0.0,1.0,0.0
317,3,317,1000,Mark 01,VEV_6500,1105.0,0.0,1.0,0.0
317,3,317,1000,Mark 22,VEV_6500,1105.0,0.0,1.0,0.0
1022,3,1022,1000,Mark 38,HYDROGEL_PACK,4096.0,0.0003662109375,0.6666666666666666,1.5
19,3,19,1000,Mark 22,HYDROGEL_PACK,74.0,-3.7027027027027026,1.0,-274.0
442,3,442,1000,Mark 38,VEV_4000,876.0,0.08047945205479452,0.3333333333333333,70.5
439,3,439,1000,Mark 14,VEV_4000,870.0,-0.06896551724137931,0.3333333333333333,-60.0
1198,3,1198,1000,Mark 55,VELVETFRUIT_EXTRACT,6551.0,0.05434284842008854,0.3333333333333333,356.0
504,3,504,1000,Mark 01,VELVETFRUIT_EXTRACT,2792.0,0.2836676217765043,0.6666666666666666,792.0
1003,3,1003,1000,Mark 14,HYDROGEL_PACK,4022.0,0.06775236200895077,0.3333333333333333,272.5
122,3,122,1000,Mark 49,VELVETFRUIT_EXTRACT,1186.0,-2.1568296795952784,1.0,-2558.0
165,3,165,1000,Mark 67,VELVETFRUIT_EXTRACT,1510.0,2.206953642384106,1.0,3332.5
132,3,132,1000,Mark 01,VEV_5300,439.0,-0.14236902050113895,1.0,-62.5
164,3,164,1000,Mark 22,VEV_5300,548.0,0.15054744525547445,1.0,82.5
126,3,126,1000,Mark 22,VELVETFRUIT_EXTRACT,843.0,-1.1364175563463819,0.6666666666666666,-958.0
647,3,647,1000,Mark 14,VELVETFRUIT_EXTRACT,3524.0,-0.273694665153235,1.0,-964.5
7,3,7,1000,Mark 14,VEV_5500,27.0,-0.18518518518518517,0.3333333333333333,-5.0
30,3,30,1000,Mark 14,VEV_5300,105.0,-0.16666666666666666,0.3333333333333333,-17.5
13,3,13,1000,Mark 14,VEV_5400,48.0,-0.53125,1.0,-25.5
33,3,33,1000,Mark 14,VEV_5200,122.0,-0.1885245901639344,0.6666666666666666,-23.0
47,3,47,1000,Mark 22,VEV_5200,162.0,-0.05864197530864197,0.6666666666666666,-9.5
3,2,3,1000,Mark 22,VEV_4000,6.0,-1.75,1.0,-10.5
3,2,3,1000,Mark 38,VEV_4500,6.0,0.25,0.5,1.5
3,2,3,1000,Mark 22,VEV_4500,6.0,-0.25,0.5,-1.5
3,2,3,1000,Mark 38,VEV_5000,6.0,-2.5833333333333335,0.5,-15.5
3,2,3,1000,Mark 22,VEV_5000,6.0,2.5833333333333335,0.5,15.5
3,2,3,1000,Mark 38,VEV_5100,6.0,-2.1666666666666665,0.5,-13.0
3,2,3,1000,Mark 22,VEV_5100,6.0,2.1666666666666665,0.5,13.0
3,2,3,1000,Mark 38,VEV_5200,6.0,-1.6666666666666667,0.5,-10.0
2,2,2,1000,Mark 38,VEV_5300,4.0,-0.625,0.5,-2.5
11,1,11,1000,Mark 01,VEV_5200,34.0,1.25,1.0,42.5
263,3,262,5000,Mark 01,VEV_5400,907.0,0.15600882028665933,1.0,141.5
276,3,275,5000,Mark 22,VEV_5400,955.0,-0.10785340314136126,1.0,-103.0
299,3,298,5000,Mark 01,VEV_5500,1038.0,0.0313102119460501,0.6666666666666666,32.5
306,3,305,5000,Mark 22,VEV_5500,1065.0,-0.018309859154929577,0.6666666666666666,-19.5
317,3,316,5000,Mark 01,VEV_6000,1101.0,0.0,1.0,0.0
317,3,316,5000,Mark 22,VEV_6000,1101.0,0.0,1.0,0.0
317,3,316,5000,Mark 01,VEV_6500,1101.0,0.0,1.0,0.0
317,3,316,5000,Mark 22,VEV_6500,1101.0,0.0,1.0,0.0
1022,3,1021,5000,Mark 38,HYDROGEL_PACK,4094.0,-0.5351734245236932,1.0,-2191.0
19,3,19,5000,Mark 22,HYDROGEL_PACK,74.0,-5.405405405405405,1.0,-400.0
442,3,439,5000,Mark 38,VEV_4000,868.0,0.08640552995391705,0.6666666666666666,75.0
439,3,436,5000,Mark 14,VEV_4000,862.0,-0.10382830626450117,0.6666666666666666,-89.5
1198,3,1193,5000,Mark 55,VELVETFRUIT_EXTRACT,6530.0,0.4565849923430322,1.0,2981.5
504,3,504,5000,Mark 01,VELVETFRUIT_EXTRACT,2792.0,0.01092406876790831,0.3333333333333333,30.5
1003,3,1002,5000,Mark 14,HYDROGEL_PACK,4020.0,0.6445273631840795,1.0,2591.0
122,3,122,5000,Mark 49,VELVETFRUIT_EXTRACT,1186.0,-1.7293423271500843,1.0,-2051.0
165,3,165,5000,Mark 67,VELVETFRUIT_EXTRACT,1510.0,1.9221854304635762,1.0,2902.5
132,3,132,5000,Mark 01,VEV_5300,439.0,0.007972665148063782,0.6666666666666666,3.5
164,3,164,5000,Mark 22,VEV_5300,548.0,-0.1031021897810219,0.6666666666666666,-56.5
126,3,126,5000,Mark 22,VELVETFRUIT_EXTRACT,843.0,-1.4567022538552787,1.0,-1228.0
647,3,642,5000,Mark 14,VELVETFRUIT_EXTRACT,3503.0,-0.7523551241792749,1.0,-2635.5
7,3,7,5000,Mark 14,VEV_5500,27.0,-0.48148148148148145,1.0,-13.0
30,3,30,5000,Mark 14,VEV_5300,105.0,0.6,0.6666666666666666,63.0
13,3,13,5000,Mark 14,VEV_5400,48.0,-0.8020833333333334,0.6666666666666666,-38.5
33,3,33,5000,Mark 14,VEV_5200,122.0,-0.0942622950819672,0.6666666666666666,-11.5
47,3,47,5000,Mark 22,VEV_5200,162.0,-0.3611111111111111,0.6666666666666666,-58.5
3,2,3,5000,Mark 22,VEV_4000,6.0,2.4166666666666665,0.5,14.5
3,2,3,5000,Mark 38,VEV_4500,6.0,-3.75,0.5,-22.5
3,2,3,5000,Mark 22,VEV_4500,6.0,3.75,0.5,22.5
3,2,3,5000,Mark 38,VEV_5000,6.0,-6.083333333333333,0.5,-36.5
3,2,3,5000,Mark 22,VEV_5000,6.0,6.083333333333333,0.5,36.5
3,2,3,5000,Mark 38,VEV_5100,6.0,-5.583333333333333,0.5,-33.5
3,2,3,5000,Mark 22,VEV_5100,6.0,5.583333333333333,0.5,33.5
3,2,3,5000,Mark 38,VEV_5200,6.0,-4.166666666666667,0.5,-25.0
2,2,2,5000,Mark 38,VEV_5300,4.0,-2.5,0.5,-10.0
11,1,11,5000,Mark 01,VEV_5200,34.0,2.7941176470588234,1.0,95.0
263,3,260,10000,Mark 01,VEV_5400,897.0,0.0758082497212932,0.6666666666666666,68.0
276,3,273,10000,Mark 22,VEV_5400,945.0,-0.032275132275132276,0.3333333333333333,-30.5
299,3,297,10000,Mark 01,VEV_5500,1033.0,-0.008228460793804453,0.6666666666666666,-8.5
306,3,304,10000,Mark 22,VEV_5500,1060.0,0.024056603773584907,0.6666666666666666,25.5
317,3,314,10000,Mark 01,VEV_6000,1091.0,0.0,1.0,0.0
317,3,314,10000,Mark 22,VEV_6000,1091.0,0.0,1.0,0.0
317,3,314,10000,Mark 01,VEV_6500,1091.0,0.0,1.0,0.0
317,3,314,10000,Mark 22,VEV_6500,1091.0,0.0,1.0,0.0
1022,3,1017,10000,Mark 38,HYDROGEL_PACK,4076.0,-0.3442100098135427,0.6666666666666666,-1403.0
19,3,18,10000,Mark 22,HYDROGEL_PACK,68.0,-3.235294117647059,0.6666666666666666,-220.0
442,3,437,10000,Mark 38,VEV_4000,862.0,-0.013921113689095127,0.6666666666666666,-12.0
439,3,434,10000,Mark 14,VEV_4000,856.0,0.015771028037383176,0.6666666666666666,13.5
1198,3,1190,10000,Mark 55,VELVETFRUIT_EXTRACT,6516.0,0.8714702271332105,1.0,5678.5
504,3,504,10000,Mark 01,VELVETFRUIT_EXTRACT,2792.0,-0.4691977077363897,1.0,-1310.0
1003,3,999,10000,Mark 14,HYDROGEL_PACK,4008.0,0.40494011976047906,0.6666666666666666,1623.0
122,3,120,10000,Mark 49,VELVETFRUIT_EXTRACT,1165.0,-1.9896995708154506,1.0,-2318.0
165,3,164,10000,Mark 67,VELVETFRUIT_EXTRACT,1497.0,1.604876419505678,0.6666666666666666,2402.5
132,3,131,10000,Mark 01,VEV_5300,434.0,0.18202764976958524,0.3333333333333333,79.0
164,3,163,10000,Mark 22,VEV_5300,543.0,-0.2578268876611418,0.6666666666666666,-140.0
126,3,125,10000,Mark 22,VELVETFRUIT_EXTRACT,835.0,0.04730538922155689,0.6666666666666666,39.5
647,3,639,10000,Mark 14,VELVETFRUIT_EXTRACT,3489.0,-1.2876182287188307,1.0,-4492.5
7,3,7,10000,Mark 14,VEV_5500,27.0,-0.6296296296296297,1.0,-17.0
30,3,30,10000,Mark 14,VEV_5300,105.0,0.6619047619047619,1.0,69.5
13,3,13,10000,Mark 14,VEV_5400,48.0,-0.78125,0.6666666666666666,-37.5
33,3,33,10000,Mark 14,VEV_5200,122.0,-0.3360655737704918,0.6666666666666666,-41.0
47,3,47,10000,Mark 22,VEV_5200,162.0,-0.41358024691358025,0.6666666666666666,-67.0
3,2,3,10000,Mark 22,VEV_4000,6.0,-0.25,0.5,-1.5
3,2,3,10000,Mark 38,VEV_4500,6.0,-1.25,0.5,-7.5
3,2,3,10000,Mark 22,VEV_4500,6.0,1.25,0.5,7.5
3,2,3,10000,Mark 38,VEV_5000,6.0,-3.75,0.5,-22.5
3,2,3,10000,Mark 22,VEV_5000,6.0,3.75,0.5,22.5
3,2,3,10000,Mark 38,VEV_5100,6.0,-3.4166666666666665,0.5,-20.5
3,2,3,10000,Mark 22,VEV_5100,6.0,3.4166666666666665,0.5,20.5
3,2,3,10000,Mark 38,VEV_5200,6.0,-2.6666666666666665,0.5,-16.0
2,2,2,10000,Mark 38,VEV_5300,4.0,-2.125,0.5,-8.5
11,1,11,10000,Mark 01,VEV_5200,34.0,3.6470588235294117,1.0,124.0
263,3,257,25000,Mark 01,VEV_5400,885.0,0.16327683615819208,0.6666666666666666,144.5
276,3,270,25000,Mark 22,VEV_5400,933.0,-0.1007502679528403,0.3333333333333333,-94.0
299,3,292,25000,Mark 01,VEV_5500,1015.0,-0.013300492610837438,0.3333333333333333,-13.5
306,3,299,25000,Mark 22,VEV_5500,1042.0,0.04366602687140115,0.6666666666666666,45.5
317,3,309,25000,Mark 01,VEV_6000,1073.0,0.0,1.0,0.0
317,3,309,25000,Mark 22,VEV_6000,1073.0,0.0,1.0,0.0
317,3,309,25000,Mark 01,VEV_6500,1073.0,0.0,1.0,0.0
317,3,309,25000,Mark 22,VEV_6500,1073.0,0.0,1.0,0.0
1022,3,993,25000,Mark 38,HYDROGEL_PACK,3991.0,0.3640691556001002,0.6666666666666666,1453.0
19,3,18,25000,Mark 22,HYDROGEL_PACK,68.0,-10.426470588235293,1.0,-709.0
442,3,432,25000,Mark 38,VEV_4000,854.0,0.16978922716627634,0.6666666666666666,145.0
439,3,429,25000,Mark 14,VEV_4000,848.0,-0.16686320754716982,0.6666666666666666,-141.5
1198,3,1173,25000,Mark 55,VELVETFRUIT_EXTRACT,6438.0,0.8508077042559801,1.0,5477.5
504,3,495,25000,Mark 01,VELVETFRUIT_EXTRACT,2754.0,0.0018155410312273058,0.3333333333333333,5.0
1003,3,975,25000,Mark 14,HYDROGEL_PACK,3923.0,-0.18965077746622483,0.3333333333333333,-744.0
122,3,118,25000,Mark 49,VELVETFRUIT_EXTRACT,1136.0,-1.241637323943662,1.0,-1410.5
165,3,160,25000,Mark 67,VELVETFRUIT_EXTRACT,1449.0,0.3612836438923395,0.6666666666666666,523.5
132,3,128,25000,Mark 01,VEV_5300,423.0,0.2789598108747045,0.3333333333333333,118.0
164,3,158,25000,Mark 22,VEV_5300,525.0,-0.1819047619047619,0.3333333333333333,-95.5
126,3,122,25000,Mark 22,VELVETFRUIT_EXTRACT,811.0,1.2133168927250308,0.6666666666666666,984.0
647,3,632,25000,Mark 14,VELVETFRUIT_EXTRACT,3454.0,-1.6153734800231616,1.0,-5579.5
7,3,7,25000,Mark 14,VEV_5500,27.0,-1.1851851851851851,0.6666666666666666,-32.0
30,3,28,25000,Mark 14,VEV_5300,98.0,-0.09693877551020408,0.3333333333333333,-9.5
13,3,13,25000,Mark 14,VEV_5400,48.0,-1.0520833333333333,0.6666666666666666,-50.5
33,3,32,25000,Mark 14,VEV_5200,117.0,1.4700854700854702,0.6666666666666666,172.0
47,3,46,25000,Mark 22,VEV_5200,157.0,-1.9490445859872612,0.6666666666666666,-306.0
3,2,3,25000,Mark 22,VEV_4000,6.0,-0.5833333333333334,0.5,-3.5
3,2,3,25000,Mark 38,VEV_4500,6.0,-1.4166666666666667,0.5,-8.5
3,2,3,25000,Mark 22,VEV_4500,6.0,1.4166666666666667,0.5,8.5
3,2,3,25000,Mark 38,VEV_5000,6.0,-3.5,0.5,-21.0
3,2,3,25000,Mark 22,VEV_5000,6.0,3.5,0.5,21.0
3,2,3,25000,Mark 38,VEV_5100,6.0,-3.5833333333333335,0.5,-21.5
3,2,3,25000,Mark 22,VEV_5100,6.0,3.5833333333333335,0.5,21.5
3,2,3,25000,Mark 38,VEV_5200,6.0,-2.75,0.5,-16.5
2,2,2,25000,Mark 38,VEV_5300,4.0,-3.25,0.5,-13.0
11,1,11,25000,Mark 01,VEV_5200,34.0,4.426470588235294,1.0,150.5
263,3,256,50000,Mark 01,VEV_5400,880.0,-0.005681818181818182,0.6666666666666666,-5.0
276,3,269,50000,Mark 22,VEV_5400,928.0,0.07650862068965517,0.6666666666666666,71.0
299,3,290,50000,Mark 01,VEV_5500,1008.0,-0.09226190476190477,0.6666666666666666,-93.0
306,3,297,50000,Mark 22,VEV_5500,1035.0,0.12560386473429952,0.6666666666666666,130.0
317,3,307,50000,Mark 01,VEV_6000,1066.0,0.0,1.0,0.0
317,3,307,50000,Mark 22,VEV_6000,1066.0,0.0,1.0,0.0
317,3,307,50000,Mark 01,VEV_6500,1066.0,0.0,1.0,0.0
317,3,307,50000,Mark 22,VEV_6500,1066.0,0.0,1.0,0.0
1022,3,963,50000,Mark 38,HYDROGEL_PACK,3865.0,0.5258732212160414,0.3333333333333333,2032.5
19,3,18,50000,Mark 22,HYDROGEL_PACK,68.0,-11.294117647058824,1.0,-768.0
442,3,423,50000,Mark 38,VEV_4000,835.0,0.9221556886227545,0.6666666666666666,770.0
439,3,420,50000,Mark 14,VEV_4000,829.0,-0.8956574185765983,0.6666666666666666,-742.5
1198,3,1141,50000,Mark 55,VELVETFRUIT_EXTRACT,6264.0,0.43646232439335886,0.6666666666666666,2734.0
504,3,476,50000,Mark 01,VELVETFRUIT_EXTRACT,2651.0,-0.6054319124858544,0.6666666666666666,-1605.0
1003,3,945,50000,Mark 14,HYDROGEL_PACK,3797.0,-0.3330260732156966,0.3333333333333333,-1264.5
122,3,115,50000,Mark 49,VELVETFRUIT_EXTRACT,1109.0,-1.2673579801623085,0.6666666666666666,-1405.5
165,3,155,50000,Mark 67,VELVETFRUIT_EXTRACT,1409.0,1.0074520936834634,0.6666666666666666,1419.5
132,3,128,50000,Mark 01,VEV_5300,423.0,-0.04728132387706856,0.3333333333333333,-20.0
164,3,157,50000,Mark 22,VEV_5300,523.0,0.06978967495219886,0.3333333333333333,36.5
126,3,117,50000,Mark 22,VELVETFRUIT_EXTRACT,775.0,0.1625806451612903,0.6666666666666666,126.0
647,3,620,50000,Mark 14,VELVETFRUIT_EXTRACT,3390.0,-0.3743362831858407,0.6666666666666666,-1269.0
7,3,7,50000,Mark 14,VEV_5500,27.0,-1.3703703703703705,0.6666666666666666,-37.0
30,3,27,50000,Mark 14,VEV_5300,96.0,-0.19791666666666666,0.3333333333333333,-19.0
13,3,13,50000,Mark 14,VEV_5400,48.0,-1.375,0.6666666666666666,-66.0
33,3,32,50000,Mark 14,VEV_5200,117.0,0.8760683760683761,1.0,102.5
47,3,46,50000,Mark 22,VEV_5200,157.0,-2.251592356687898,1.0,-353.5
3,2,3,50000,Mark 22,VEV_4000,6.0,-4.583333333333333,1.0,-27.5
3,2,3,50000,Mark 38,VEV_4500,6.0,2.9166666666666665,1.0,17.5
3,2,3,50000,Mark 22,VEV_4500,6.0,-2.9166666666666665,1.0,-17.5
3,2,3,50000,Mark 38,VEV_5000,6.0,0.5,0.5,3.0
3,2,3,50000,Mark 22,VEV_5000,6.0,-0.5,0.5,-3.0
3,2,3,50000,Mark 38,VEV_5100,6.0,-0.25,0.5,-1.5
3,2,3,50000,Mark 22,VEV_5100,6.0,0.25,0.5,1.5
3,2,3,50000,Mark 38,VEV_5200,6.0,-0.16666666666666666,0.5,-1.0
2,2,2,50000,Mark 38,VEV_5300,4.0,0.625,1.0,2.5
11,1,11,50000,Mark 01,VEV_5200,34.0,7.411764705882353,1.0,252.0
